"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"CBJ","2009-2010",81,3716.38,2567.15,2828.87,-261.72,47.57,41.45,45.67,124.67,158.28,-33.61,44.06,2.01,2.56,111.39,119.5,-8.11,48.24,1.8,1.93,315,285,-30,8.1,90.32,98.43
"CBJ","2010-2011",82,3775.22,2951.73,2974.61,-22.88,49.81,46.91,47.28,130.64,152.22,-21.58,46.19,2.08,2.42,128.58,129.16,-0.58,49.89,2.04,2.05,346,321,-25,7.94,90.93,98.87
"CBJ","2011-2012",82,3807.95,2733.1,3058.64,-325.54,47.19,43.06,48.19,124.55,154.45,-29.9,44.64,1.96,2.43,122.1,126.66,-4.56,49.08,1.92,2,300,325,25,7.84,91.38,99.23
"CBJ","2012-2013",48,2294.78,1590.59,1783.78,-193.19,47.14,41.59,46.64,80.59,77.46,3.13,50.99,2.11,2.03,63.92,74.49,-10.57,46.18,1.67,1.95,188,181,-7,9.34,92.4,101.74
"CBJ","2013-2014",82,3838.15,2956.56,2909.58,46.98,50.4,46.22,45.48,141.54,128.07,13.47,52.5,2.21,2,124.83,117.86,6.97,51.44,1.95,1.84,292,276,-16,8.5,92.39,100.89
"CBJ","2014-2015",82,3869.97,2828.18,3159.95,-331.77,47.23,43.85,48.99,136.75,160.07,-23.32,46.07,2.12,2.48,127.31,143.66,-16.35,46.98,1.97,2.23,318,277,-41,8.33,91.34,99.67
"CBJ","2015-2016",82,3916.13,2979.29,3221.94,-242.65,48.04,45.65,49.36,143.84,150.76,-6.92,48.83,2.2,2.31,158.91,145.73,13.18,52.16,2.43,2.23,303,286,-17,8.59,91.41,100
"CBJ","2016-2017",82,3994.15,3288.9,3140.99,147.91,51.15,49.41,47.18,159.59,124.42,35.17,56.19,2.4,1.87,157.25,157.05,0.2,50.03,2.36,2.36,240,243,3,8.52,92.83,101.34
"CGY","2007-2008",82,3578.25,2680.41,2448.74,231.67,52.26,44.95,41.06,135.59,128.38,7.21,51.37,2.27,2.15,125.52,113.1,12.42,52.6,2.1,1.9,392,349,-43,9.19,91.39,100.58
"CGY","2008-2009",81,3562.4,3144.93,2537.82,607.11,55.34,52.97,42.74,150.06,144,6.06,51.03,2.53,2.43,135.9,120.33,15.57,53.04,2.29,2.03,382,378,-4,8.61,90.58,99.19
"CGY","2009-2010",82,3811,3114.52,2874.01,240.51,52.01,49.03,45.25,128.37,127.97,0.4,50.08,2.02,2.01,125.47,123.66,1.81,50.36,1.98,1.95,338,332,-6,7.82,92.01,99.83
"CGY","2010-2011",82,3819.16,3142.13,2931.66,210.47,51.73,49.36,46.06,152.27,136.53,15.74,52.73,2.39,2.14,132.34,117.44,14.9,52.98,2.08,1.85,264,288,24,8.97,91.22,100.19
"CGY","2011-2012",82,3928.67,2870.94,3189.48,-318.54,47.37,43.85,48.71,130.44,139.97,-9.53,48.24,1.99,2.14,136.22,139.06,-2.84,49.48,2.08,2.12,260,271,11,8.22,92.11,100.33
"CGY","2012-2013",48,2305.28,1701.61,1882.03,-180.42,47.48,44.29,48.98,77.62,113.66,-36.04,40.58,2.02,2.96,80.03,85.72,-5.69,48.28,2.08,2.23,165,156,-9,8.31,88.77,97.08
"CGY","2013-2014",82,3993.28,2879.52,3408.55,-529.03,45.79,43.27,51.21,130.54,161.63,-31.09,44.68,1.96,2.43,124.05,141.49,-17.44,46.72,1.86,2.13,258,248,-10,8.34,90.62,98.96
"CGY","2014-2015",82,3981.8,2899.07,3631.04,-731.97,44.4,43.68,54.71,143.71,144.29,-0.58,49.9,2.17,2.17,127.39,147.29,-19.9,46.38,1.92,2.22,210,250,40,9.44,91.89,101.33
"CGY","2015-2016",82,3954.92,3041.75,3317.73,-275.98,47.83,46.15,50.33,145.53,162.17,-16.64,47.3,2.21,2.46,136.43,147.95,-11.52,47.97,2.07,2.24,238,261,23,8.72,90.52,99.23
"CGY","2016-2017",82,3859.65,3030.04,2927.38,102.66,50.86,47.1,45.51,133.85,131.53,2.32,50.44,2.08,2.04,131.55,135.1,-3.55,49.33,2.05,2.1,300,286,-14,8.05,91.78,99.84
"CHI","2007-2008",80,3423,2306.68,2340.4,-33.72,49.64,40.43,41.02,136.16,125,11.16,52.14,2.39,2.19,105.18,110.27,-5.09,48.82,1.84,1.93,368,365,-3,9.42,91.46,100.88
"CHI","2008-2009",82,3646.73,2972.27,2378.62,593.65,55.55,48.9,39.14,139.2,119.93,19.27,53.72,2.29,1.97,134.55,117.39,17.16,53.41,2.21,1.93,335,368,33,7.78,91.94,99.72
"CHI","2009-2010",82,3881.33,3384.3,2541.26,843.04,57.11,52.32,39.28,166.46,142.87,23.59,53.81,2.57,2.21,148.71,115.27,33.44,56.33,2.3,1.78,276,299,23,8.51,89.78,98.29
"CHI","2010-2011",82,3955.85,3301.94,2889.6,412.34,53.33,50.08,43.83,161.24,138.65,22.59,53.77,2.45,2.1,139.54,131.49,8.05,51.49,2.12,1.99,239,277,38,8.48,91.47,99.95
"CHI","2011-2012",82,3944.77,3247.89,2929.78,318.11,52.57,49.4,44.56,159.85,157.47,2.38,50.38,2.43,2.4,144.19,137.47,6.72,51.19,2.19,2.09,270,287,17,8.69,90.56,99.24
"CHI","2012-2013",48,2300.8,1875.67,1525.7,349.97,55.14,48.91,39.79,99.79,65.72,34.07,60.29,2.6,1.71,82.07,71.93,10.14,53.29,2.14,1.88,151,159,8,9.29,92.26,101.55
"CHI","2013-2014",82,3979.35,3425.61,2732.34,693.27,55.63,51.65,41.2,169.06,142.89,26.17,54.19,2.55,2.15,152.66,124.5,28.16,55.08,2.3,1.88,244,231,-13,8.64,90.82,99.46
"CHI","2014-2015",82,3980.1,3494.36,3013.4,480.96,53.7,52.68,45.43,139.7,121.59,18.11,53.47,2.11,1.83,147.01,146.74,0.27,50.05,2.22,2.21,225,248,23,7.08,93.16,100.24
"CHI","2015-2016",82,3985.37,3239.66,3122.56,117.1,50.92,48.77,47.01,126.45,135.84,-9.39,48.21,1.9,2.05,135.18,146.83,-11.65,47.93,2.04,2.21,216,234,18,7.03,92.3,99.33
"CHI","2016-2017",82,4053.47,3304.79,3216.62,88.17,50.68,48.92,47.61,158.44,129.83,28.61,54.96,2.35,1.92,145.54,150.15,-4.61,49.22,2.15,2.22,206,222,16,8.7,92.9,101.6
"COL","2007-2008",82,3736.5,2576.75,2826.74,-249.99,47.69,41.38,45.39,147.79,129.11,18.68,53.37,2.37,2.07,133.37,125.39,7.98,51.54,2.14,2.01,299,321,22,9.4,91.58,100.98
"COL","2008-2009",82,3746.79,2691.69,3161.46,-469.77,45.99,43.1,50.63,116.4,155.81,-39.41,42.76,1.86,2.5,118.27,129.6,-11.33,47.71,1.89,2.08,304,324,20,7.44,90.46,97.9
"COL","2009-2010",82,3803.3,2653.11,3217.39,-564.28,45.19,41.85,50.76,146.05,139.11,6.94,51.22,2.3,2.19,128.44,139.46,-11.02,47.94,2.03,2.2,308,329,21,9.29,92.23,101.52
"COL","2010-2011",82,3844.35,2842.64,3259.78,-417.14,46.58,44.37,50.88,138.07,162.69,-24.62,45.91,2.15,2.54,137.41,137.72,-0.31,49.94,2.14,2.15,305,281,-24,8.38,91,99.38
"COL","2011-2012",82,3939.2,3232.84,3119.68,113.16,50.89,49.24,47.52,125.83,139.53,-13.7,47.42,1.92,2.13,135.94,140.86,-4.92,49.11,2.07,2.15,276,240,-36,6.94,92.03,98.97
"COL","2012-2013",48,2287.01,1794.15,1935.14,-140.99,48.11,47.07,50.77,76.25,92.07,-15.82,45.3,2,2.42,77.98,82.76,-4.78,48.51,2.05,2.17,187,156,-31,7.6,91.08,98.68
"COL","2013-2014",82,3940.3,3009.05,3345.18,-336.13,47.36,45.82,50.94,155.96,136.31,19.65,53.36,2.37,2.08,129.38,149.83,-20.45,46.34,1.97,2.28,241,243,2,9.19,92.6,101.78
"COL","2014-2015",82,3903.85,2696.16,3494.3,-798.14,43.55,41.44,53.71,143.14,147.53,-4.39,49.24,2.2,2.27,117.63,153.74,-36.11,43.35,1.81,2.36,247,246,-1,9.12,92.09,101.21
"COL","2015-2016",82,3890.92,2807.9,3518.56,-710.66,44.38,43.3,54.26,129.86,139.03,-9.17,48.29,2,2.14,118.51,148.49,-29.98,44.39,1.83,2.29,255,268,13,8.07,92.58,100.65
"COL","2016-2017",81,3871.32,2849.32,3184.12,-334.8,47.23,44.16,49.35,105.85,180.28,-74.43,36.99,1.64,2.79,113.68,138.27,-24.59,45.12,1.76,2.14,262,229,-33,6.84,90.34,97.18
"DAL","2007-2008",82,3578.97,2579.61,2375.89,203.72,52.06,43.25,39.83,133.22,120.15,13.07,52.58,2.23,2.01,107.87,110.53,-2.66,49.39,1.81,1.85,350,315,-35,9.34,91.33,100.67
"DAL","2008-2009",82,3640.98,2705.84,2764.32,-58.48,49.47,44.59,45.55,138.13,149.8,-11.67,47.97,2.28,2.47,119.43,125.3,-5.87,48.8,1.97,2.06,356,347,-9,9.13,90.37,99.5
"DAL","2009-2010",81,3764.7,2888.46,3156.73,-268.27,47.78,46.03,50.31,135.36,142.65,-7.29,48.69,2.16,2.27,120.54,128.57,-8.03,48.39,1.92,2.05,289,318,29,8.32,91.76,100.08
"DAL","2010-2011",82,3794.58,2846.39,3082.76,-236.37,48.01,45.01,48.74,135.75,133.92,1.83,50.34,2.15,2.12,116.97,130.66,-13.69,47.24,1.85,2.07,313,349,36,9.16,92.16,101.32
"DAL","2011-2012",82,3863.28,3158.01,3164.76,-6.75,49.95,49.05,49.15,137.09,143.13,-6.04,48.92,2.13,2.22,121.43,132.42,-10.99,47.84,1.89,2.06,297,262,-35,8.1,91.68,99.77
"DAL","2012-2013",48,2233.56,1749.85,1798.26,-48.41,49.32,47.01,48.31,88.45,85.51,2.94,50.85,2.38,2.3,75.57,86.72,-11.15,46.56,2.03,2.33,190,180,-10,10.05,91.43,101.48
"DAL","2013-2014",82,3863.82,3241.2,3163.18,78.02,50.61,50.33,49.12,154.57,141.08,13.49,52.28,2.4,2.19,150.84,146.12,4.72,50.79,2.34,2.27,263,298,35,8.87,91.64,100.51
"DAL","2014-2015",82,3863.02,3465.88,3154.88,311,52.35,53.83,49,171.98,164.44,7.54,51.12,2.67,2.55,159.8,147.48,12.32,52,2.48,2.29,256,302,46,9.61,90.23,99.84
"DAL","2015-2016",82,3920.02,3496.84,3163.11,333.73,52.51,53.52,48.41,158.37,149.67,8.7,51.41,2.42,2.29,162.17,146.21,15.96,52.59,2.48,2.24,249,262,13,8.6,90.96,99.56
"DAL","2016-2017",82,3977.24,3336.59,3330.24,6.35,50.05,50.34,50.24,145.37,147.31,-1.94,49.67,2.19,2.22,156.6,156.47,0.13,50.02,2.36,2.36,257,266,9,8.2,91.39,99.59
"DET","2007-2008",81,3518.74,2962.28,2071.93,890.35,58.84,50.51,35.33,133.3,98.57,34.73,57.49,2.27,1.68,133.02,98.25,34.77,57.52,2.27,1.68,301,320,19,7.63,91.96,99.59
"DET","2008-2009",81,3663.17,3263.69,2380.65,883.04,57.82,53.46,38.99,159.69,132.94,26.75,54.57,2.62,2.18,133.48,119.73,13.75,52.72,2.19,1.96,281,300,19,8.26,90.94,99.2
"DET","2009-2010",82,3855.5,3284.89,2827.58,457.31,53.74,51.12,44,130.85,143.12,-12.27,47.76,2.04,2.23,142.52,129.22,13.3,52.45,2.22,2.01,258,283,25,7.04,91.5,98.54
"DET","2010-2011",82,3854.52,3327.9,2951.84,376.06,52.99,51.8,45.95,159.16,156.37,2.79,50.44,2.48,2.43,147.19,135.37,11.82,52.09,2.29,2.11,261,248,-13,8.48,91.07,99.55
"DET","2011-2012",82,3875.85,3227.49,2678.35,549.14,54.65,49.96,41.46,170.35,118.89,51.46,58.9,2.64,1.84,143.15,125.29,17.86,53.33,2.22,1.94,240,266,26,9.21,92.29,101.5
"DET","2012-2013",48,2252.45,1781.29,1573.32,207.97,53.1,47.45,41.91,69.27,63.55,5.72,52.15,1.85,1.69,79.85,73.96,5.89,51.91,2.13,1.97,152,162,10,6.99,93.17,100.16
"DET","2013-2014",82,3843.28,2901.2,2723.48,177.72,51.58,45.29,42.52,137.54,134.73,2.81,50.52,2.15,2.1,124.8,124.93,-0.13,49.97,1.95,1.95,260,234,-26,8.21,91.74,99.95
"DET","2014-2015",82,3826.07,2904.23,2567.81,336.42,53.07,45.54,40.27,123.45,119.35,4.1,50.84,1.94,1.87,127.12,120.37,6.75,51.36,1.99,1.89,256,276,20,7.64,92.28,99.91
"DET","2015-2016",82,3863.17,2949.88,2808.89,140.99,51.22,45.82,43.63,120.91,132.03,-11.12,47.8,1.88,2.05,133.16,140.12,-6.96,48.73,2.07,2.18,251,260,9,7.28,92.23,99.51
"DET","2016-2017",82,3975.56,2864.25,3140.59,-276.34,47.7,43.23,47.4,134.46,152.63,-18.17,46.84,2.03,2.3,134.62,146.83,-12.21,47.83,2.03,2.22,239,264,25,8.25,91.42,99.67
"EDM","2007-2008",82,3630.25,2628.1,3007.65,-379.55,46.63,43.44,49.71,137.91,153.56,-15.65,47.32,2.28,2.54,125.95,135.5,-9.55,48.17,2.08,2.24,320,329,9,9.44,90.63,100.07
"EDM","2008-2009",82,3655.32,2778.55,3066.5,-287.95,47.54,45.61,50.33,141.6,137.55,4.05,50.73,2.32,2.26,130.95,139.1,-8.15,48.49,2.15,2.28,345,350,5,9.29,92.13,101.42
"EDM","2009-2010",82,3807.76,2827.67,3490.21,-662.54,44.76,44.56,55,135.93,178.11,-42.18,43.28,2.14,2.81,134.1,154.41,-20.31,46.48,2.11,2.43,319,341,22,8.46,90.55,99.01
"EDM","2010-2011",82,3770.84,2739.41,3252.68,-513.27,45.72,43.59,51.76,117.61,158.64,-41.03,42.57,1.87,2.52,124.13,154.68,-30.55,44.52,1.98,2.46,341,331,-10,8.04,90.97,99.02
"EDM","2011-2012",82,3863.42,2874.7,3222.43,-347.73,47.15,44.64,50.05,130.45,147.19,-16.74,46.99,2.03,2.29,136.7,152.87,-16.17,47.21,2.12,2.37,292,273,-19,8.29,91.65,99.94
"EDM","2012-2013",48,2244.12,1610.06,1968.75,-358.69,44.99,43.05,52.64,76.75,84.52,-7.77,47.59,2.05,2.26,74.03,93.3,-19.27,44.24,1.98,2.49,162,169,7,8.54,92.19,100.73
"EDM","2013-2014",82,3841.53,2715.96,3449.08,-733.12,44.05,42.42,53.87,121.9,169.48,-47.58,41.84,1.9,2.65,125.83,156.87,-31.04,44.51,1.97,2.45,301,298,-3,8.2,90.93,99.13
"EDM","2014-2015",82,4066.45,3065.39,3432.07,-366.68,47.18,45.23,50.64,127.03,190.8,-63.77,39.97,1.87,2.82,133.5,161.54,-28.04,45.25,1.97,2.38,234,235,1,7.74,89.62,97.35
"EDM","2015-2016",82,3912.91,3079.28,3244.92,-165.64,48.69,47.22,49.76,128.54,157.13,-28.59,45,1.97,2.41,140.88,142.95,-2.07,49.64,2.16,2.19,249,241,-8,7.71,91.17,98.88
"EDM","2016-2017",82,3994.56,3205.87,3140.82,65.05,50.51,48.15,47.18,156.79,132.83,23.96,54.14,2.36,2,160.09,151.75,8.34,51.34,2.4,2.28,243,253,10,8.65,92.2,100.85
"FLA","2007-2008",80,3545.59,2711.93,2839.46,-127.53,48.85,45.89,48.05,117.47,123.77,-6.3,48.69,1.99,2.09,117.49,132.1,-14.61,47.07,1.99,2.24,303,261,-42,7.34,92.8,100.14
"FLA","2008-2009",82,3768.73,2894.76,3242.95,-348.19,47.16,46.09,51.63,143.98,136.51,7.47,51.33,2.29,2.17,127.05,144.38,-17.33,46.81,2.02,2.3,276,289,13,8.77,92.96,101.74
"FLA","2009-2010",82,3810.72,2806.34,3491.35,-685.01,44.56,44.19,54.97,130.46,137.89,-7.43,48.62,2.05,2.17,121.58,142.28,-20.7,46.08,1.91,2.24,275,305,30,8.26,92.86,101.12
"FLA","2010-2011",82,3912.43,3196.67,3187.89,8.78,50.07,49.02,48.89,132.38,150.87,-18.49,46.74,2.03,2.31,136.41,127.81,8.6,51.63,2.09,1.96,232,249,17,7.46,91.66,99.12
"FLA","2011-2012",82,3959.77,3023.21,3103.93,-80.72,49.34,45.81,47.03,118.73,136.03,-17.3,46.6,1.8,2.06,115.77,131.64,-15.87,46.79,1.75,1.99,238,289,51,6.97,92.38,99.35
"FLA","2012-2013",48,2338.17,1727.27,1933.77,-206.5,47.18,44.32,49.62,62.2,113.11,-50.91,35.48,1.6,2.9,71.63,87.73,-16.1,44.95,1.84,2.25,157,158,1,6.35,89.9,96.25
"FLA","2013-2014",82,3877.65,3006.86,3039.71,-32.85,49.73,46.53,47.03,130.75,166.15,-35.4,44.04,2.02,2.57,132.97,138.81,-5.84,48.93,2.06,2.15,256,275,19,7.6,90.62,98.23
"FLA","2014-2015",82,3930.18,3065.13,2915.58,149.55,51.25,46.79,44.51,136.58,134.83,1.75,50.32,2.09,2.06,131,122.53,8.47,51.67,2,1.87,254,263,9,7.7,91.89,99.58
"FLA","2015-2016",82,3867.03,2746.72,2841.72,-95,49.15,42.62,44.09,153.88,119.01,34.87,56.39,2.39,1.85,124.27,128.33,-4.06,49.2,1.93,1.99,280,291,11,9.37,92.81,102.18
"FLA","2016-2017",82,3899.49,3050.8,3020.94,29.86,50.25,46.94,46.48,126.32,154.21,-27.89,45.03,1.94,2.37,128.48,140.8,-12.32,47.71,1.98,2.17,277,277,0,7.13,91.63,98.76
"L.A","2007-2008",82,3663.98,2591.67,3186.39,-594.72,44.85,42.44,52.18,127.87,166.77,-38.9,43.4,2.09,2.73,120.18,148.93,-28.75,44.66,1.97,2.44,280,325,45,8.8,90.69,99.48
"L.A","2008-2009",82,3599.65,2788.52,2761.81,26.71,50.24,46.48,46.03,111.56,126.81,-15.25,46.8,1.86,2.11,121.15,114.43,6.72,51.43,2.02,1.91,376,359,-17,7.47,91.59,99.06
"L.A","2009-2010",82,3760.06,2836.28,2769.01,67.27,50.6,45.26,44.19,129.84,123.57,6.27,51.24,2.07,1.97,124.59,120.17,4.42,50.9,1.99,1.92,312,310,-2,8.23,91.68,99.91
"L.A","2010-2011",82,3854.7,3124.55,2915.62,208.93,51.73,48.63,45.38,140.34,130.59,9.75,51.8,2.18,2.03,129.33,119.7,9.63,51.93,2.01,1.86,293,291,-2,8.66,91.86,100.52
"L.A","2011-2012",82,3805.74,3320.9,2735.88,585.02,54.83,52.36,43.13,108.41,109.96,-1.55,49.65,1.71,1.73,132.62,118.63,13.99,52.78,2.09,1.87,291,276,-15,6.18,92.63,98.81
"L.A","2012-2013",48,2282.41,1888.11,1465.57,422.54,56.3,49.63,38.53,81,76.78,4.22,51.34,2.13,2.02,80.34,66.51,13.83,54.71,2.11,1.75,163,156,-7,7.96,90.77,98.74
"L.A","2013-2014",82,3810.05,3408.58,2589.53,819.05,56.83,53.68,40.78,123.38,99.12,24.26,55.45,1.94,1.56,142.98,115.67,27.31,55.28,2.25,1.82,287,313,26,6.88,93.07,99.95
"L.A","2014-2015",82,3961,3400.14,2750.11,650.03,55.28,51.5,41.66,145.19,121.53,23.66,54.44,2.2,1.84,145.31,122.62,22.69,54.23,2.2,1.86,250,250,0,7.96,92.06,100.02
"L.A","2015-2016",82,3935.3,3556.58,2750.77,805.81,56.39,54.23,41.94,133.26,114.55,18.71,53.78,2.03,1.75,146.91,123.42,23.49,54.34,2.24,1.88,284,253,-31,7.19,92.55,99.74
"L.A","2016-2017",82,3974.87,3385.32,2866.8,518.52,54.15,51.1,43.27,118.17,126.87,-8.7,48.22,1.78,1.92,148.16,126.15,22.01,54.01,2.24,1.9,254,237,-17,6.59,91.67,98.25
"MIN","2007-2008",80,3507.04,2542.32,2607.08,-64.76,49.37,43.5,44.6,117.26,128.77,-11.51,47.66,2.01,2.2,95.87,111.72,-15.85,46.18,1.64,1.91,299,301,2,8.56,91.64,100.21
"MIN","2008-2009",82,3764.37,2678.32,2930.01,-251.69,47.76,42.69,46.7,117.06,129.57,-12.51,47.46,1.87,2.07,102.32,115.98,-13.66,46.87,1.63,1.85,278,290,12,7.89,92.24,100.12
"MIN","2009-2010",82,3747.44,2704.14,2986.76,-282.62,47.52,43.3,47.82,129.83,145.62,-15.79,47.13,2.08,2.33,114.58,116.16,-1.58,49.66,1.83,1.86,302,289,-13,8.81,91.22,100.03
"MIN","2010-2011",82,3827.34,2638.09,3208.87,-570.78,45.12,41.36,50.3,119.9,139.04,-19.14,46.3,1.88,2.18,109.43,132.05,-22.62,45.32,1.72,2.07,296,285,-11,8.32,92.25,100.57
"MIN","2011-2012",82,3865.37,2700.66,3383.93,-683.27,44.39,41.92,52.53,102.84,133.54,-30.7,43.51,1.6,2.07,119.07,132.14,-13.07,47.4,1.85,2.05,319,280,-39,6.92,92.45,99.37
"MIN","2012-2013",48,2269.37,1640.74,1698.01,-57.27,49.14,43.38,44.89,75.38,85.03,-9.65,46.99,1.99,2.25,73.92,67.97,5.95,52.1,1.95,1.8,164,153,-11,8.22,90.81,99.03
"MIN","2013-2014",82,3923.15,2741.26,2921.07,-179.81,48.41,41.92,44.67,125.28,109.74,15.54,53.31,1.92,1.68,112.03,110.9,1.13,50.25,1.71,1.7,264,270,6,8.3,92.95,101.25
"MIN","2014-2015",82,3911.92,3114.25,2963.67,150.58,51.24,47.77,45.46,158,139.21,18.79,53.16,2.42,2.14,139.11,112.86,26.25,55.21,2.13,1.73,230,249,19,9.09,91.23,100.31
"MIN","2015-2016",82,3914.91,2871.17,3129.63,-258.46,47.85,44,47.96,132.32,121.65,10.67,52.1,2.03,1.86,124.17,123.55,0.62,50.13,1.9,1.89,195,242,47,8.26,92.53,100.79
"MIN","2016-2017",82,4056.03,3206.83,3211.49,-4.66,49.96,47.44,47.51,176.91,138.97,37.94,56.01,2.62,2.06,147.36,124.18,23.18,54.27,2.18,1.84,220,250,30,9.59,92.13,101.72
"MTL","2007-2008",77,3320.5,2529.25,2881.87,-352.62,46.74,45.7,52.07,118.67,120.75,-2.08,49.57,2.14,2.18,108.12,125.63,-17.51,46.25,1.95,2.27,270,301,31,8.8,92.13,100.93
"MTL","2008-2009",82,3595.46,2864.89,3076.3,-211.41,48.22,47.81,51.34,136.06,138.64,-2.58,49.53,2.27,2.31,124.23,137.9,-13.67,47.39,2.07,2.3,350,370,20,8.73,91.93,100.66
"MTL","2009-2010",82,3856.75,2981.36,3352.63,-371.27,47.07,46.38,52.16,126.85,133.88,-7.03,48.65,1.97,2.08,124.07,144.27,-20.2,46.24,1.93,2.24,297,280,-17,8.11,92.57,100.68
