"","Player","Season","Season.Type","Position","Team","GP","TOI","CF","CA","CF60","CA60","CF%","CSh%","CSv%","FF","FA","FF60","FA60","FF%","FSh%","FSv%","SF","SA","SF60","SA60","SF%","Sh%","Sv%","xGF","xGA","xGF60","xGA60","xGF%","xFSh%","xFSv%","Adj.FSv%","SCF","SCA","SCF60","SCA60","SCF%","PDO","xPDO","GF","GA","GF60","GA60","GF%","FO%","PENDIFF"
"1249","JANNIK.HANSEN","20162017","Regular","R","S.J/VAN",43,588.05,546,560,55.71,57.14,49.37,5.68,95.36,410,386,41.83,39.38,51.51,7.56,93.26,297,283,30.3,28.88,51.21,10.44,90.81,27.31,25.04,2.79,2.56,52.17,6.66,93.51,-0.25,100,90,10.2,9.18,52.63,101.25,100.17,31,26,3.16,2.65,54.39,48.17,5
"1250","JARED.BOLL","20132014","Regular","R","CBJ",28,209.1,134,196,38.45,56.24,40.61,2.24,95.41,94,151,26.97,43.33,38.37,3.19,94.04,71,117,20.37,33.57,37.77,4.23,92.31,5.16,7.62,1.48,2.19,40.38,5.49,94.95,-0.91,16,18,4.59,5.16,47.06,96.53,100.44,3,9,0.86,2.58,25,57.63,10
"1251","JARED.BOLL","20142015","Regular","R","CBJ",72,518.65,300,512,34.71,59.23,36.95,3.67,95.31,222,394,25.68,45.58,36.04,4.95,93.91,166,292,19.2,33.78,36.24,6.63,91.78,11.59,23.99,1.34,2.78,32.58,5.22,93.91,0,36,82,4.16,9.49,30.51,98.41,99.13,11,24,1.27,2.78,31.43,48.18,-30
"1252","JARED.BOLL","20152016","Regular","R","CBJ",30,197.84,117,228,35.48,69.15,33.91,4.27,96.93,92,160,27.9,48.52,36.51,5.43,95.62,69,116,20.93,35.18,37.3,7.25,93.97,5.27,8.79,1.6,2.67,37.47,5.73,94.5,1.12,19,27,5.76,8.19,41.3,101.21,100.23,5,7,1.52,2.12,41.67,46.41,-1
"1253","JARED.BOLL","20162017","Regular","R","ANA",51,290.29,182,277,37.62,57.25,39.65,3.3,96.75,146,213,30.18,44.02,40.67,4.11,95.77,94,162,19.43,33.48,36.72,6.38,94.44,7.67,12.77,1.59,2.64,37.52,5.25,94,1.77,26,48,5.37,9.92,35.14,100.83,99.26,6,9,1.24,1.86,40,44.77,-2
"1254","JARED.COWEN","20132014","Regular","D","OTT",68,1101.13,1134,1096,61.79,59.72,50.85,4.14,95.89,851,874,46.37,47.62,49.33,5.52,94.85,596,658,32.48,35.85,47.53,7.89,93.16,46.92,53.12,2.56,2.89,46.9,5.51,93.92,0.93,153,168,8.34,9.15,47.66,101.05,99.44,47,45,2.56,2.45,51.09,50.83,-19
"1255","JARED.COWEN","20142015","Regular","D","OTT",54,798.75,724,782,54.38,58.74,48.07,3.87,94.25,516,610,38.76,45.82,45.83,5.43,92.62,378,453,28.39,34.03,45.49,7.41,90.07,31.44,34.06,2.36,2.56,48,6.09,94.42,-1.79,110,111,8.26,8.34,49.77,97.47,100.51,28,45,2.1,3.38,38.36,50.21,-6
"1256","JARED.COWEN","20152016","Regular","D","OTT",37,523.99,411,555,47.06,63.55,42.55,4.87,96.58,294,397,33.66,45.46,42.55,6.8,95.21,213,294,24.39,33.66,42.01,9.39,93.54,17.09,21.87,1.96,2.5,43.86,5.81,94.49,0.72,63,75,7.21,8.59,45.65,102.93,100.3,20,19,2.29,2.18,51.28,52.2,5
"1257","JARED.MCCANN","20152016","Regular","C","VAN",69,738.25,659,728,53.56,59.17,47.51,3.64,96.02,479,569,38.93,46.24,45.71,5.01,94.9,358,415,29.1,33.73,46.31,6.7,93.01,25.11,35.33,2.04,2.87,41.55,5.24,93.79,1.11,86,126,6.99,10.24,40.57,99.72,99.03,24,29,1.95,2.36,45.28,36.13,-3
"1258","JARED.MCCANN","20162017","Regular","C","FLA",29,299.76,283,270,56.65,54.04,51.18,3.89,95.56,217,191,43.43,38.23,53.19,5.07,93.72,155,143,31.02,28.62,52.01,7.1,91.61,10.62,11.42,2.12,2.28,48.19,4.89,94.02,-0.31,25,31,5,6.2,44.64,98.71,98.92,11,12,2.2,2.4,47.83,45.95,12
"1259","JARED.SPURGEON","20132014","Regular","D","MIN",67,1136.79,1037,950,54.73,50.14,52.19,5.01,96.74,789,688,41.64,36.31,53.42,6.59,95.49,556,491,29.35,25.92,53.1,9.35,93.69,44.8,38.02,2.36,2.01,54.09,5.68,94.47,1.02,134,105,7.07,5.54,56.07,103.04,100.15,52,31,2.74,1.64,62.65,51.02,10
"1260","JARED.SPURGEON","20142015","Regular","D","MIN",66,1110.53,1165,1002,62.94,54.14,53.76,4.12,95.91,859,759,46.41,41.01,53.09,5.59,94.6,618,538,33.39,29.07,53.46,7.77,92.38,51.6,38.35,2.79,2.07,57.36,6.01,94.95,-0.35,158,111,8.54,6,58.74,100.15,100.95,48,41,2.59,2.22,53.93,50.95,-4
"1261","JARED.SPURGEON","20152016","Regular","D","MIN",77,1378.25,1242,1252,54.07,54.5,49.8,4.43,96.01,941,914,40.96,39.79,50.73,5.84,94.53,696,627,30.3,27.3,52.61,7.9,92.03,57.2,46.24,2.49,2.01,55.3,6.08,94.94,-0.41,190,143,8.27,6.23,57.06,99.93,101.02,55,50,2.39,2.18,52.38,50.8,27
"1262","JARED.SPURGEON","20162017","Regular","D","MIN",76,1400.84,1327,1268,56.84,54.31,51.14,5.35,96.45,1019,947,43.65,40.56,51.83,6.97,95.25,754,671,32.29,28.74,52.91,9.42,93.29,66.75,46.59,2.86,2,58.89,6.55,95.08,0.17,212,130,9.08,5.57,61.99,102.71,101.63,71,45,3.04,1.93,61.21,52.68,24
"1263","JAROME.IGINLA","20132014","Regular","R","BOS",78,1109.38,1207,1046,65.28,56.57,53.57,4.97,97.13,895,795,48.41,43,52.96,6.7,96.23,637,565,34.45,30.56,53,9.42,94.69,48.35,42.66,2.61,2.31,53.12,5.4,94.63,1.59,152,147,8.22,7.95,50.84,104.11,100.04,60,30,3.25,1.62,66.67,48.75,-16
"1264","JAROME.IGINLA","20142015","Regular","R","COL",82,1162.25,934,1317,48.22,67.99,41.49,5.78,96.28,685,961,35.36,49.61,41.62,7.88,94.9,514,681,26.53,35.16,43.01,10.51,92.8,41.56,57.89,2.15,2.99,41.79,6.07,93.98,0.92,150,201,7.74,10.38,42.74,103.31,100.04,54,49,2.79,2.53,52.43,49.64,-18
"1265","JAROME.IGINLA","20152016","Regular","R","COL",82,998.98,808,1099,48.53,66.01,42.37,4.33,96,590,808,35.44,48.53,42.2,5.93,94.55,437,555,26.25,33.33,44.05,8.01,92.07,32.89,48.59,1.98,2.92,40.37,5.57,93.99,0.57,124,161,7.45,9.67,43.51,100.08,99.56,35,44,2.1,2.64,44.3,52.69,13
"1266","JAROME.IGINLA","20162017","Regular","R","COL/L.A",80,976.09,871,915,53.54,56.24,48.77,3.1,95.3,636,714,39.09,43.89,47.11,4.25,93.98,450,517,27.66,31.78,46.54,6,91.68,34.23,43.57,2.1,2.68,44,5.38,93.9,0.08,109,141,6.7,8.67,43.6,97.68,99.28,27,43,1.66,2.64,38.57,53.76,-8
"1267","JAROMIR.JAGR","20132014","Regular","R","N.J",82,1226.16,1124,774,55,37.87,59.22,4.72,95.48,847,611,41.45,29.9,58.09,6.26,94.27,607,454,29.7,22.22,57.21,8.73,92.29,55.53,35.76,2.72,1.75,60.83,6.56,94.15,0.12,197,118,9.64,5.77,62.54,101.02,100.7,53,35,2.59,1.71,60.23,52.96,-22
"1268","JAROMIR.JAGR","20142015","Regular","R","FLA/N.J",77,1073.2,941,841,52.61,47.02,52.81,4.68,95.72,702,651,39.25,36.4,51.88,6.27,94.47,527,480,29.46,26.84,52.33,8.35,92.5,42.36,37.91,2.37,2.12,52.77,6.03,94.18,0.29,126,106,7.04,5.93,54.31,100.85,100.21,44,36,2.46,2.01,55,48.94,6
"1269","JAROMIR.JAGR","20152016","Regular","R","FLA",79,1064.68,946,936,53.31,52.75,50.27,7.08,95.62,746,719,42.04,40.52,50.92,8.98,94.3,565,513,31.84,28.91,52.41,11.86,92.01,46.15,42.03,2.6,2.37,52.33,6.19,94.15,0.14,165,138,9.3,7.78,54.46,103.87,100.34,67,41,3.78,2.31,62.04,47.82,-1
"1270","JAROMIR.JAGR","20162017","Regular","R","FLA",82,1107.37,1119,911,60.63,49.36,55.12,4.65,95.39,881,749,47.73,40.58,54.05,5.9,94.39,654,572,35.44,30.99,53.34,7.95,92.66,50.54,44.29,2.74,2.4,53.3,5.74,94.09,0.31,152,133,8.24,7.21,53.33,100.61,99.82,52,42,2.82,2.28,55.32,47.23,-2
"1271","JARRED.TINORDI","20132014","Regular","D","MTL",22,256.74,240,225,56.09,52.58,51.61,4.17,94.67,180,159,42.07,37.16,53.1,5.56,92.45,120,126,28.04,29.45,48.78,8.33,90.48,9.74,10.09,2.28,2.36,49.11,5.41,93.65,-1.2,38,41,8.88,9.58,48.1,98.81,99.06,10,12,2.34,2.8,45.45,51.14,0
"1272","JARRED.TINORDI","20142015","Regular","D","MTL",13,148.14,140,139,56.7,56.3,50.18,1.43,94.96,99,95,40.1,38.48,51.03,2.02,92.63,71,76,28.76,30.78,48.3,2.82,90.79,5.92,5.96,2.4,2.42,49.79,5.98,93.72,-1.09,20,20,8.1,8.1,50,93.61,99.7,2,7,0.81,2.84,22.22,56.14,-3
"1273","JARRED.TINORDI","20152016","Regular","D","ARI/MTL",10,119.29,95,126,47.78,63.37,42.99,3.16,94.44,64,93,32.19,46.78,40.76,4.69,92.47,44,71,22.13,35.71,38.26,6.82,90.14,4.12,4.76,2.07,2.39,46.43,6.44,94.88,-2.41,14,13,7.04,6.54,51.85,96.96,101.33,3,7,1.51,3.52,30,41.94,-4
"1274","JARRET.STOLL","20132014","Regular","C","L.A",78,883.16,886,700,60.19,47.56,55.86,3.5,96.71,649,520,44.09,35.33,55.52,4.78,95.58,445,360,30.23,24.46,55.28,6.97,93.61,35.24,30.72,2.39,2.09,53.43,5.43,94.09,1.49,113,99,7.68,6.73,53.3,100.58,99.52,31,23,2.11,1.56,57.41,56.53,-3
"1275","JARRET.STOLL","20142015","Regular","C","L.A",73,891.39,802,769,53.98,51.76,51.05,3.62,96.49,607,593,40.86,39.92,50.58,4.78,95.45,425,409,28.61,27.53,50.96,6.82,93.4,31.29,30.76,2.11,2.07,50.43,5.15,94.81,0.63,104,102,7,6.87,50.49,100.22,99.97,29,27,1.95,1.82,51.79,51.06,-11
"1276","JARRET.STOLL","20152016","Regular","C","MIN/NYR",80,795.46,475,806,35.83,60.8,37.08,3.58,97.77,366,574,27.61,43.3,38.94,4.64,96.86,268,396,20.21,29.87,40.36,6.34,95.45,19.09,32.35,1.44,2.44,37.11,5.22,94.36,2.5,69,115,5.2,8.67,37.5,101.8,99.58,17,18,1.28,1.36,48.57,57.55,-2
"1277","JASON.AKESON","20142015","Regular","R","PHI",13,99.48,70,114,42.22,68.76,38.04,1.43,98.25,52,82,31.36,49.46,38.81,1.92,97.56,39,64,23.52,38.6,37.86,2.56,96.88,2.42,4.98,1.46,3.01,32.68,4.65,93.92,3.64,3,13,1.81,7.84,18.75,99.44,98.57,1,2,0.6,1.21,33.33,39.19,-1
"1278","JASON.CHIMERA","20132014","Regular","L","WSH",82,1002.43,896,1025,53.63,61.35,46.64,5.47,95.71,663,759,39.68,45.43,46.62,7.39,94.2,494,557,29.57,33.34,47,9.92,92.1,43.65,44.36,2.61,2.66,49.59,6.58,94.16,0.05,149,142,8.92,8.5,51.2,102.02,100.74,49,44,2.93,2.63,52.69,48.89,-18
"1279","JASON.CHIMERA","20142015","Regular","L","WSH",77,825.76,677,755,49.19,54.86,47.28,3.84,96.16,486,553,35.31,40.18,46.78,5.35,94.76,344,388,25,28.19,46.99,7.56,92.53,31.86,32.23,2.32,2.34,49.72,6.56,94.17,0.58,105,113,7.63,8.21,48.17,100.08,100.73,26,29,1.89,2.11,47.27,53.33,-2
"1280","JASON.CHIMERA","20152016","Regular","L","WSH",82,906.84,819,886,54.19,58.62,48.04,4.15,96.16,613,648,40.56,42.87,48.61,5.55,94.75,462,474,30.57,31.36,49.36,7.36,92.83,36.93,38.07,2.44,2.52,49.24,6.02,94.13,0.63,129,137,8.54,9.06,48.5,100.19,100.15,34,34,2.25,2.25,50,53.36,-13
"1281","JASON.CHIMERA","20162017","Regular","L","NYI",82,928.27,848,1028,54.81,66.45,45.2,5.19,95.82,637,752,41.17,48.61,45.86,6.91,94.28,474,530,30.64,34.26,47.21,9.28,91.89,36.83,46.58,2.38,3.01,44.15,5.78,93.81,0.48,123,156,7.95,10.08,44.09,101.17,99.59,44,43,2.84,2.78,50.57,46.45,-17
"1282","JASON.DEMERS","20132014","Regular","D","S.J",75,1132.23,1225,1005,64.92,53.26,54.93,4.49,95.32,911,702,48.28,37.2,56.48,6.04,93.3,623,504,33.01,26.71,55.28,8.83,90.67,56.53,39.48,3,2.09,58.88,6.2,94.38,-1.07,184,127,9.75,6.73,59.16,99.5,100.58,55,47,2.91,2.49,53.92,51.08,16
"1283","JASON.DEMERS","20142015","Regular","D","DAL/S.J",81,1209.23,1282,1057,63.61,52.45,54.81,3.28,95.74,927,771,46,38.26,54.59,4.53,94.16,625,553,31.01,27.44,53.06,6.72,91.86,54.81,43.5,2.72,2.16,55.75,5.91,94.36,-0.19,173,141,8.58,7,55.1,98.58,100.27,42,45,2.08,2.23,48.28,53.62,4
"1284","JASON.DEMERS","20152016","Regular","D","DAL",62,975.8,1033,874,63.52,53.74,54.17,3.39,96.34,755,636,46.42,39.11,54.28,4.64,94.97,512,445,31.48,27.36,53.5,6.84,92.81,46.97,37.82,2.89,2.33,55.4,6.22,94.05,0.91,159,138,9.78,8.49,53.54,99.64,100.28,35,32,2.15,1.97,52.24,52.86,-6
"1285","JASON.DEMERS","20162017","Regular","D","FLA",81,1232.55,1082,1122,52.67,54.62,49.09,3.97,94.92,832,875,40.5,42.59,48.74,5.17,93.49,609,664,29.65,32.32,47.84,7.06,91.42,45.65,51.85,2.22,2.52,46.82,5.49,94.07,-0.59,136,155,6.62,7.55,46.74,98.48,99.56,43,57,2.09,2.77,43,47.8,7
"1286","JASON.DICKINSON","20162017","Regular","C","DAL",10,115.2,101,89,52.6,46.35,53.16,1.98,94.38,74,65,38.54,33.85,53.24,2.7,92.31,55,49,28.65,25.52,52.88,3.64,89.8,4.06,3.44,2.12,1.79,54.16,5.49,94.71,-2.41,15,11,7.81,5.73,57.69,93.43,100.2,2,5,1.04,2.6,28.57,51.58,2
"1287","JASON.GARRISON","20132014","Regular","D","VAN",81,1250.52,1163,1209,55.8,58.01,49.03,3.78,96.03,848,873,40.69,41.89,49.27,5.19,94.5,587,627,28.16,30.08,48.35,7.5,92.34,50,51.35,2.4,2.46,49.34,5.9,94.12,0.38,175,174,8.4,8.35,50.14,99.84,100.01,44,48,2.11,2.3,47.83,50.64,5
"1288","JASON.GARRISON","20142015","Regular","D","T.B",70,1044.53,982,887,56.41,50.95,52.54,5.09,96.73,728,653,41.82,37.51,52.72,6.87,95.56,509,461,29.24,26.48,52.47,9.82,93.71,42.64,35.01,2.45,2.01,54.91,5.86,94.64,0.92,128,108,7.35,6.2,54.24,103.53,100.5,50,29,2.87,1.67,63.29,49.57,-9
"1289","JASON.GARRISON","20152016","Regular","D","T.B",72,1070.9,957,958,53.62,53.67,49.97,3.97,95.82,711,721,39.84,40.4,49.65,5.34,94.45,484,493,27.12,27.62,49.54,7.85,91.89,36.65,36.88,2.05,2.07,49.85,5.16,94.89,-0.43,120,109,6.72,6.11,52.4,99.74,100.04,38,40,2.13,2.24,48.72,50.46,15
"1290","JASON.GARRISON","20162017","Regular","D","T.B",70,1065.09,919,979,51.77,55.15,48.42,3.37,95.71,714,744,40.22,41.91,48.97,4.34,94.35,500,545,28.17,30.7,47.85,6.2,92.29,37.4,39.66,2.11,2.23,48.53,5.24,94.67,-0.31,107,117,6.03,6.59,47.77,98.49,99.91,31,42,1.75,2.37,42.47,48.58,-4
"1291","JASON.POMINVILLE","20132014","Regular","R","MIN",82,1139.38,1027,910,54.08,47.92,53.02,4.58,96.81,778,671,40.97,35.34,53.69,6.04,95.68,558,460,29.38,24.22,54.81,8.42,93.7,46.31,35.69,2.44,1.88,56.47,5.95,94.68,1,143,112,7.53,5.9,56.08,102.12,100.63,47,29,2.48,1.53,61.84,52.02,18
"1292","JASON.POMINVILLE","20142015","Regular","R","MIN",82,1130.94,1192,1009,63.24,53.53,54.16,4.45,96.23,896,748,47.54,39.68,54.5,5.92,94.92,642,523,34.06,27.75,55.11,8.26,92.73,50.87,39.31,2.7,2.09,56.41,5.68,94.74,0.18,149,128,7.9,6.79,53.79,100.99,100.42,53,38,2.81,2.02,58.24,50,37
"1293","JASON.POMINVILLE","20152016","Regular","R","MIN",75,999.86,1000,930,60.01,55.81,51.81,3.9,97.1,767,688,46.03,41.29,52.71,5.08,96.08,568,470,34.08,28.2,54.72,6.87,94.26,44.86,37.43,2.69,2.25,54.52,5.85,94.56,1.52,146,130,8.76,7.8,52.9,101.12,100.41,39,27,2.34,1.62,59.09,48.44,13
"1294","JASON.POMINVILLE","20162017","Regular","R","MIN",78,914.67,970,835,63.63,54.77,53.74,4.64,94.85,737,626,48.35,41.06,54.07,6.11,93.13,543,447,35.62,29.32,54.85,8.29,90.38,43.67,30.99,2.86,2.03,58.49,5.93,95.05,-1.92,128,93,8.4,6.1,57.92,98.67,100.98,45,43,2.95,2.82,51.14,53.11,-1
"1295","JASON.SPEZZA","20132014","Regular","C","OTT",75,988.38,1069,974,64.89,59.13,52.33,4.49,93.22,811,797,49.23,48.38,50.44,5.92,91.72,573,595,34.78,36.12,49.06,8.38,88.91,42.87,48.87,2.6,2.97,46.73,5.29,93.87,-2.15,139,168,8.44,10.2,45.28,97.28,99.15,48,66,2.91,4.01,42.11,53.95,-2
"1296","JASON.SPEZZA","20142015","Regular","C","DAL",82,1026.6,1140,951,66.63,55.58,54.52,4.39,95.37,842,709,49.21,41.44,54.29,5.94,93.79,587,516,34.31,30.16,53.22,8.52,91.47,49.68,43.56,2.9,2.55,53.28,5.9,93.86,-0.06,170,143,9.94,8.36,54.31,99.99,99.76,50,44,2.92,2.57,53.19,52.76,16
"1297","JASON.SPEZZA","20152016","Regular","C","DAL",75,936.1,1088,905,69.74,58.01,54.59,3.95,96.69,802,655,51.4,41.98,55.04,5.36,95.42,562,456,36.02,29.23,55.21,7.65,93.42,48.7,43.3,3.12,2.78,52.93,6.07,93.39,2.03,154,166,9.87,10.64,48.12,101.07,99.46,43,30,2.76,1.92,58.9,53.18,-1
"1298","JASON.SPEZZA","20162017","Regular","C","DAL",68,846.01,844,838,59.86,59.43,50.18,4.86,94.51,605,612,42.91,43.4,49.71,6.78,92.48,433,433,30.71,30.71,50,9.47,89.38,34.96,40.71,2.48,2.89,46.2,5.78,93.35,-0.87,112,139,7.94,9.86,44.62,98.85,99.13,41,46,2.91,3.26,47.13,50.11,5
"1299","JASON.ZUCKER","20132014","Regular","L","MIN",21,241.28,194,256,48.24,63.66,43.11,4.12,97.66,150,199,37.3,49.49,42.98,5.33,96.98,105,126,26.11,31.33,45.45,7.62,95.24,8,9.33,1.99,2.32,46.16,5.33,95.31,1.67,26,25,6.47,6.22,50.98,102.86,100.65,8,6,1.99,1.49,57.14,45.16,3
"1300","JASON.ZUCKER","20142015","Regular","L","MIN",51,634.71,616,521,58.23,49.25,54.18,4.55,92.71,465,399,43.96,37.72,53.82,6.02,90.48,334,306,31.57,28.93,52.19,8.38,87.58,29,22.21,2.74,2.1,56.63,6.24,94.43,-3.96,102,67,9.64,6.33,60.36,95.96,100.67,28,38,2.65,3.59,42.42,52.37,0
"1301","JASON.ZUCKER","20152016","Regular","L","MIN",71,952.87,812,849,51.13,53.46,48.89,3.82,95.88,605,619,38.1,38.98,49.43,5.12,94.35,413,440,26.01,27.71,48.42,7.51,92.05,37.57,32.25,2.37,2.03,53.81,6.21,94.79,-0.44,130,105,8.19,6.61,55.32,99.55,101,31,35,1.95,2.2,46.97,54.19,11
"1302","JASON.ZUCKER","20162017","Regular","L","MIN",79,1082.11,1001,1003,55.5,55.61,49.95,6.49,96.81,783,736,43.42,40.81,51.55,8.3,95.65,561,509,31.11,28.22,52.43,11.59,93.71,48.2,36.14,2.67,2,57.15,6.16,95.09,0.56,145,96,8.04,5.32,60.17,105.3,101.25,65,32,3.6,1.77,67.01,52.85,20
"1303","JAY.BEAGLE","20132014","Regular","C","WSH",62,614.72,479,591,46.75,57.68,44.77,2.3,96.62,364,424,35.53,41.38,46.19,3.02,95.28,243,302,23.72,29.48,44.59,4.53,93.38,21.19,25.76,2.07,2.51,45.14,5.82,93.93,1.36,62,82,6.05,8,43.06,97.9,99.75,11,20,1.07,1.95,35.48,51.3,-7
"1304","JAY.BEAGLE","20142015","Regular","C","WSH",62,649.8,565,568,52.17,52.45,49.87,4.6,95.95,410,398,37.86,36.75,50.74,6.34,94.22,288,286,26.59,26.41,50.17,9.03,91.96,25.85,21.01,2.39,1.94,55.17,6.31,94.72,-0.5,95,67,8.77,6.19,58.64,100.99,101.03,26,23,2.4,2.12,53.06,54.87,-7
"1305","JAY.BEAGLE","20152016","Regular","C","WSH",57,649.75,581,585,53.65,54.02,49.83,3.27,97.44,438,422,40.45,38.97,50.93,4.34,96.45,318,311,29.37,28.72,50.56,5.97,95.18,26.34,24.89,2.43,2.3,51.41,6.01,94.1,2.34,87,83,8.03,7.66,51.18,101.15,100.11,19,15,1.75,1.39,55.88,55.5,-17
"1306","JAY.BEAGLE","20162017","Regular","C","WSH",81,819.82,655,738,47.94,54.01,47.02,4.89,97.29,490,555,35.86,40.62,46.89,6.53,96.4,350,387,25.62,28.32,47.49,9.14,94.83,30.51,31.03,2.23,2.27,49.58,6.23,94.41,1.99,109,103,7.98,7.54,51.42,103.97,100.64,32,20,2.34,1.46,61.54,56.16,-5
"1307","JAY.BOUWMEESTER","20132014","Regular","D","STL",82,1390.81,1389,1191,59.92,51.38,53.84,4.9,95.89,1031,902,44.48,38.91,53.34,6.6,94.57,706,636,30.46,27.44,52.61,9.63,92.3,57.21,50.13,2.47,2.16,53.3,5.55,94.44,0.13,180,167,7.77,7.2,51.87,101.93,99.99,68,49,2.93,2.11,58.12,51.68,14
"1308","JAY.BOUWMEESTER","20142015","Regular","D","STL",72,1224.84,1137,1114,55.7,54.57,50.51,4.66,96.5,887,823,43.45,40.32,51.87,5.98,95.26,628,591,30.76,28.95,51.52,8.44,93.4,52.01,46.93,2.55,2.3,52.56,5.86,94.3,0.96,164,147,8.03,7.2,52.73,101.84,100.16,53,39,2.6,1.91,57.61,52.55,-22
"1309","JAY.BOUWMEESTER","20152016","Regular","D","STL",72,1280.27,1184,1194,55.49,55.96,49.79,3.63,96.57,891,907,41.76,42.51,49.56,4.83,95.48,674,649,31.59,30.42,50.94,6.38,93.68,53.34,54.81,2.5,2.57,49.32,5.99,93.96,1.52,185,188,8.67,8.81,49.6,100.06,99.94,43,41,2.02,1.92,51.19,50.98,-1
"1310","JAY.BOUWMEESTER","20162017","Regular","D","STL",81,1471.16,1238,1335,50.49,54.45,48.12,5.09,95.58,921,992,37.56,40.46,48.14,6.84,94.05,666,722,27.16,29.45,47.98,9.46,91.83,54.07,55.9,2.21,2.28,49.17,5.87,94.36,-0.31,168,168,6.85,6.85,50,101.29,100.24,63,59,2.57,2.41,51.64,51.2,-24
"1311","JAY.HARRISON","20132014","Regular","D","CAR",68,956.4,927,1010,58.16,63.36,47.86,3.88,96.34,672,778,42.16,48.81,46.34,5.36,95.24,479,548,30.05,34.38,46.64,7.52,93.25,39.31,50.04,2.47,3.14,44,5.85,93.57,1.68,131,174,8.22,10.92,42.95,100.76,99.42,36,37,2.26,2.32,49.32,52.68,-6
"1312","JAY.HARRISON","20142015","Regular","D","CAR/WPG",55,722.53,687,681,57.05,56.55,50.22,3.35,96.48,502,503,41.69,41.77,49.95,4.58,95.23,337,356,27.98,29.56,48.63,6.82,93.26,29.26,34.37,2.43,2.85,45.98,5.83,93.17,2.06,99,129,8.22,10.71,43.42,100.08,99,23,24,1.91,1.99,48.94,50.72,-8
"1313","JAY.MCCLEMENT","20132014","Regular","C","TOR",81,864.66,578,916,40.11,63.56,38.69,2.94,96.83,415,673,28.8,46.7,38.14,4.1,95.69,284,445,19.71,30.88,38.96,5.99,93.48,22.63,37.05,1.57,2.57,37.92,5.45,94.49,1.2,73,107,5.07,7.42,40.56,99.47,99.95,17,29,1.18,2.01,36.96,53.75,-23
"1314","JAY.MCCLEMENT","20142015","Regular","C","CAR",82,869.61,665,858,45.88,59.2,43.66,4.96,95.22,502,614,34.64,42.36,44.98,6.57,93.32,347,417,23.94,28.77,45.42,9.51,90.17,30.67,38.97,2.12,2.69,44.05,6.11,93.65,-0.33,104,141,7.18,9.73,42.45,99.68,99.76,33,41,2.28,2.83,44.59,56.95,-8
"1315","JAY.MCCLEMENT","20152016","Regular","C","CAR",77,707.5,569,660,48.25,55.97,46.3,3.16,94.85,429,507,36.38,43,45.83,4.2,93.29,311,343,26.37,29.09,47.55,5.79,90.09,29.2,33.72,2.48,2.86,46.41,6.81,93.35,-0.05,103,121,8.73,10.26,45.98,95.88,100.16,18,34,1.53,2.88,34.62,57.87,-6
"1316","JAY.MCCLEMENT","20162017","Regular","C","CAR",65,590.42,469,565,47.66,57.42,45.36,2.77,95.75,326,414,33.13,42.07,44.05,3.99,94.2,228,284,23.17,28.86,44.53,5.7,91.55,19.31,23.6,1.96,2.4,45,5.92,94.3,-0.1,71,72,7.22,7.32,49.65,97.25,100.22,13,24,1.32,2.44,35.14,48.09,-9
"1317","JAY.ROSEHILL","20132014","Regular","L","PHI",34,164.79,113,143,41.14,52.07,44.14,2.65,93.01,78,105,28.4,38.23,42.62,3.85,90.48,50,77,18.2,28.04,39.37,6,87.01,3,5.76,1.09,2.1,34.22,3.85,94.51,-4.03,5,19,1.82,6.92,20.83,93.01,98.36,3,10,1.09,3.64,23.08,56.64,-1
"1318","JAYSON.MEGNA","20132014","Regular","C","PIT",36,360.64,275,332,45.75,55.24,45.3,5.09,96.08,196,238,32.61,39.6,45.16,7.14,94.54,156,158,25.95,26.29,49.68,8.97,91.77,11.93,11.28,1.98,1.88,51.41,6.09,95.26,-0.72,43,35,7.15,5.82,55.13,100.75,101.35,14,13,2.33,2.16,51.85,45.64,10
"1319","JAYSON.MEGNA","20142015","Regular","C","PIT",12,122.29,95,114,46.61,55.93,45.45,2.11,96.49,61,84,29.93,41.21,42.07,3.28,95.24,44,68,21.59,33.36,39.29,4.55,94.12,3.49,5.45,1.71,2.67,39.04,5.72,93.51,1.72,12,19,5.89,9.32,38.71,98.66,99.23,2,4,0.98,1.96,33.33,45.79,-2
"1320","JAYSON.MEGNA","20152016","Regular","C","NYR",6,62.67,63,61,60.32,58.4,50.81,3.17,95.08,45,42,43.08,40.21,51.72,4.44,92.86,30,25,28.72,23.93,54.55,6.67,88,3.23,2.68,3.1,2.56,54.71,7.19,93.62,-0.77,9,11,8.62,10.53,45,94.67,100.81,2,3,1.91,2.87,40,64.41,2
"1321","JAYSON.MEGNA","20162017","Regular","C","VAN",58,654.6,515,629,47.2,57.65,45.02,2.72,97.3,355,479,32.54,43.9,42.57,3.94,96.45,263,335,24.11,30.71,43.98,5.32,94.93,21.83,25.04,2,2.29,46.58,6.15,94.77,1.68,72,74,6.6,6.78,49.32,100.25,100.92,14,17,1.28,1.56,45.16,51.53,6
"1322","JC.LIPON","20152016","Regular","R","WPG",9,62.53,50,46,47.98,44.14,52.08,2,97.83,36,35,34.54,33.58,50.7,2.78,97.14,27,28,25.91,26.87,49.09,3.7,96.43,2.08,2.57,2,2.47,44.71,5.78,92.64,4.5,7,9,6.72,8.64,43.75,100.13,98.43,1,1,0.96,0.96,50,50.88,-1
