"","Player","Season","Season.Type","Position","Team","GP","TOI","CF","CA","CF60","CA60","CF%","CSh%","CSv%","FF","FA","FF60","FA60","FF%","FSh%","FSv%","SF","SA","SF60","SA60","SF%","Sh%","Sv%","xGF","xGA","xGF60","xGA60","xGF%","xFSh%","xFSv%","Adj.FSv%","SCF","SCA","SCF60","SCA60","SCF%","PDO","xPDO","GF","GA","GF60","GA60","GF%","FO%","PENDIFF"
"970","DUSTIN.PENNER","20132014","Regular","R","ANA/WSH",67,818.51,691,713,50.65,52.27,49.22,6.37,97.34,542,525,39.73,38.48,50.8,8.12,96.38,412,352,30.2,25.8,53.93,10.68,94.6,37.2,29.5,2.73,2.16,55.77,6.86,94.38,2,139,88,10.19,6.45,61.23,105.28,101.24,44,19,3.23,1.39,69.84,46.67,8
"971","DWIGHT.KING","20132014","Regular","L","L.A",77,975.1,1085,770,66.76,47.38,58.49,3.78,96.1,809,589,49.78,36.24,57.87,5.07,94.91,568,410,34.95,25.23,58.08,7.22,92.68,48.2,36.79,2.97,2.26,56.71,5.96,93.75,1.15,159,125,9.78,7.69,55.99,99.9,99.71,41,30,2.52,1.85,57.75,53.91,-2
"972","DWIGHT.KING","20142015","Regular","L","L.A",81,1015.98,1015,846,59.94,49.96,54.54,3.45,96.1,761,667,44.94,39.39,53.29,4.6,95.05,538,480,31.77,28.35,52.85,6.51,93.12,43.69,40.79,2.58,2.41,51.72,5.74,93.88,1.17,146,137,8.62,8.09,51.59,99.63,99.63,35,33,2.07,1.95,51.47,51.08,2
"973","DWIGHT.KING","20152016","Regular","L","L.A",47,571.67,572,520,60.03,54.58,52.38,2.8,95.96,420,398,44.08,41.77,51.34,3.81,94.72,288,271,30.23,28.44,51.52,5.56,92.25,21.3,25.07,2.24,2.63,45.93,5.07,93.7,1.02,63,88,6.61,9.24,41.72,97.81,98.77,16,21,1.68,2.2,43.24,46.59,-22
"974","DWIGHT.KING","20162017","Regular","L","L.A/MTL",80,996.27,899,871,54.14,52.46,50.79,3.34,96.1,657,633,39.57,38.12,50.93,4.57,94.63,470,455,28.31,27.4,50.81,6.38,92.53,37.11,39.05,2.24,2.35,48.73,5.65,93.83,0.8,115,125,6.93,7.53,47.92,98.91,99.48,30,34,1.81,2.05,46.88,52.76,-13
"975","DYLAN.DEMELO","20152016","Regular","D","S.J",45,539.26,476,429,52.96,47.73,52.6,2.94,96.5,358,302,39.83,33.6,54.24,3.91,95.03,256,206,28.48,22.92,55.41,5.47,92.72,23.17,17.73,2.58,1.97,56.66,6.47,94.13,0.9,92,63,10.24,7.01,59.35,98.19,100.6,14,15,1.56,1.67,48.28,50.47,6
"976","DYLAN.DEMELO","20162017","Regular","D","S.J",25,337.82,314,326,55.77,57.9,49.06,4.78,96.32,221,236,39.25,41.92,48.36,6.79,94.92,146,159,25.93,28.24,47.87,10.27,92.45,13.64,13.17,2.42,2.34,50.86,6.17,94.42,0.5,49,50,8.7,8.88,49.49,102.73,100.59,15,12,2.66,2.13,55.56,43.29,5
"977","DYLAN.LARKIN","20152016","Regular","C","DET",80,1050.87,1004,930,57.32,53.1,51.91,4.68,96.02,751,751,42.88,42.88,50,6.26,95.07,540,560,30.83,31.97,49.09,8.7,93.39,44.61,46.42,2.55,2.65,49.01,5.94,93.82,1.25,153,166,8.74,9.48,47.96,102.1,99.76,47,37,2.68,2.11,55.95,48.85,17
"978","DYLAN.LARKIN","20162017","Regular","C","DET",79,1026.38,873,934,51.03,54.6,48.31,3.44,94.75,659,722,38.52,42.21,47.72,4.55,93.21,477,519,27.88,30.34,47.89,6.29,90.56,34.82,43.69,2.04,2.55,44.35,5.28,93.95,-0.74,111,158,6.49,9.24,41.26,96.85,99.23,30,49,1.75,2.86,37.97,50.46,12
"979","DYLAN.MCILRATH","20152016","Regular","D","NYR",34,437.59,397,383,54.43,52.51,50.9,4.28,97.39,286,290,39.21,39.76,49.65,5.94,96.55,197,209,27.01,28.66,48.52,8.63,95.22,16.19,18.49,2.22,2.54,46.68,5.66,93.62,2.93,55,68,7.54,9.32,44.72,103.84,99.28,17,10,2.33,1.37,62.96,46.81,-14
"980","DYLAN.MCILRATH","20162017","Regular","D","FLA/NYR",6,55.04,38,52,41.42,56.69,42.22,2.63,94.23,28,42,30.52,45.78,40,3.57,92.86,15,28,16.35,30.52,34.88,6.67,89.29,1.43,2.64,1.56,2.88,35.2,5.12,93.71,-0.86,4,9,4.36,9.81,30.77,95.95,98.83,1,3,1.09,3.27,25,44,0
"981","DYLAN.OLSEN","20132014","Regular","D","FLA",44,579.53,552,527,57.15,54.56,51.16,4.53,94.69,417,390,43.17,40.38,51.67,6,92.82,314,294,32.51,30.44,51.64,7.96,90.48,24.45,23.42,2.53,2.42,51.07,5.86,94,-1.17,72,72,7.45,7.45,50,98.44,99.86,25,28,2.59,2.9,47.17,44.89,-7
"982","DYLAN.OLSEN","20142015","Regular","D","FLA",44,565.24,501,534,53.18,56.68,48.41,3.79,95.13,387,404,41.08,42.88,48.93,4.91,93.56,269,291,28.55,30.89,48.04,7.06,91.07,19.92,23.03,2.11,2.44,46.38,5.15,94.3,-0.73,52,64,5.52,6.79,44.83,98.13,99.45,19,26,2.02,2.76,42.22,49.66,1
"983","DYLAN.OLSEN","20152016","Regular","D","FLA",8,107,72,97,40.37,54.39,42.6,4.17,95.88,59,81,33.08,45.42,42.14,5.08,95.06,42,55,23.55,30.84,43.3,7.14,92.73,2.81,4.23,1.57,2.37,39.9,4.76,94.78,0.28,9,15,5.05,8.41,37.5,99.87,99.54,3,4,1.68,2.24,42.86,55.26,-3
"984","DYLAN.STROME","20162017","Regular","C","ARI",7,75.64,77,95,61.08,75.36,44.77,2.6,94.74,61,80,48.39,63.46,43.26,3.28,93.75,45,60,35.7,47.59,42.86,4.44,91.67,3.09,5.04,2.45,4,38,5.06,93.7,0.05,10,19,7.93,15.07,34.48,96.11,98.76,2,5,1.59,3.97,28.57,43.08,-2
"985","ED.JOVANOVSKI","20132014","Regular","D","FLA",37,446.95,420,467,56.38,62.69,47.35,4.52,94.86,321,374,43.09,50.21,46.19,5.92,93.58,226,276,30.34,37.05,45.02,8.41,91.3,17.84,22.42,2.39,3.01,44.31,5.56,94,-0.42,53,73,7.11,9.8,42.06,99.71,99.56,19,24,2.55,3.22,44.19,48.24,-15
"986","ELIAS.LINDHOLM","20132014","Regular","C","CAR",58,662.65,634,645,57.41,58.4,49.57,3.63,95.19,462,506,41.83,45.82,47.73,4.98,93.87,344,359,31.15,32.51,48.93,6.69,91.36,26.73,32.24,2.42,2.92,45.33,5.79,93.63,0.24,87,119,7.88,10.77,42.23,98.05,99.41,23,31,2.08,2.81,42.59,51.31,21
"987","ELIAS.LINDHOLM","20142015","Regular","C","CAR",81,1048.36,1071,935,61.3,53.51,53.39,2.8,94.87,785,701,44.93,40.12,52.83,3.82,93.15,584,503,33.42,28.79,53.73,5.14,90.46,47.79,44.55,2.74,2.55,51.76,6.09,93.64,-0.49,160,150,9.16,8.58,51.61,95.59,99.73,30,48,1.72,2.75,38.46,50.74,14
"988","ELIAS.LINDHOLM","20152016","Regular","C","CAR",82,1116.07,1135,984,61.02,52.9,53.56,2.73,95.22,849,755,45.64,40.59,52.93,3.65,93.77,588,519,31.61,27.9,53.12,5.27,90.94,53.54,46.68,2.88,2.51,53.42,6.31,93.82,-0.04,187,168,10.05,9.03,52.68,96.22,100.12,31,47,1.67,2.53,39.74,54.19,-11
"989","ELIAS.LINDHOLM","20162017","Regular","C","CAR",71,977.75,989,912,60.69,55.97,52.03,3.94,95.29,731,672,44.86,41.24,52.1,5.34,93.6,497,464,30.5,28.47,51.72,7.85,90.73,46.9,44.54,2.88,2.73,51.29,6.42,93.37,0.23,157,161,9.63,9.88,49.37,98.58,99.79,39,43,2.39,2.64,47.56,54.83,6
"990","EMERSON.ETEM","20132014","Regular","R","ANA",29,312.6,270,301,51.82,57.77,47.29,4.07,96.68,206,214,39.54,41.07,49.05,5.34,95.33,139,156,26.68,29.94,47.12,7.91,93.59,13.09,12.52,2.51,2.4,51.11,6.35,94.15,1.18,43,51,8.25,9.79,45.74,101.5,100.5,11,10,2.11,1.92,52.38,52.03,5
"991","EMERSON.ETEM","20142015","Regular","R","ANA",45,505.77,516,447,61.21,53.03,53.58,2.52,95.75,393,334,46.62,39.62,54.06,3.31,94.31,270,236,32.03,28,53.36,4.81,91.95,23.53,19.34,2.79,2.29,54.88,5.99,94.21,0.1,74,57,8.78,6.76,56.49,96.76,100.2,13,19,1.54,2.25,40.62,54.26,7
"992","EMERSON.ETEM","20152016","Regular","R","NYR/VAN",58,716.29,626,745,52.44,62.4,45.66,3.83,95.44,463,556,38.78,46.57,45.44,5.18,93.88,353,402,29.57,33.67,46.75,6.8,91.54,28.41,36.11,2.38,3.02,44.03,6.14,93.51,0.38,105,134,8.8,11.22,43.93,98.34,99.64,24,34,2.01,2.85,41.38,48.71,-2
"993","ERIAH.HAYES","20132014","Regular","R","S.J",15,115.32,110,103,57.23,53.59,51.64,1.82,97.09,86,66,44.75,34.34,56.58,2.33,95.45,54,44,28.1,22.89,55.1,3.7,93.18,4.93,3.09,2.56,1.61,61.46,5.73,95.32,0.14,13,10,6.76,5.2,56.52,96.89,101.05,2,3,1.04,1.56,40,54.21,3
"994","ERIC.BOULTON","20132014","Regular","L","NYI",23,141.16,98,168,41.65,71.41,36.84,4.08,97.62,81,119,34.43,50.58,40.5,4.94,96.64,65,81,27.63,34.43,44.52,6.15,95.06,6.28,7.54,2.67,3.21,45.45,7.76,93.66,2.98,29,26,12.33,11.05,52.73,101.22,101.42,4,4,1.7,1.7,50,43.57,-10
"995","ERIC.BOULTON","20142015","Regular","L","NYI",10,70.08,58,73,49.66,62.5,44.27,3.45,97.26,48,57,41.1,48.8,45.71,4.17,96.49,30,36,25.68,30.82,45.45,6.67,94.44,2.7,3.1,2.31,2.66,46.55,5.63,94.56,1.94,10,12,8.56,10.27,45.45,101.11,100.19,2,2,1.71,1.71,50,41.67,7
"996","ERIC.BOULTON","20152016","Regular","L","NYI",6,51.18,25,45,29.31,52.75,35.71,4,91.11,15,36,17.58,42.2,29.41,6.67,88.89,10,24,11.72,28.14,29.41,10,83.33,1.02,2.63,1.2,3.08,27.99,6.8,92.71,-3.82,3,12,3.52,14.07,20,93.33,99.51,1,4,1.17,4.69,20,62.5,0
"997","ERIC.BREWER","20132014","Regular","D","T.B",77,1097.85,970,958,53.01,52.36,50.31,3.61,96.45,744,725,40.66,39.62,50.65,4.7,95.31,533,506,29.13,27.65,51.3,6.57,93.28,41.28,41.49,2.26,2.27,49.87,5.55,94.28,1.03,124,140,6.78,7.65,46.97,99.85,99.82,35,34,1.91,1.86,50.72,47.01,-13
"998","ERIC.BREWER","20142015","Regular","D","ANA/T.B/TOR",44,676.86,554,679,49.11,60.19,44.93,5.78,93.96,410,515,36.34,45.65,44.32,7.8,92.04,309,373,27.39,33.06,45.31,10.36,89.01,22.46,29.08,1.99,2.58,43.58,5.48,94.35,-2.31,63,95,5.58,8.42,39.87,99.36,99.83,32,41,2.84,3.63,43.84,52.8,-3
"999","ERIC.FEHR","20132014","Regular","R","WSH",73,890.14,814,847,54.87,57.09,49.01,4.18,95.87,583,634,39.3,42.73,47.9,5.83,94.48,430,464,28.98,31.28,48.1,7.91,92.46,35.77,35.32,2.41,2.38,50.32,6.14,94.43,0.05,119,115,8.02,7.75,50.85,100.36,100.57,34,35,2.29,2.36,49.28,50.06,-9
"1000","ERIC.FEHR","20142015","Regular","R","WSH",75,918.17,848,832,55.41,54.37,50.48,4.01,96.39,611,596,39.93,38.95,50.62,5.56,94.97,421,417,27.51,27.25,50.24,8.08,92.81,38.66,32.93,2.53,2.15,54,6.33,94.48,0.49,134,119,8.76,7.78,52.96,100.88,100.8,34,30,2.22,1.96,53.12,52.47,-1
"1001","ERIC.FEHR","20152016","Regular","R","PIT",55,535.49,439,463,49.19,51.88,48.67,3.19,95.46,345,320,38.66,35.86,51.88,4.06,93.44,254,248,28.46,27.79,50.6,5.51,91.53,20.82,16.01,2.33,1.79,56.54,6.04,95,-1.56,68,56,7.62,6.27,54.84,97.04,101.03,14,21,1.57,2.35,40,52.49,6
"1002","ERIC.FEHR","20162017","Regular","R/C","PIT/TOR",53,452.87,349,475,46.24,62.93,42.35,4.3,97.26,269,315,35.64,41.73,46.06,5.58,95.87,202,226,26.76,29.94,47.2,7.43,94.25,17.72,19,2.35,2.52,48.25,6.59,93.97,1.91,54,66,7.15,8.74,45,101.67,100.55,15,13,1.99,1.72,53.57,53.86,3
"1003","ERIC.GELINAS","20132014","Regular","D","N.J",60,794.34,664,586,50.15,44.26,53.12,4.67,94.71,487,454,36.79,34.29,51.75,6.37,93.17,339,341,25.61,25.76,49.85,9.14,90.91,29.1,27.22,2.2,2.06,51.66,5.98,94,-0.83,98,94,7.4,7.1,51.04,100.05,99.98,31,31,2.34,2.34,50,45.17,0
"1004","ERIC.GELINAS","20142015","Regular","D","N.J",61,795.37,662,698,49.94,52.65,48.68,4.23,96.85,492,543,37.11,40.96,47.54,5.69,95.95,364,406,27.46,30.63,47.27,7.69,94.58,28.2,31.56,2.13,2.38,47.19,5.73,94.19,1.76,88,111,6.64,8.37,44.22,102.27,99.92,28,22,2.11,1.66,56,47.02,-15
"1005","ERIC.GELINAS","20152016","Regular","D","COL/N.J",40,475.49,389,374,49.09,47.19,50.98,3.34,95.99,297,279,37.48,35.21,51.56,4.38,94.62,224,200,28.27,25.24,52.83,5.8,92.5,17.44,16.77,2.2,2.12,50.98,5.87,93.99,0.63,58,56,7.32,7.07,50.88,98.3,99.86,13,15,1.64,1.89,46.43,48.46,-10
"1006","ERIC.GELINAS","20162017","Regular","D","COL",27,298.54,261,279,52.46,56.07,48.33,3.83,95.34,193,223,38.79,44.82,46.39,5.18,94.17,144,167,28.94,33.56,46.3,6.94,92.22,9.04,11.51,1.82,2.31,43.99,4.68,94.84,-0.67,20,33,4.02,6.63,37.74,99.16,99.52,10,13,2.01,2.61,43.48,61.17,1
"1007","ERIC.GRYBA","20132014","Regular","D","OTT",57,772.45,732,706,56.86,54.84,50.9,4.37,96.32,537,559,41.71,43.42,49,5.96,95.35,380,421,29.52,32.7,47.44,8.42,93.82,31.95,35.84,2.48,2.78,47.13,5.95,93.59,1.76,114,125,8.85,9.71,47.7,102.25,99.54,32,26,2.49,2.02,55.17,53.72,-6
"1008","ERIC.GRYBA","20142015","Regular","D","OTT",75,941.7,796,893,50.72,56.9,47.13,4.4,95.97,563,696,35.87,44.35,44.72,6.22,94.83,403,517,25.68,32.94,43.8,8.68,93.04,33.94,38.83,2.16,2.47,46.64,6.03,94.42,0.41,107,114,6.82,7.26,48.42,101.72,100.45,35,36,2.23,2.29,49.3,49.7,-17
"1009","ERIC.GRYBA","20152016","Regular","D","EDM",53,796.07,744,761,56.08,57.36,49.44,3.49,96.19,531,566,40.02,42.66,48.4,4.9,94.88,379,396,28.57,29.85,48.9,6.86,92.68,32.13,33.37,2.42,2.52,49.05,6.05,94.1,0.77,102,108,7.69,8.14,48.57,99.54,100.15,26,29,1.96,2.19,47.27,48.07,-11
"1010","ERIC.GRYBA","20162017","Regular","D","EDM",40,578.68,564,518,58.48,53.71,52.13,3.01,95.75,407,390,42.2,40.44,51.07,4.18,94.36,311,304,32.25,31.52,50.57,5.47,92.76,24.88,25.71,2.58,2.67,49.17,6.11,93.41,0.95,88,95,9.12,9.85,48.09,98.23,99.52,17,22,1.76,2.28,43.59,51.71,-12
"1011","ERIC.NYSTROM","20132014","Regular","L","NSH",79,987.91,787,923,47.8,56.06,46.02,3.81,94.37,576,683,34.98,41.48,45.75,5.21,92.39,428,484,25.99,29.4,46.93,7.01,89.26,31.6,33.41,1.92,2.03,48.61,5.49,95.11,-2.72,101,92,6.13,5.59,52.33,96.27,100.6,30,52,1.82,3.16,36.59,50.96,0
"1012","ERIC.NYSTROM","20142015","Regular","L","NSH",60,616.57,442,577,43.01,56.15,43.38,3.62,97.05,323,404,31.43,39.31,44.43,4.95,95.79,242,299,23.55,29.1,44.73,6.61,94.31,15.57,21.04,1.51,2.05,42.52,4.82,94.79,1,45,59,4.38,5.74,43.27,100.93,99.61,16,17,1.56,1.65,48.48,55.57,-9
"1013","ERIC.NYSTROM","20152016","Regular","L","NSH",46,443.08,319,386,43.2,52.27,45.25,2.19,95.85,233,265,31.55,35.89,46.79,3,93.96,170,190,23.02,25.73,47.22,4.12,91.58,11.62,13.79,1.57,1.87,45.74,4.99,94.8,-0.84,37,41,5.01,5.55,47.44,95.7,99.79,7,16,0.95,2.17,30.43,57.32,-4
"1014","ERIC.O'DELL","20132014","Regular","C","WPG",30,268.72,243,232,54.26,51.8,51.16,3.7,94.83,178,169,39.74,37.73,51.3,5.06,92.9,114,120,25.45,26.79,48.72,7.89,90,12.39,10.02,2.77,2.24,55.3,6.96,94.07,-1.17,47,33,10.49,7.37,58.75,97.89,101.04,9,12,2.01,2.68,42.86,53.15,3
"1015","ERIC.O'DELL","20142015","Regular","C","WPG",11,79.66,61,47,45.95,35.4,56.48,3.28,95.74,45,37,33.89,27.87,54.88,4.44,94.59,29,28,21.84,21.09,50.88,6.9,92.86,1.68,2.62,1.26,1.97,39.01,3.72,92.92,1.67,4,9,3.01,6.78,30.77,99.75,96.65,2,2,1.51,1.51,50,49.21,-2
"1016","ERIC.STAAL","20132014","Regular","C","CAR",79,1167.53,1269,1153,65.21,59.25,52.39,3.94,95.06,920,873,47.28,44.86,51.31,5.43,93.47,634,626,32.58,32.17,50.32,7.89,90.89,55.47,54.16,2.85,2.78,50.6,6.03,93.8,-0.32,182,187,9.35,9.61,49.32,98.78,99.83,50,57,2.57,2.93,46.73,51.63,-6
"1017","ERIC.STAAL","20142015","Regular","C","CAR",77,1131.96,1266,945,67.1,50.09,57.26,2.92,95.66,901,710,47.76,37.63,55.93,4.11,94.23,659,492,34.93,26.08,57.25,5.61,91.67,58.91,45.45,3.12,2.41,56.45,6.54,93.6,0.63,219,163,11.61,8.64,57.33,97.28,100.14,37,41,1.96,2.17,47.44,51.99,18
"1018","ERIC.STAAL","20152016","Regular","C","CAR/NYR",83,1205.23,1273,1032,63.37,51.38,55.23,3.46,95.93,939,792,46.75,39.43,54.25,4.69,94.7,638,544,31.76,27.08,53.98,6.9,92.28,62.29,50.09,3.1,2.49,55.43,6.63,93.68,1.02,215,179,10.7,8.91,54.57,99.18,100.31,44,42,2.19,2.09,51.16,53.37,3
"1019","ERIC.STAAL","20162017","Regular","C","MIN",82,1130.85,1111,1046,58.95,55.5,51.51,4.86,95.79,836,789,44.36,41.86,51.45,6.46,94.42,640,567,33.96,30.08,53.02,8.44,92.24,52.42,41.47,2.78,2.2,55.83,6.27,94.74,-0.32,179,121,9.5,6.42,59.67,100.68,101.01,54,44,2.87,2.33,55.1,48.36,2
"1020","ERIC.TANGRADI","20132014","Regular","C","WPG",55,454.42,427,367,56.38,48.46,53.78,2.58,95.91,336,266,44.36,35.12,55.81,3.27,94.36,236,189,31.16,24.95,55.53,4.66,92.06,19.13,16.55,2.53,2.18,53.62,5.69,93.78,0.58,63,58,8.32,7.66,52.07,96.72,99.47,11,15,1.45,1.98,42.31,51.05,-3
"1021","ERIC.TANGRADI","20142015","Regular","C","MTL",7,53.1,41,55,46.33,62.15,42.71,0,94.55,28,32,31.64,36.16,46.67,0,90.62,17,25,19.21,28.25,40.48,0,88,1.12,1,1.27,1.13,52.88,4.01,96.87,-6.25,3,1,3.39,1.13,75,88,100.88,0,3,0,3.39,0,54.1,-1
"1022","ERIK.COLE","20132014","Regular","L","DAL",75,892.5,829,851,55.73,57.21,49.35,3.5,95.18,608,636,40.87,42.76,48.87,4.77,93.55,418,435,28.1,29.24,49,6.94,90.57,36.57,41.82,2.46,2.81,46.65,6.01,93.43,0.13,116,138,7.8,9.28,45.67,97.51,99.44,29,41,1.95,2.76,41.43,51.73,7
"1023","ERIK.COLE","20142015","Regular","L","DAL/DET",68,791.34,759,731,57.55,55.42,50.94,5.01,96.17,570,540,43.22,40.94,51.35,6.67,94.81,393,400,29.8,30.33,49.56,9.67,93,34.13,31.52,2.59,2.39,51.99,5.99,94.16,0.65,122,106,9.25,8.04,53.51,102.67,100.15,38,28,2.88,2.12,57.58,49.25,7
"1024","ERIK.CONDRA","20132014","Regular","R","OTT",76,676.05,718,619,63.72,54.94,53.7,2.79,96.45,526,493,46.68,43.75,51.62,3.8,95.54,370,352,32.84,31.24,51.25,5.41,93.75,26.34,26.05,2.34,2.31,50.27,5.01,94.72,0.82,78,83,6.92,7.37,48.45,99.16,99.72,20,22,1.78,1.95,47.62,54.26,10
"1025","ERIK.CONDRA","20142015","Regular","R","OTT",68,794.93,752,730,56.76,55.1,50.74,3.99,96.85,542,551,40.91,41.59,49.59,5.54,95.83,405,396,30.57,29.89,50.56,7.41,94.19,34.52,28.63,2.61,2.16,54.66,6.37,94.8,1.02,130,82,9.81,6.19,61.32,101.6,101.17,30,23,2.26,1.74,56.6,48.23,1
"1026","ERIK.CONDRA","20152016","Regular","R","T.B",54,494.54,469,384,56.9,46.59,54.98,4.05,94.01,332,288,40.28,34.94,53.55,5.72,92.01,243,209,29.48,25.36,53.76,7.82,89,16.27,14.1,1.97,1.71,53.58,4.9,95.1,-3.09,54,44,6.55,5.34,55.1,96.81,100.01,19,23,2.31,2.79,45.24,51.97,-3
"1027","ERIK.CONDRA","20162017","Regular","R","T.B",13,118.25,106,115,53.78,58.35,47.96,1.89,95.65,78,91,39.58,46.17,46.15,2.56,94.51,54,64,27.4,32.47,45.76,3.7,92.19,4.2,4.76,2.13,2.42,46.9,5.39,94.77,-0.26,11,13,5.58,6.6,45.83,95.89,100.16,2,5,1.01,2.54,28.57,47.5,-1
"1028","ERIK.GUDBRANSON","20132014","Regular","D","FLA",65,935.13,914,871,58.64,55.89,51.2,4.05,95.06,693,652,44.46,41.83,51.52,5.34,93.4,507,500,32.53,32.08,50.35,7.3,91.4,38.35,37.4,2.46,2.4,50.63,5.53,94.26,-0.86,115,119,7.38,7.64,49.15,98.7,99.8,37,43,2.37,2.76,46.25,47.99,-5
"1029","ERIK.GUDBRANSON","20142015","Regular","D","FLA",76,1100.42,992,1015,54.09,55.34,49.43,4.13,95.67,764,782,41.66,42.64,49.42,5.37,94.37,554,568,30.21,30.97,49.38,7.4,92.25,41.93,44.7,2.29,2.44,48.4,5.49,94.28,0.09,122,147,6.65,8.02,45.35,99.65,99.77,41,44,2.24,2.4,48.24,48.4,12
"1030","ERIK.GUDBRANSON","20152016","Regular","D","FLA",64,996.26,800,928,48.18,55.89,46.3,4.5,96.23,626,743,37.7,44.75,45.73,5.75,95.29,466,536,28.06,32.28,46.51,7.73,93.47,34.99,42.52,2.11,2.56,45.14,5.59,94.28,1.01,123,136,7.41,8.19,47.49,101.2,99.87,36,35,2.17,2.11,50.7,48.34,4
"1031","ERIK.GUDBRANSON","20162017","Regular","D","VAN",30,507.8,438,474,51.75,56.01,48.03,3.42,94.3,322,365,38.05,43.13,46.87,4.66,92.6,244,262,28.83,30.96,48.22,6.15,89.69,21.09,23.3,2.49,2.75,47.5,6.55,93.62,-1.01,76,90,8.98,10.63,45.78,95.84,100.16,15,27,1.77,3.19,35.71,50.47,-2
"1032","ERIK.GUSTAFSSON","20152016","Regular","D","CHI",41,543.49,565,488,62.37,53.87,53.66,4.78,96.52,398,371,43.94,40.96,51.76,6.78,95.42,309,275,34.11,30.36,52.91,8.74,93.82,22.61,22.6,2.5,2.49,50.01,5.68,93.91,1.51,75,83,8.28,9.16,47.47,102.56,99.59,27,17,2.98,1.88,61.36,47.05,-1
"1033","ERIK.GUSTAFSSON.2","20132014","Regular","D","PHI",31,465.11,448,478,57.79,61.66,48.38,5.36,96.65,324,353,41.8,45.54,47.86,7.41,95.47,242,254,31.22,32.77,48.79,9.92,93.7,19.11,18.23,2.46,2.35,51.17,5.9,94.84,0.63,69,49,8.9,6.32,58.47,103.62,100.73,24,16,3.1,2.06,60,46.04,1
"1034","ERIK.HAULA","20132014","Regular","L","MIN",46,397.97,317,337,47.79,50.81,48.47,5.68,98.52,231,253,34.83,38.14,47.73,7.79,98.02,173,170,26.08,25.63,50.44,10.4,97.06,10.19,12.58,1.54,1.9,44.75,4.41,95.03,3,26,41,3.92,6.18,38.81,107.46,99.44,18,5,2.71,0.75,78.26,48.36,-12
"1035","ERIK.HAULA","20142015","Regular","L","MIN",72,687.42,588,624,51.32,54.46,48.51,3.4,95.35,455,453,39.71,39.54,50.11,4.4,93.6,324,318,28.28,27.76,50.47,6.17,90.88,24.62,23.96,2.15,2.09,50.68,5.41,94.71,-1.11,68,70,5.94,6.11,49.28,97.05,100.12,20,29,1.75,2.53,40.82,49.45,13
"1036","ERIK.HAULA","20152016","Regular","L","MIN",76,793.75,605,743,45.73,56.16,44.88,5.95,97.31,456,541,34.47,40.89,45.74,7.89,96.3,339,351,25.63,26.53,49.13,10.62,94.3,24.79,27.43,1.87,2.07,47.47,5.44,94.93,1.37,82,89,6.2,6.73,47.95,104.92,100.37,36,20,2.72,1.51,64.29,53.73,2
"1037","ERIK.HAULA","20162017","Regular","L","MIN",72,849.34,825,774,58.28,54.68,51.59,4.48,95.74,631,576,44.58,40.69,52.28,5.86,94.27,475,411,33.56,29.03,53.61,7.79,91.97,35.89,28.73,2.54,2.03,55.55,5.69,95.01,-0.74,105,78,7.42,5.51,57.38,99.76,100.7,37,33,2.61,2.33,52.86,55.17,1
"1038","ERIK.JOHNSON","20132014","Regular","D","COL",80,1433.52,1281,1431,53.62,59.89,47.23,4.22,96.44,957,1081,40.06,45.25,46.96,5.64,95.28,718,778,30.05,32.56,47.99,7.52,93.44,57.12,65.01,2.39,2.72,46.77,5.97,93.99,1.3,205,232,8.58,9.71,46.91,100.97,99.96,54,51,2.26,2.13,51.43,49.65,3
"1039","ERIK.JOHNSON","20142015","Regular","D","COL",47,821.72,741,859,54.11,62.72,46.31,4.45,96.39,570,643,41.62,46.95,46.99,5.79,95.18,442,463,32.27,33.81,48.84,7.47,93.3,30.27,42.07,2.21,3.07,41.85,5.31,93.46,1.72,99,145,7.23,10.59,40.57,100.77,98.77,33,31,2.41,2.26,51.56,49.83,5
"1040","ERIK.JOHNSON","20152016","Regular","D","COL",73,1216.33,1048,1323,51.7,65.26,44.2,3.82,96.07,805,897,39.71,44.25,47.3,4.97,94.2,609,653,30.04,32.21,48.26,6.57,92.04,40.6,53.46,2,2.64,43.16,5.04,94.04,0.16,122,187,6.02,9.22,39.48,98.6,99.08,40,52,1.97,2.57,43.48,49.76,-1
"1041","ERIK.JOHNSON","20162017","Regular","D","COL",46,740.92,734,692,59.44,56.04,51.47,3.41,94.94,536,523,43.41,42.35,50.61,4.66,93.31,389,384,31.5,31.1,50.32,6.43,90.89,28.09,32.29,2.28,2.61,46.52,5.24,93.83,-0.52,92,122,7.45,9.88,42.99,97.31,99.07,25,35,2.02,2.83,41.67,53.13,-6
"1042","ERIK.KARLSSON","20132014","Regular","D","OTT",82,1595.63,1815,1500,68.25,56.4,54.75,3.97,94.93,1376,1213,51.74,45.61,53.15,5.23,93.73,956,903,35.95,33.96,51.43,7.53,91.58,69.88,71.86,2.63,2.7,49.3,5.08,94.08,-0.34,208,234,7.82,8.8,47.06,99.11,99.15,72,76,2.71,2.86,48.65,50.63,13
"1043","ERIK.KARLSSON","20142015","Regular","D","OTT",82,1621.06,1661,1488,61.48,55.08,52.75,4.52,95.56,1193,1168,44.16,43.23,50.53,6.29,94.35,875,865,32.39,32.02,50.29,8.57,92.37,71.96,65.17,2.66,2.41,52.48,6.03,94.42,-0.07,252,202,9.33,7.48,55.51,100.94,100.45,75,66,2.78,2.44,53.19,48.17,29
