"","Player","Date","Team","Position","TOI","CF","CA","OCF","OCA","CF60","CA60","CF%","OCF%","Rel.CF%","C+/-"
"105","ERIC.FEHR","2012-01-31","WPG","R",12.92,14.02,17.1,33.3,34.45,65.13,79.42,45.06,49.15,-4.09,-3.08
"106","ERIC.FEHR","2012-01-24","WPG","R",8.86,8.95,5.97,37.88,31.05,60.59,40.42,59.98,54.96,5.03,2.98
"107","ERIC.FEHR","2012-01-23","WPG","R",7.5,6.87,8.51,42.68,25.57,54.92,68.07,44.66,62.53,-17.88,-1.64
"108","ERIC.FEHR","2012-01-21","WPG","R",7.07,5.06,2.43,38.92,24.11,42.93,20.61,67.57,61.75,5.83,2.63
"109","ERIC.FEHR","2012-01-19","WPG","R",8.04,11.2,5.9,47.58,39.39,83.56,44,65.51,54.71,10.8,5.3
"110","ERIC.FEHR","2012-01-17","WPG","R",10.65,5.15,1.93,21.8,20.79,28.99,10.9,72.68,51.19,21.49,3.21
"111","ERIC.FEHR","2012-01-16","WPG","R",9.75,12.34,9.31,42.95,33.73,75.97,57.32,57,56.02,0.98,3.03
"112","ERIC.FEHR","2012-01-14","WPG","R",7.8,3.02,7.45,34.64,30.66,23.22,57.29,28.84,53.04,-24.21,-4.43
"113","ERIC.FEHR","2012-01-12","WPG","R",6.3,6.94,9.76,25.13,40.41,66.05,92.92,41.55,38.34,3.21,-2.82
"114","ERIC.FEHR","2012-01-10","WPG","R",10.85,10.84,11.23,34.8,43.19,59.96,62.1,49.13,44.62,4.5,-0.39
"115","ERIC.FEHR","2012-01-07","WPG","R",10,11.7,9.9,52.96,42.25,70.23,59.41,54.17,55.63,-1.45,1.8
"116","ERIC.FEHR","2012-01-05","WPG","R",12.46,12.89,6.88,37.08,51.63,62.05,33.15,65.18,41.8,23.38,6
"117","ERIC.FEHR","2012-01-04","WPG","R",13.65,22.43,6.88,27.71,47.99,98.57,30.25,76.52,36.61,39.91,15.54
"118","ERIC.FEHR","2011-12-31","WPG","R",7.3,4.33,6,30.8,43.03,35.59,49.29,41.93,41.72,0.22,-1.67
"119","ERIC.FEHR","2011-12-29","WPG","R",6.46,5.7,6.07,31.57,51.17,52.96,56.36,48.45,38.16,10.29,-0.37
"120","ERIC.FEHR","2011-12-27","WPG","R",11.3,5.69,15.04,43.52,33.5,30.22,79.85,27.45,56.5,-29.05,-9.35
"121","ERIC.FEHR","2011-12-23","WPG","R",8.62,7.22,4.36,37.5,38.2,50.24,30.32,62.36,49.54,12.82,2.86
"122","ERIC.FEHR","2011-12-22","WPG","R",6.51,3.46,5.33,35.67,34.71,31.89,49.12,39.37,50.68,-11.32,-1.87
"123","ERIC.FEHR","2011-12-20","WPG","R",5.48,2.29,2.98,55.96,44.25,25.09,32.58,43.51,55.84,-12.33,-0.68
"124","ERIC.FEHR","2011-12-17","WPG","R",6.09,6.83,7.64,42.84,44.95,67.3,75.3,47.19,48.8,-1.61,-0.81
"125","ERIC.FEHR","2011-12-15","WPG","R",12.15,13.39,15.96,28.22,38.61,66.11,78.81,45.62,42.22,3.4,-2.57
"126","ERIC.FEHR","2011-12-13","WPG","R",5.49,3.15,6.2,36.35,39.67,34.44,67.72,33.71,47.82,-14.11,-3.05
"127","ERIC.FEHR","2011-11-29","WPG","R",12.27,10.61,7.24,29.86,33.78,51.86,35.42,59.42,46.91,12.5,3.36
"128","ERIC.FEHR","2011-11-26","WPG","R",6.48,4.77,4.23,46.55,29,44.19,39.16,53.02,61.62,-8.6,0.54
"129","ERIC.FEHR","2011-11-25","WPG","R",8.26,11.61,6.92,45.29,38.86,84.35,50.27,62.66,53.82,8.83,4.69
"130","ERIC.FEHR","2011-11-23","WPG","R",9.37,5.8,14.93,38.57,46.69,37.15,95.6,27.98,45.24,-17.25,-9.13
"131","ERIC.FEHR","2011-11-19","WPG","R",5.5,6.89,5.35,22.3,28.41,75.17,58.37,56.29,43.98,12.31,1.54
"132","ERIC.FEHR","2015-05-13","WSH","R",6.48,4.37,2.71,56.33,53.52,40.47,25.11,61.71,51.28,10.43,1.66
"133","ERIC.FEHR","2015-04-19","WSH","R",1.32,0,3.87,22.87,37.36,0,176.05,0,37.97,-37.97,-3.87
"134","ERIC.FEHR","2015-04-17","WSH","R",13.85,20.59,11.83,50.63,35.98,89.2,51.25,63.51,58.46,5.05,8.76
"135","ERIC.FEHR","2015-04-15","WSH","R",12.57,7.95,14.01,30.66,51.41,37.94,66.87,36.2,37.35,-1.15,-6.06
"136","ERIC.FEHR","2015-04-04","WSH","R",10.21,12.77,10.55,40,25.69,75.04,61.98,54.77,60.89,-6.13,2.22
"137","ERIC.FEHR","2015-04-02","WSH","R",13.05,9.85,11.49,25.9,34.47,45.3,52.82,46.17,42.9,3.27,-1.64
"138","ERIC.FEHR","2015-03-31","WSH","R",13.19,8.34,14.99,32.14,28.52,37.92,68.17,35.74,52.98,-17.24,-6.65
"139","ERIC.FEHR","2015-03-29","WSH","R",9.41,14.06,4.3,31.06,26.85,89.64,27.4,76.59,53.63,22.96,9.76
"140","ERIC.FEHR","2015-03-28","WSH","R",11.63,10.77,21.04,31.79,30.02,55.54,108.54,33.85,51.43,-17.58,-10.27
"141","ERIC.FEHR","2015-03-26","WSH","R",11.73,12.78,6.08,24.28,27.68,65.35,31.1,67.76,46.73,21.03,6.7
"142","ERIC.FEHR","2015-03-21","WSH","R",10.46,14.41,6.45,37.49,32.15,82.68,37.01,69.08,53.83,15.24,7.96
"143","ERIC.FEHR","2015-03-19","WSH","R",11.78,13.76,9.15,27.12,26.26,70.1,46.6,60.07,50.8,9.27,4.61
"144","ERIC.FEHR","2015-03-16","WSH","R",8.78,5.24,13.24,54.21,29.03,35.84,90.46,28.38,65.12,-36.75,-7.99
"145","ERIC.FEHR","2015-03-15","WSH","R",12.18,12.2,11.87,45.37,33.19,60.08,58.47,50.68,57.75,-7.07,0.33
"146","ERIC.FEHR","2015-03-13","WSH","R",9.99,9.4,6.77,17.74,43.59,56.45,40.68,58.12,28.92,29.19,2.62
"147","ERIC.FEHR","2015-03-11","WSH","R",12.55,16.2,7.61,29.5,33.8,77.43,36.41,68.02,46.6,21.42,8.58
"148","ERIC.FEHR","2015-03-07","WSH","R",13.61,15.27,15.18,54.35,21.22,67.32,66.93,50.14,71.92,-21.77,0.09
"149","ERIC.FEHR","2015-03-05","WSH","R",12.03,12.2,9.67,31.79,41.08,60.87,48.22,55.8,43.62,12.18,2.54
"150","ERIC.FEHR","2015-03-03","WSH","R",14.55,12.35,8,28.23,26.02,50.93,32.98,60.7,52.04,8.66,4.35
"151","ERIC.FEHR","2015-03-01","WSH","R",10.05,10.68,13.17,38.67,26.46,63.77,78.64,44.78,59.37,-14.59,-2.49
"152","ERIC.FEHR","2015-02-27","WSH","R",12.3,8.35,16.23,35.63,46.16,40.72,79.17,33.96,43.56,-9.6,-7.88
"153","ERIC.FEHR","2015-02-25","WSH","R",11.17,8.69,7.73,18.75,30.45,46.68,41.55,52.91,38.11,14.8,0.96
"154","ERIC.FEHR","2015-02-22","WSH","R",11.29,8.24,10.02,25.69,32.92,43.82,53.25,45.14,43.83,1.31,-1.78
"155","ERIC.FEHR","2015-02-21","WSH","R",13.09,14.14,21.64,41.79,42.94,64.79,99.19,39.51,49.32,-9.8,-7.5
"156","ERIC.FEHR","2015-02-19","WSH","R",11.93,7.49,11.31,24.82,25.91,37.67,56.87,39.85,48.93,-9.08,-3.82
"157","ERIC.FEHR","2015-02-17","WSH","R",11.07,10.89,7.83,34.33,29.25,59.03,42.46,58.17,54,4.17,3.06
"158","ERIC.FEHR","2015-02-15","WSH","R",13.41,11.51,12.06,35.25,33.01,51.48,53.98,48.81,51.64,-2.82,-0.56
"159","ERIC.FEHR","2015-02-14","WSH","R",12.05,4.62,22.27,30.59,33.7,23.03,110.87,17.2,47.58,-30.38,-17.64
"160","ERIC.FEHR","2015-02-11","WSH","R",16.83,17.87,11.04,35.23,44.17,63.72,39.36,61.82,44.37,17.44,6.83
"161","ERIC.FEHR","2015-02-08","WSH","R",13.31,12.26,14.15,27.62,27.3,55.25,63.77,46.42,50.29,-3.87,-1.89
"162","ERIC.FEHR","2015-02-06","WSH","R",12.6,8.72,8.04,41.95,37.58,41.52,38.29,52.02,52.75,-0.73,0.68
"163","ERIC.FEHR","2015-02-05","WSH","R",12.51,10.82,7.54,34.84,22.62,51.89,36.16,58.93,60.63,-1.7,3.28
"164","ERIC.FEHR","2015-02-03","WSH","R",15.33,9.84,12.19,31.92,28.82,38.52,47.73,44.66,52.55,-7.89,-2.35
"165","ERIC.FEHR","2015-02-01","WSH","R",13,11.34,13.18,32.25,46.18,52.32,60.84,46.23,41.12,5.12,-1.85
"166","ERIC.FEHR","2015-01-31","WSH","R",7.66,18.97,5.07,33.19,37.27,148.62,39.73,78.91,47.11,31.8,13.9
"167","ERIC.FEHR","2015-01-28","WSH","R",13.71,15.79,16.09,32.5,25.14,69.09,70.43,49.52,56.38,-6.87,-0.31
"168","ERIC.FEHR","2015-01-27","WSH","R",10.8,13.28,8.45,24.25,26.04,73.76,46.92,61.12,48.22,12.9,4.83
"169","ERIC.FEHR","2015-01-20","WSH","R",11.3,6.58,14.09,47.04,24.86,34.93,74.84,31.82,65.42,-33.6,-7.52
"170","ERIC.FEHR","2015-01-17","WSH","R",11.45,14.87,9.24,34.09,32.32,77.91,48.43,61.67,51.33,10.33,5.63
"171","ERIC.FEHR","2015-01-14","WSH","R",11.59,16.74,7.59,31.41,27.41,86.64,39.31,68.79,53.4,15.39,9.14
"172","ERIC.FEHR","2015-01-12","WSH","R",10.69,17.12,9.39,48.47,30.34,96.11,52.71,64.58,61.5,3.08,7.73
"173","ERIC.FEHR","2015-01-10","WSH","R",13.41,7.35,15.27,19.22,33.57,32.88,68.3,32.5,36.41,-3.91,-7.92
"174","ERIC.FEHR","2015-01-08","WSH","R",14.27,9.63,19.3,38.77,33.8,40.47,81.16,33.28,53.42,-20.15,-9.68
"175","ERIC.FEHR","2015-01-07","WSH","R",11.95,6.54,9.23,38.78,34.69,32.83,46.33,41.47,52.78,-11.31,-2.69
"176","ERIC.FEHR","2015-01-04","WSH","R",8.49,12.32,7.41,36.33,28.98,87.05,52.37,62.44,55.63,6.81,4.91
"177","ERIC.FEHR","2015-01-01","WSH","R",10.88,12.06,15.97,30.47,23.59,66.52,88.05,43.04,56.36,-13.33,-3.9
"178","ERIC.FEHR","2014-12-29","WSH","R",12.16,13.25,15.4,22.44,39.28,65.38,76.01,46.24,36.36,9.88,-2.15
"179","ERIC.FEHR","2014-12-27","WSH","R",12.11,21.91,7.21,28.16,26.83,108.58,35.7,75.25,51.21,24.05,14.71
"180","ERIC.FEHR","2014-12-23","WSH","R",11.79,9.28,8.52,29,14.88,47.22,43.35,52.14,66.08,-13.95,0.76
"181","ERIC.FEHR","2014-12-22","WSH","R",13.26,17.25,16.28,28.92,30.71,78.05,73.65,51.45,48.5,2.95,0.97
"182","ERIC.FEHR","2014-12-20","WSH","R",11.78,2.21,8.39,23.07,15.86,11.26,42.73,20.86,59.27,-38.41,-6.18
"183","ERIC.FEHR","2014-12-18","WSH","R",11.53,5.39,8.22,40.7,17.86,28.04,42.75,39.61,69.5,-29.89,-2.83
"184","ERIC.FEHR","2014-12-16","WSH","R",14.69,15.91,9.48,22.8,33.94,64.98,38.73,62.66,40.18,22.48,6.43
"185","ERIC.FEHR","2014-12-13","WSH","R",13.88,10.46,19.51,22.02,28.1,45.22,84.33,34.91,43.94,-9.03,-9.05
"186","ERIC.FEHR","2014-12-11","WSH","R",12.53,6.92,11.96,33.28,23.4,33.12,57.27,36.64,58.71,-22.07,-5.04
"187","ERIC.FEHR","2014-12-09","WSH","R",14.95,14.21,13.4,40.19,33.85,57.02,53.77,51.47,54.28,-2.81,0.81
"188","ERIC.FEHR","2014-12-06","WSH","R",11.81,11.33,9.09,24.98,38.77,57.55,46.18,55.48,39.19,16.29,2.24
"189","ERIC.FEHR","2014-12-04","WSH","R",13.47,17.53,14.26,47.66,36.82,78.08,63.52,55.14,56.41,-1.28,3.27
"190","ERIC.FEHR","2014-12-02","WSH","R",11.67,15.16,4.98,35.78,42.16,77.94,25.6,75.27,45.9,29.37,10.18
"191","ERIC.FEHR","2014-11-29","WSH","R",11.39,6.75,12.42,46.24,38.34,35.55,65.45,35.2,54.67,-19.48,-5.68
"192","ERIC.FEHR","2014-11-28","WSH","R",12.15,12.35,13.26,55.37,38.96,60.98,65.47,48.22,58.7,-10.47,-0.91
"193","ERIC.FEHR","2014-11-26","WSH","R",11.38,4.87,13.59,31.14,52.12,25.68,71.64,26.39,37.4,-11.01,-8.72
"194","ERIC.FEHR","2014-11-22","WSH","R",11.9,9.06,5.98,58.1,36.06,45.67,30.14,60.24,61.7,-1.46,3.08
"195","ERIC.FEHR","2014-11-20","WSH","R",8.1,3.81,7.13,44.18,35.74,28.25,52.83,34.84,55.28,-20.44,-3.32
"196","ERIC.FEHR","2014-11-18","WSH","R",7.8,2.6,2.71,25.64,30.32,20.03,20.86,48.99,45.82,3.17,-0.11
"197","ERIC.FEHR","2014-11-15","WSH","R",10.51,4.79,7.19,35.56,46.73,27.37,41.07,39.99,43.21,-3.22,-2.4
"198","ERIC.FEHR","2014-11-14","WSH","R",8.91,7.59,7.57,26.34,34.69,51.13,50.97,50.08,43.16,6.92,0.02
"199","ERIC.FEHR","2014-11-11","WSH","R",13.81,8,12.98,35.45,30.22,34.76,56.38,38.14,53.98,-15.84,-4.98
"200","ERIC.FEHR","2014-11-08","WSH","R",15.68,17.53,16.55,41.34,28.13,67.06,63.33,51.43,59.51,-8.08,0.98
"201","ERIC.FEHR","2014-11-02","WSH","R",7.78,8.7,4.33,34.03,46.15,67.06,33.36,66.78,42.44,24.34,4.37
"202","ERIC.FEHR","2014-11-01","WSH","R",13.64,11.91,5.62,32.35,30.02,52.39,24.73,67.94,51.87,16.07,6.29
"203","ERIC.FEHR","2014-10-26","WSH","R",16.38,13.62,14.01,29.37,31.22,49.91,51.31,49.31,48.47,0.83,-0.38
"204","ERIC.FEHR","2014-10-25","WSH","R",14.32,15.92,7.56,34.32,23.55,66.69,31.69,67.79,59.3,8.48,8.35
"205","ERIC.FEHR","2014-10-22","WSH","R",13.77,12.81,9.42,42.73,17.33,55.83,41.04,57.64,71.15,-13.51,3.4
"206","ERIC.FEHR","2014-10-18","WSH","R",14.63,11.29,19.34,32.5,19.9,46.3,79.31,36.86,62.02,-25.16,-8.05
"207","ERIC.FEHR","2014-10-16","WSH","R",12.11,11,4.74,27.03,38.4,54.52,23.47,69.91,41.32,28.59,6.27
"208","ERIC.FEHR","2014-10-14","WSH","R",18.07,21.71,13.83,26.66,27.91,72.1,45.92,61.09,48.85,12.24,7.89
"209","ERIC.FEHR","2014-10-11","WSH","R",13.74,7.26,10.81,21.55,27.49,31.72,47.21,40.18,43.95,-3.76,-3.55
"210","ERIC.FEHR","2014-10-09","WSH","R",15.18,19.3,9.17,20.34,18.21,76.27,36.26,67.78,52.76,15.02,10.12
"211","ERIC.FEHR","2014-04-13","WSH","R",13.22,6.8,11.76,30.38,49.84,30.87,53.36,36.65,37.87,-1.22,-4.96
"212","ERIC.FEHR","2014-04-11","WSH","R",12.4,6.33,19.91,47.57,31.63,30.63,96.32,24.12,60.06,-35.94,-13.58
"213","ERIC.FEHR","2014-04-10","WSH","R",13.44,17.48,10.26,27.15,47.48,78.02,45.8,63.01,36.37,26.64,7.22
"214","ERIC.FEHR","2014-04-08","WSH","R",13.33,5.87,13.36,15.14,34.24,26.41,60.13,30.51,30.66,-0.14,-7.49
"215","ERIC.FEHR","2014-04-05","WSH","R",10.79,8.99,15,28.88,34.83,49.97,83.41,37.46,45.33,-7.87,-6.01
"216","ERIC.FEHR","2014-04-04","WSH","R",11.86,7.76,13.78,23.26,23.27,39.26,69.72,36.02,49.98,-13.96,-6.02
"217","ERIC.FEHR","2014-04-01","WSH","R",10.82,12.99,13.37,35.98,43.32,72.04,74.15,49.28,45.38,3.9,-0.38
"218","ERIC.FEHR","2014-03-30","WSH","R",13.41,5.48,5.8,16.05,31.42,24.53,25.94,48.6,33.81,14.79,-0.32
"219","ERIC.FEHR","2014-03-29","WSH","R",12.02,16.73,17.37,30.86,40.69,83.53,86.72,49.06,43.14,5.93,-0.64
"220","ERIC.FEHR","2014-03-25","WSH","R",14.98,7.91,16.43,18.55,33.33,31.67,65.79,32.49,35.76,-3.27,-8.52
"221","ERIC.FEHR","2014-03-22","WSH","R",12.57,21.94,8.75,27.73,40.52,104.71,41.77,71.48,40.63,30.85,13.19
"222","ERIC.FEHR","2014-03-20","WSH","R",9.51,4.24,7.2,27.17,38.8,26.74,45.41,37.06,41.18,-4.12,-2.96
"223","ERIC.FEHR","2014-03-18","WSH","R",14.19,24.58,8.87,29.23,42.29,103.91,37.52,73.47,40.87,32.6,15.7
"224","ERIC.FEHR","2014-03-16","WSH","R",12.19,13.55,10.82,37.52,25.73,66.67,53.25,55.6,59.31,-3.72,2.73
"225","ERIC.FEHR","2014-03-14","WSH","R",12.79,7.82,13.6,36.59,34.91,36.67,63.81,36.49,51.17,-14.68,-5.79
"226","ERIC.FEHR","2014-03-11","WSH","R",14.19,8.07,12.46,32.43,37.5,34.13,52.68,39.31,46.37,-7.06,-4.39
"227","ERIC.FEHR","2014-03-10","WSH","R",13.37,15.31,9.67,32.56,32.9,68.72,43.4,61.29,49.74,11.56,5.64
"228","ERIC.FEHR","2014-03-08","WSH","R",13.68,9.27,14.49,27.38,31.94,40.67,63.53,39.03,46.16,-7.13,-5.21
"229","ERIC.FEHR","2014-03-06","WSH","R",14.56,7.55,15.79,25.67,51.8,31.1,65.09,32.33,33.13,-0.8,-8.25
"230","ERIC.FEHR","2014-03-05","WSH","R",12.64,8.02,11.78,27.03,40.39,38.06,55.9,40.51,40.09,0.41,-3.76
"231","ERIC.FEHR","2014-03-02","WSH","R",9.65,8.51,11.38,25.63,28.74,52.94,70.75,42.8,47.13,-4.33,-2.87
"232","ERIC.FEHR","2014-03-01","WSH","R",13.83,15.71,11.58,11.3,33.68,68.15,50.22,57.58,25.12,32.45,4.13
"233","ERIC.FEHR","2014-02-27","WSH","R",12.96,12,14.08,23.22,22.85,55.57,65.18,46.02,50.4,-4.39,-2.08
"234","ERIC.FEHR","2014-02-08","WSH","R",12.58,12.25,18.89,28.35,34.83,58.42,90.08,39.34,44.87,-5.53,-6.64
"235","ERIC.FEHR","2014-02-06","WSH","R",12.36,15.02,13.73,30.59,45.12,72.9,66.63,52.24,40.41,11.84,1.29
"236","ERIC.FEHR","2014-02-04","WSH","R",9.43,10.97,14.84,23.1,25.91,69.77,94.39,42.5,47.13,-4.63,-3.87
"237","ERIC.FEHR","2014-02-02","WSH","R",10.62,5.46,10.34,28.82,37.65,30.87,58.42,34.57,43.36,-8.79,-4.88
"238","ERIC.FEHR","2014-01-31","WSH","R",8.9,4,8.34,32.1,35.57,26.96,56.2,32.42,47.43,-15.01,-4.34
"239","ERIC.FEHR","2014-01-30","WSH","R",8.49,12.5,4.62,16.7,19.85,88.37,32.67,73.01,45.68,27.33,7.88
"240","ERIC.FEHR","2014-01-28","WSH","R",11.19,9.9,10.78,46.79,32.29,53.1,57.82,47.88,59.17,-11.3,-0.88
"241","ERIC.FEHR","2014-01-25","WSH","R",7.91,6.06,9.71,40.36,29.68,45.94,73.68,38.4,57.62,-19.22,-3.66
"242","ERIC.FEHR","2014-01-24","WSH","R",10.13,4.38,7.39,29.33,22.66,25.93,43.8,37.19,56.42,-19.23,-3.02
"243","ERIC.FEHR","2014-01-21","WSH","R",10.59,8.8,15.55,23.66,31.44,49.85,88.12,36.13,42.94,-6.81,-6.75
"244","ERIC.FEHR","2014-01-19","WSH","R",9.21,9.74,9.51,31.85,25.62,63.46,61.94,50.61,55.43,-4.82,0.23
"245","ERIC.FEHR","2014-01-17","WSH","R",11.35,9.59,12.56,29.69,31.8,50.7,66.38,43.3,48.28,-4.97,-2.97
"246","ERIC.FEHR","2014-01-15","WSH","R",14.6,16.26,12.09,31.58,24.88,66.83,49.69,57.35,55.93,1.43,4.17
"247","ERIC.FEHR","2014-01-14","WSH","R",16.63,12.68,11.84,40.66,50.13,45.75,42.71,51.71,44.78,6.93,0.84
"248","ERIC.FEHR","2014-01-12","WSH","R",14.86,15.01,13.23,32.04,29.09,60.59,53.43,53.14,52.42,0.72,1.77
"249","ERIC.FEHR","2014-01-10","WSH","R",13.06,13.16,15.43,39.87,37.06,60.47,70.91,46.03,51.83,-5.8,-2.27
"250","ERIC.FEHR","2014-01-09","WSH","R",15.19,30.84,17,27.53,26.18,121.81,67.14,64.47,51.25,13.21,13.84
"251","ERIC.FEHR","2014-01-04","WSH","R",14.41,15.56,7.65,24.42,13.4,64.78,31.86,67.03,64.58,2.46,7.91
"252","ERIC.FEHR","2014-01-02","WSH","R",15.96,21.05,17.54,37.59,27.49,79.14,65.93,54.55,57.76,-3.21,3.51
"253","ERIC.FEHR","2013-12-30","WSH","R",13.16,24.58,7.53,36.01,36.2,112.09,34.33,76.56,49.87,26.69,17.06
"254","ERIC.FEHR","2013-12-29","WSH","R",14.14,23.42,6.49,34.25,33.86,99.39,27.53,78.31,50.29,28.02,16.93
"255","ERIC.FEHR","2013-12-27","WSH","R",12.58,7.49,16.22,27.8,32.71,35.74,77.37,31.6,45.94,-14.34,-8.73
"256","ERIC.FEHR","2013-12-23","WSH","R",10.66,8.04,14.09,31.42,23.17,45.26,79.33,36.33,57.55,-21.23,-6.05
"257","ERIC.FEHR","2013-12-21","WSH","R",15.03,9.79,21.15,20.16,48,39.09,84.44,31.64,29.58,2.06,-11.36
"258","ERIC.FEHR","2013-12-20","WSH","R",10.83,12.85,11.08,13.87,44.77,71.19,61.37,53.7,23.66,30.04,1.77
"259","ERIC.FEHR","2013-12-17","WSH","R",13.89,14.01,10.64,29.13,36.85,60.52,45.94,56.85,44.15,12.7,3.37
"260","ERIC.FEHR","2013-12-15","WSH","R",10.71,8.42,6.23,21.81,37.53,47.19,34.92,57.47,36.75,20.72,2.19
"261","ERIC.FEHR","2013-12-13","WSH","R",12.64,12.69,13.51,23.71,41.63,60.24,64.12,48.44,36.29,12.15,-0.82
"262","ERIC.FEHR","2013-12-10","WSH","R",12.88,7.63,17.81,14.78,39,35.53,82.94,29.99,27.48,2.51,-10.18
"263","ERIC.FEHR","2013-12-08","WSH","R",13.23,14.83,10.56,43.34,30.67,67.24,47.91,58.39,58.56,-0.17,4.26
"264","ERIC.FEHR","2013-12-07","WSH","R",13.17,19.83,19.66,42.94,41.08,90.35,89.55,50.22,51.1,-0.88,0.18
"265","ERIC.FEHR","2013-12-03","WSH","R",14.62,10.98,10.07,27.69,33.47,45.05,41.34,52.15,45.28,6.87,0.9
"266","ERIC.FEHR","2013-11-30","WSH","R",15.49,14.62,11.61,40.75,37.17,56.62,44.98,55.73,52.3,3.43,3
"267","ERIC.FEHR","2013-11-29","WSH","R",14.7,14.42,20.86,24.37,32.76,58.84,85.14,40.87,42.66,-1.79,-6.44
"268","ERIC.FEHR","2013-11-27","WSH","R",11.09,15.79,9.97,22.9,32.87,85.42,53.92,61.3,41.06,20.24,5.82
"269","ERIC.FEHR","2013-11-23","WSH","R",15.82,26.82,15.22,51.48,36.02,101.74,57.71,63.81,58.84,4.97,11.61
"270","ERIC.FEHR","2013-11-02","WSH","R",12.23,16.27,11.89,20.14,34.4,79.83,58.33,57.78,36.92,20.86,4.38
"271","ERIC.FEHR","2013-11-01","WSH","R",10.92,8.36,8.53,41.77,27.43,45.93,46.88,49.49,60.36,-10.88,-0.17
"272","ERIC.FEHR","2013-10-28","WSH","R",7.39,3.19,8.82,27.8,35.68,25.93,71.6,26.58,43.8,-17.22,-5.63
"273","ERIC.FEHR","2013-10-26","WSH","R",8.01,4.06,7.37,38.22,23.7,30.38,55.22,35.49,61.73,-26.24,-3.32
"274","ERIC.FEHR","2013-10-24","WSH","R",9.75,7.63,13.01,35.04,27.35,46.97,80.04,36.98,56.16,-19.18,-5.37
"275","ERIC.FEHR","2013-10-22","WSH","R",8.15,3.29,5.4,35.83,43.89,24.19,39.78,37.81,44.94,-7.13,-2.12
"276","ERIC.FEHR","2013-10-19","WSH","R",7.98,3.18,8.42,54.17,46.52,23.89,63.3,27.4,53.8,-26.39,-5.24
"277","ERIC.FEHR","2013-10-16","WSH","R",10.12,10.94,7.12,30,39.76,64.87,42.19,60.59,43,17.59,3.83
"278","ERIC.FEHR","2013-10-14","WSH","R",11.95,10.35,8.24,25.61,38.3,51.94,41.35,55.68,40.07,15.6,2.11
"279","ERIC.FEHR","2013-10-12","WSH","R",13.39,20.67,9.77,34.35,32.3,92.61,43.78,67.9,51.54,16.36,10.9
"280","ERIC.FEHR","2013-10-10","WSH","R",9.15,10.46,3.86,32.11,39,68.57,25.32,73.03,45.16,27.88,6.6
"281","ERIC.FEHR","2013-10-05","WSH","R",12.84,6.68,7.14,33.16,40.56,31.21,33.36,48.34,44.98,3.36,-0.46
"282","ERIC.FEHR","2013-10-03","WSH","R",11.69,12.38,15.44,39.61,34.26,63.54,79.26,44.5,53.62,-9.12,-3.06
"283","ERIC.FEHR","2013-10-01","WSH","R",12.06,8.1,14.45,24.21,26.68,40.28,71.9,35.91,47.57,-11.66,-6.36
"284","ERIC.FEHR","2013-05-13","WSH","R",13.28,12.73,30.19,49.29,30.94,57.52,136.41,29.66,61.44,-31.78,-17.46
"285","ERIC.FEHR","2013-05-12","WSH","R",12.72,14.1,8.97,35.12,44.11,66.52,42.33,61.12,44.33,16.79,5.13
"286","ERIC.FEHR","2013-05-10","WSH","R",17.42,21.32,14.8,45.19,41.06,73.43,50.97,59.03,52.4,6.63,6.52
"287","ERIC.FEHR","2013-05-08","WSH","R",15.22,16.72,12.51,48.78,37.82,65.9,49.32,57.19,56.33,0.86,4.2
"288","ERIC.FEHR","2013-05-06","WSH","R",7.31,11.13,1.04,46.86,33.78,91.33,8.58,91.42,58.11,33.31,10.08
"289","ERIC.FEHR","2013-05-04","WSH","R",12.48,9.23,7.27,48.65,41.16,44.4,34.96,55.95,54.17,1.77,1.96
"290","ERIC.FEHR","2013-05-02","WSH","R",12.54,10.41,16.45,22.52,42.78,49.82,78.72,38.76,34.49,4.27,-6.04
"291","ERIC.FEHR","2013-04-27","WSH","R",13.36,9.74,18.6,36.2,37.56,43.73,83.53,34.37,49.08,-14.71,-8.86
"292","ERIC.FEHR","2013-04-25","WSH","R",11,9.02,2.45,25.41,42.37,49.18,13.37,78.62,37.49,41.13,6.57
"293","ERIC.FEHR","2013-04-23","WSH","R",12.6,19.33,2.55,49.29,35.01,92.06,12.16,88.34,58.47,29.86,16.78
"294","ERIC.FEHR","2013-04-20","WSH","R",9.56,11.03,7.53,38.21,35.35,69.23,47.26,59.43,51.94,7.49,3.5
"295","ERIC.FEHR","2013-04-18","WSH","R",12.88,7.28,15.75,21.96,40.97,33.9,73.38,31.6,34.9,-3.3,-8.48
"296","ERIC.FEHR","2013-04-16","WSH","R",7.96,10.11,7.76,33.8,20.82,76.21,58.53,56.56,61.89,-5.32,2.35
"297","ERIC.FEHR","2013-04-13","WSH","R",12.72,11.27,8.71,26.11,39.6,53.14,41.07,56.41,39.74,16.67,2.56
"298","ERIC.FEHR","2013-04-11","WSH","R",11.28,17,25.84,34.43,34.73,90.44,137.42,39.69,49.78,-10.09,-8.83
"299","ERIC.FEHR","2013-04-09","WSH","R",13.11,19.64,10.75,24.84,49.79,89.87,49.2,64.62,33.28,31.34,8.89
"300","ERIC.FEHR","2013-04-07","WSH","R",14.96,12.72,17.09,42.36,35.61,51.03,68.53,42.68,54.33,-11.66,-4.37
"301","ERIC.FEHR","2013-04-06","WSH","R",15.42,17.54,10.27,34.16,24.26,68.26,39.98,63.06,58.48,4.59,7.27
