"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA",2015-11-21,1,60,43.72,51.72,-8,45.81,43.72,51.72,0,4.04,-4.04,0,0,4.04,1.6,1.66,-0.06,49.13,1.6,1.66,6,4,-2,0,80.79,80.79
"ANA",2015-11-24,1,60,76.21,30.01,46.19,71.74,76.21,30.01,3.19,2.99,0.21,51.68,3.19,2.99,3.11,1.78,1.34,63.66,3.11,1.78,3,3,0,9.89,86.09,95.98
"ANA",2015-11-25,1,60,45.86,55.63,-9.77,45.19,45.86,55.63,0.75,2.71,-1.97,21.63,0.75,2.71,1.4,3.11,-1.71,31.02,1.4,3.11,4,4,0,2.6,91.6,94.2
"ANA",2015-11-27,1,61.88,52.63,53.32,-0.69,49.67,51.03,51.7,2.23,1.21,1.02,64.79,2.16,1.17,2.03,2.06,-0.03,49.62,1.97,2,5,4,-1,9.33,94.68,104.01
"ANA",2015-11-30,1,60,53.87,42.12,11.75,56.12,53.87,42.12,3.4,0,3.4,100,3.4,0,2.32,1.49,0.83,60.84,2.32,1.49,4,5,1,12.36,100,112.36
"ANA",2015-12-02,1,60,60.22,38.18,22.04,61.2,60.22,38.18,1.13,1.31,-0.18,46.35,1.13,1.31,2.61,1.58,1.03,62.28,2.61,1.58,4,4,0,3.49,93.2,96.69
"ANA",2015-12-04,1,60,52.2,37.5,14.71,58.2,52.2,37.5,1.02,0,1.02,100,1.02,0,2.2,1.47,0.72,59.86,2.2,1.47,5,5,0,4.51,100,104.51
"ANA",2015-12-06,1,60,50.7,43.74,6.96,53.69,50.7,43.74,1.83,0.86,0.98,68.15,1.83,0.86,2.54,1.41,1.13,64.25,2.54,1.41,3,2,-1,8.51,95.29,103.79
"ANA",2015-12-11,1,60,60.87,39.89,20.98,60.41,60.87,39.89,0.83,3.12,-2.29,21.01,0.83,3.12,3.02,2.07,0.95,59.31,3.02,2.07,4,3,-1,3.09,85.98,89.07
"ANA",2015-12-17,1,60,56.89,35.05,21.85,61.88,56.89,35.05,0,2.71,-2.71,0,0,2.71,2.82,0.99,1.84,74.05,2.82,0.99,4,4,0,0,85.55,85.55
"ANA",2015-12-19,1,60,32.22,29.34,2.88,52.34,32.22,29.34,2.2,0.94,1.26,70.08,2.2,0.94,1.88,1.45,0.43,56.46,1.88,1.45,2,0,-2,13.1,94.6,107.7
"ANA",2015-12-21,1,60,47.57,53.13,-5.56,47.24,47.57,53.13,1.9,3.77,-1.87,33.52,1.9,3.77,2.65,2.59,0.06,50.6,2.65,2.59,5,3,-2,7.62,86.91,94.53
"ANA",2015-12-22,1,62.62,33.83,44.04,-10.21,43.44,32.42,42.2,1.81,2.26,-0.44,44.56,1.74,2.16,1.03,2.57,-1.53,28.7,0.99,2.46,7,6,-1,11.62,90.24,101.86
"ANA",2015-12-27,1,60,49.31,26.75,22.55,64.83,49.31,26.75,4.12,1.44,2.67,74.04,4.12,1.44,2.29,1.35,0.94,62.96,2.29,1.35,8,6,-2,12.55,92.16,104.71
"ANA",2015-12-29,1,60,36.39,23.47,12.92,60.8,36.39,23.47,0.8,0,0.8,100,0.8,0,2.25,0.48,1.77,82.54,2.25,0.48,7,5,-2,4.54,100,104.54
"ANA",2015-12-31,1,60,51.31,32.53,18.79,61.2,51.31,32.53,0.34,0,0.34,100,0.34,0,2.71,1.44,1.28,65.41,2.71,1.44,5,4,-1,1.14,100,101.14
"ANA",2016-01-01,1,65,45.76,28.81,16.96,61.37,42.24,26.59,0.33,0.82,-0.49,28.61,0.3,0.76,1.69,1.07,0.62,61.19,1.56,0.99,3,2,-1,1.48,95.97,97.45
"ANA",2016-01-03,1,60,73.87,28.76,45.11,71.98,73.87,28.76,2.44,0.81,1.63,75.05,2.44,0.81,2.77,1.36,1.41,67.07,2.77,1.36,7,5,-2,6.06,94.79,100.85
"ANA",2016-01-06,1,60,47.45,61.77,-14.32,43.45,47.45,61.77,0,3.44,-3.44,0,0,3.44,2.45,3.33,-0.88,42.42,2.45,3.33,10,5,-5,0,89.37,89.37
"ANA",2016-01-08,1,65,57.12,46.17,10.95,55.3,52.73,42.62,2.64,2.74,-0.1,49.08,2.44,2.53,2.98,1.77,1.22,62.84,2.76,1.63,5,6,1,8.36,89.3,97.66
"ANA",2016-01-10,1,60,59.43,49.83,9.6,54.39,59.43,49.83,0.87,2.25,-1.38,27.93,0.87,2.25,2.67,1.92,0.75,58.11,2.67,1.92,3,2,-1,3.34,89.14,92.48
"ANA",2016-01-13,1,60,59.45,37.63,21.82,61.24,59.45,37.63,3.25,1.09,2.16,74.93,3.25,1.09,3.01,1.24,1.77,70.84,3.01,1.24,4,5,1,8.94,95.11,104.05
"ANA",2016-01-15,1,60,56.5,43.95,12.54,56.24,56.5,43.95,3.99,2.63,1.36,60.28,3.99,2.63,4.72,1.72,2.99,73.23,4.72,1.72,4,3,-1,12.62,86.19,98.81
"ANA",2016-01-17,1,60,50.66,46.84,3.82,51.96,50.66,46.84,2.24,1.94,0.3,53.57,2.24,1.94,2.23,1.96,0.27,53.23,2.23,1.96,4,5,1,8.84,91.39,100.23
"ANA",2016-01-20,1,60,52.08,44.46,7.62,53.95,52.08,44.46,2.02,0.93,1.09,68.44,2.02,0.93,2.24,1.68,0.56,57.16,2.24,1.68,3,1,-2,7.9,95.49,103.39
"ANA",2016-01-23,1,60,40.77,33.52,7.25,54.88,40.77,33.52,2.85,2.66,0.19,51.75,2.85,2.66,2.08,1.37,0.71,60.31,2.08,1.37,4,4,0,10.4,87.59,97.99
"ANA",2016-01-26,1,60,54.33,52.62,1.7,50.8,54.33,52.62,4.34,2.03,2.3,68.06,4.34,2.03,2.85,2.24,0.61,56.02,2.85,2.24,6,6,0,12.53,93.18,105.71
"ANA",2016-02-02,1,60,49.69,46.79,2.9,51.5,49.69,46.79,4.2,2.23,1.97,65.3,4.2,2.23,2.46,1.87,0.58,56.7,2.46,1.87,3,4,1,17.05,90.45,107.5
"ANA",2016-02-04,1,60,48.51,34.1,14.41,58.72,48.51,34.1,3.12,1.19,1.93,72.44,3.12,1.19,1.74,1.41,0.33,55.29,1.74,1.41,3,6,3,15.33,93.56,108.9
"ANA",2016-02-05,1,60,63.71,44.44,19.27,58.91,63.71,44.44,4.11,1.36,2.75,75.12,4.11,1.36,2.55,1.61,0.95,61.39,2.55,1.61,5,7,2,12.22,94.13,106.35
"ANA",2016-02-08,1,60,46.75,54.42,-7.67,46.21,46.75,54.42,2.02,6.2,-4.19,24.53,2.02,6.2,1.77,3.65,-1.87,32.72,1.77,3.65,2,2,0,6.66,81.51,88.17
"ANA",2016-02-09,1,60,54.71,47.28,7.42,53.64,54.71,47.28,2.37,0.35,2.02,87.13,2.37,0.35,2.52,1.16,1.36,68.56,2.52,1.16,10,9,-1,8.58,98.42,107.01
"ANA",2016-02-11,1,65,44.61,54.53,-9.91,45,41.18,50.33,2.64,2.41,0.22,52.19,2.43,2.23,2.12,3.37,-1.25,38.62,1.96,3.11,5,3,-2,9.63,91.48,101.1
"ANA",2016-02-13,1,62.27,57.59,33.72,23.87,63.07,55.49,32.49,2.01,1.24,0.77,61.83,1.94,1.2,2.93,1.19,1.74,71.12,2.82,1.15,3,4,1,5.83,93.8,99.63
"ANA",2016-02-15,1,60,45.9,43.92,1.99,51.11,45.9,43.92,4.02,2.66,1.35,60.12,4.02,2.66,2.81,2.22,0.58,55.8,2.81,2.22,6,4,-2,17.45,91.19,108.64
"ANA",2016-02-16,1,60,47.43,43.31,4.12,52.27,47.43,43.31,2.51,1.77,0.74,58.7,2.51,1.77,1.89,2.39,-0.5,44.17,1.89,2.39,4,4,0,9.56,92.1,101.65
"ANA",2016-02-18,1,60,40.47,35.57,4.9,53.23,40.47,35.57,3.28,1.19,2.09,73.32,3.28,1.19,1.98,1.11,0.87,64.07,1.98,1.11,5,4,-1,11.37,93.1,104.48
"ANA",2016-02-21,1,60,69.47,35.94,33.53,65.91,69.47,35.94,3.77,1.13,2.63,76.86,3.77,1.13,3.67,1.68,2,68.68,3.67,1.68,7,6,-1,11.16,93.54,104.7
"ANA",2016-02-24,1,60,58.27,42.93,15.34,57.58,58.27,42.93,0.36,0,0.36,100,0.36,0,2.6,1.84,0.76,58.6,2.6,1.84,4,3,-1,1.47,100,101.47
"ANA",2016-02-26,1,61.4,60.05,35.36,24.69,62.94,58.68,34.55,0.95,1,-0.04,48.85,0.93,0.98,2.22,1.12,1.11,66.57,2.17,1.09,3,3,0,3.15,93.83,96.98
"ANA",2016-02-28,1,60,56.68,45.35,11.34,55.56,56.68,45.35,1.89,1.15,0.74,62.22,1.89,1.15,2.44,1.56,0.88,60.99,2.44,1.56,6,7,1,7.91,94.65,102.57
"ANA",2016-03-02,1,65,47.29,50.39,-3.1,48.41,43.65,46.52,1.19,2.01,-0.82,37.2,1.1,1.86,2.54,1.34,1.2,65.42,2.35,1.24,5,7,2,4.54,90.63,95.16
"ANA",2016-03-03,1,60,41.63,48.8,-7.17,46.04,41.63,48.8,2.71,0.36,2.35,88.26,2.71,0.36,1.21,2.53,-1.32,32.34,1.21,2.53,11,15,4,12.91,98.52,111.42
"ANA",2016-03-05,1,60,29.53,51.67,-22.14,36.37,29.53,51.67,1.56,0.71,0.85,68.77,1.56,0.71,1.17,1.68,-0.51,40.98,1.17,1.68,11,7,-4,9.12,97.16,106.28
"ANA",2016-03-07,1,65,55.79,42.12,13.67,56.98,51.5,38.88,0.66,1.06,-0.4,38.33,0.61,0.98,2.12,2.17,-0.06,49.34,1.95,2.01,4,4,0,2.44,95.98,98.42
"ANA",2016-03-09,1,60,61.29,42.76,18.52,58.9,61.29,42.76,0,2.48,-2.48,0,0,2.48,2.36,1.73,0.63,57.75,2.36,1.73,4,5,1,0,90.98,90.98
"ANA",2016-03-11,1,60,37.62,38.31,-0.69,49.55,37.62,38.31,1.1,4.11,-3.01,21.07,1.1,4.11,1.96,1.95,0,50.05,1.96,1.95,4,4,0,4.86,80.96,85.82
"ANA",2016-03-14,1,60,45.28,35.06,10.21,56.36,45.28,35.06,6.17,1.11,5.06,84.79,6.17,1.11,2.43,1.92,0.51,55.81,2.43,1.92,4,3,-1,24.55,94.61,119.17
"ANA",2016-03-16,1,60,48.2,35.21,12.99,57.79,48.2,35.21,0.87,1.77,-0.9,32.95,0.87,1.77,1.37,1.7,-0.33,44.69,1.37,1.7,3,0,-3,3.98,91.14,95.12
"ANA",2016-03-18,1,60,61.83,52.23,9.6,54.21,61.83,52.23,4,0,4,100,4,0,3.49,2.75,0.73,55.86,3.49,2.75,4,4,0,13.27,100,113.27
"ANA",2016-03-20,1,64.02,42.39,42.5,-0.11,49.94,39.73,39.83,1.89,1.91,-0.02,49.78,1.77,1.79,1.7,1.32,0.38,56.26,1.59,1.24,4,3,-1,6.76,93.39,100.15
"ANA",2016-03-22,1,60,60.49,40.32,20.16,60,60.49,40.32,2.84,3.93,-1.09,41.95,2.84,3.93,2.19,1.39,0.8,61.16,2.19,1.39,2,3,1,8.68,81.85,90.53
"ANA",2016-03-24,1,60.68,57.81,43.91,13.9,56.83,57.16,43.42,4.76,3.3,1.46,59.06,4.71,3.26,3.2,1.55,1.66,67.46,3.17,1.53,6,4,-2,14,85.08,99.08
"ANA",2016-03-26,1,62.63,48.59,49.05,-0.46,49.77,46.55,46.98,2.35,3,-0.66,43.86,2.25,2.88,1.58,2.55,-0.97,38.25,1.51,2.45,7,6,-1,8.06,90.89,98.94
"ANA",2016-03-28,1,60,35.34,45.3,-9.96,43.82,35.34,45.3,1.84,0.83,1.02,69.04,1.84,0.83,1.68,1.85,-0.17,47.65,1.68,1.85,3,4,1,9.02,96.22,105.23
"ANA",2016-03-30,1,60,55.49,51.7,3.79,51.77,55.49,51.7,7.71,2.35,5.36,76.67,7.71,2.35,3.74,1.81,1.93,67.41,3.74,1.81,5,6,1,29.45,88.67,118.12
"ANA",2016-04-01,1,60,54.44,43.23,11.22,55.74,54.44,43.23,2,2.8,-0.81,41.59,2,2.8,3.55,2.19,1.36,61.84,3.55,2.19,3,2,-1,6.11,87.81,93.92
"ANA",2016-04-03,1,60,66.37,48.11,18.26,57.97,66.37,48.11,5.83,0.43,5.4,93.16,5.83,0.43,4.05,1.95,2.09,67.46,4.05,1.95,5,3,-2,18.1,98.02,116.11
"ANA",2016-04-05,1,63.12,59.36,43.56,15.79,57.67,56.43,41.41,0.36,1.16,-0.8,23.82,0.35,1.11,2.51,2.09,0.42,54.6,2.39,1.98,3,4,1,1.23,95.29,96.52
"ANA",2016-04-07,1,60,33.68,55.01,-21.33,37.97,33.68,55.01,0.92,1.71,-0.79,34.91,0.92,1.71,1.26,2.5,-1.24,33.53,1.26,2.5,7,7,0,6.17,93.26,99.42
"ANA",2016-04-09,1,60,48.91,46.69,2.23,51.16,48.91,46.69,3.43,2.74,0.7,55.65,3.43,2.74,1.78,2.31,-0.53,43.57,1.78,2.31,8,4,-4,12.02,89.1,101.12
"ANA",2016-04-10,1,60,36.89,46.96,-10.07,44,36.89,46.96,1.75,0,1.75,100,1.75,0,1.75,1.6,0.15,52.2,1.75,1.6,5,5,0,9.61,100,109.61
"ARI",2015-10-09,1,60,31.7,56.64,-24.93,35.89,31.7,56.64,3.19,2.48,0.71,56.26,3.19,2.48,1.3,3.21,-1.91,28.78,1.3,3.21,5,4,-1,15.71,92.66,108.37
"ARI",2015-10-10,1,60,77.84,43.04,34.8,64.39,77.84,43.04,1.7,1.14,0.56,59.8,1.7,1.14,2.88,1.7,1.17,62.79,2.88,1.7,7,6,-1,4.47,95.15,99.62
"ARI",2015-10-14,1,60,46.53,43.53,3,51.66,46.53,43.53,3.45,0,3.45,100,3.45,0,1.85,1.88,-0.02,49.71,1.85,1.88,4,7,3,13.12,100,113.12
"ARI",2015-10-15,1,60,43.98,39.42,4.56,52.73,43.98,39.42,3.23,4.54,-1.31,41.59,3.23,4.54,1.88,1.94,-0.06,49.24,1.88,1.94,8,9,1,13.9,82.41,96.32
"ARI",2015-10-17,1,60,52.47,60.1,-7.63,46.61,52.47,60.1,2.43,4.62,-2.18,34.5,2.43,4.62,2.01,2.33,-0.32,46.27,2.01,2.33,7,5,-2,9.77,87.61,97.38
"ARI",2015-10-20,1,60.72,33.1,32.76,0.34,50.26,32.71,32.38,0.85,3.96,-3.11,17.66,0.84,3.91,1.26,1.81,-0.55,41,1.25,1.79,4,6,2,5.51,83.08,88.59
"ARI",2015-10-22,1,60,44.86,42.5,2.36,51.35,44.86,42.5,0.83,2.52,-1.68,24.86,0.83,2.52,2.04,1.9,0.13,51.7,2.04,1.9,3,3,0,2.6,90.31,92.91
"ARI",2015-10-24,1,60,39.07,59.58,-20.52,39.6,39.07,59.58,2.9,1.11,1.79,72.35,2.9,1.11,1.83,2.79,-0.96,39.64,1.83,2.79,3,2,-1,11.82,96.58,108.4
"ARI",2015-10-26,1,60,32.01,53.84,-21.83,37.28,32.01,53.84,2.63,2.18,0.44,54.62,2.63,2.18,2.3,3.75,-1.45,38.04,2.3,3.75,3,5,2,13.23,91.78,105.02
"ARI",2015-10-27,1,60,40.74,41.86,-1.13,49.32,40.74,41.86,0,4.87,-4.87,0,0,4.87,1.04,2.25,-1.21,31.61,1.04,2.25,6,3,-3,0,79.04,79.04
"ARI",2015-10-30,1,60,49.5,32.6,16.9,60.29,49.5,32.6,2.22,3.28,-1.07,40.29,2.22,3.28,2.29,1.39,0.9,62.25,2.29,1.39,4,2,-2,8.15,82.09,90.24
"ARI",2015-11-05,1,60,41.82,47.17,-5.35,46.99,41.82,47.17,2.87,1.8,1.07,61.42,2.87,1.8,2.02,2.19,-0.16,48.08,2.02,2.19,5,6,1,11.12,93.07,104.19
"ARI",2015-11-07,1,60,50.88,42.21,8.67,54.66,50.88,42.21,0.35,3.42,-3.07,9.31,0.35,3.42,2.33,1.41,0.92,62.33,2.33,1.41,4,4,0,1.16,86.88,88.04
"ARI",2015-11-09,1,61.3,42.98,59.88,-16.9,41.78,42.07,58.61,2.32,2.31,0.01,50.1,2.27,2.26,2.28,2.07,0.2,52.34,2.23,2.03,4,5,1,9.6,92.92,102.52
"ARI",2015-11-10,1,60,38.03,56.75,-18.72,40.13,38.03,56.75,2.85,1.36,1.5,67.77,2.85,1.36,1.8,1.89,-0.09,48.84,1.8,1.89,2,3,1,14.13,95.45,109.58
"ARI",2015-11-12,1,60,46.08,43.03,3.05,51.71,46.08,43.03,3.79,0.86,2.93,81.47,3.79,0.86,2.15,1.65,0.49,56.51,2.15,1.65,4,3,-1,14.65,96.06,110.71
"ARI",2015-11-14,1,60,41.04,33.49,7.55,55.07,41.04,33.49,1.87,3.68,-1.81,33.71,1.87,3.68,2.12,2.4,-0.28,46.88,2.12,2.4,11,11,0,8.72,85,93.72
"ARI",2015-11-16,1,60,40.49,54.26,-13.77,42.73,40.49,54.26,1.09,3.81,-2.72,22.23,1.09,3.81,2.77,2.47,0.29,52.79,2.77,2.47,4,3,-1,4.2,88.16,92.36
"ARI",2015-11-19,1,60,46.41,57.87,-11.46,44.5,46.41,57.87,2.31,1.48,0.83,61.01,2.31,1.48,2.05,2.33,-0.28,46.79,2.05,2.33,5,2,-3,12.48,94.5,106.97
"ARI",2015-11-21,1,60,37.67,43.23,-5.57,46.56,37.67,43.23,0.68,4.15,-3.47,14.04,0.68,4.15,2.07,2.12,-0.04,49.49,2.07,2.12,6,7,1,2.76,83.63,86.39
"ARI",2015-11-25,1,60,55.63,45.86,9.77,54.81,55.63,45.86,2.71,0.75,1.97,78.37,2.71,0.75,3.11,1.4,1.71,68.98,3.11,1.4,4,4,0,8.4,97.4,105.8
"ARI",2015-11-27,1,64.33,36.86,43.27,-6.42,46,34.37,40.36,1.51,0.33,1.19,82.32,1.41,0.3,1.41,1.46,-0.05,49.09,1.31,1.36,7,3,-4,8.51,98.38,106.89
"ARI",2015-11-28,1,60,36.92,53.46,-16.54,40.85,36.92,53.46,4.48,2.13,2.35,67.81,4.48,2.13,2.34,1.88,0.46,55.45,2.34,1.88,3,2,-1,25.04,93.04,118.08
"ARI",2015-12-01,1,60,28.51,54.72,-26.21,34.25,28.51,54.72,1.33,3.25,-1.92,29.08,1.33,3.25,0.75,2.2,-1.45,25.38,0.75,2.2,2,2,0,11.39,91.06,102.45
"ARI",2015-12-03,1,60,27.7,60.15,-32.46,31.53,27.7,60.15,0.88,4.9,-4.02,15.17,0.88,4.9,1.22,3.21,-1.99,27.59,1.22,3.21,5,2,-3,4.18,87.87,92.05
"ARI",2015-12-04,1,60,31.73,44.42,-12.69,41.67,31.73,44.42,1.63,5.44,-3.8,23.09,1.63,5.44,1.2,2.35,-1.15,33.83,1.2,2.35,2,3,1,9.88,81.46,91.34
"ARI",2015-12-06,1,60,34.91,47.04,-12.13,42.6,34.91,47.04,3.26,4.32,-1.06,43,3.26,4.32,1.69,2.4,-0.71,41.3,1.69,2.4,4,4,0,17.03,77.8,94.83
"ARI",2015-12-08,1,60,40.61,50.79,-10.18,44.43,40.61,50.79,0.85,4.54,-3.69,15.8,0.85,4.54,1.67,2.14,-0.48,43.74,1.67,2.14,3,4,1,4.53,80.14,84.67
"ARI",2015-12-11,1,60.57,31.29,37.63,-6.34,45.4,31,37.28,1.31,0.81,0.5,61.76,1.3,0.8,1.07,1.35,-0.27,44.35,1.06,1.34,4,6,2,8.46,96.54,105
"ARI",2015-12-12,1,60.88,46.04,55.38,-9.34,45.39,45.37,54.58,3.46,2.82,0.64,55.13,3.41,2.78,1.87,2.92,-1.05,38.99,1.84,2.88,3,2,-1,14.14,90.46,104.59
"ARI",2015-12-17,1,60,56.11,37.14,18.97,60.17,56.11,37.14,4.68,6.28,-1.61,42.68,4.68,6.28,2.7,2.36,0.34,53.38,2.7,2.36,2,4,2,17.59,69.08,86.67
"ARI",2015-12-19,1,60,58.43,45.23,13.2,56.37,58.43,45.23,1.17,0,1.17,100,1.17,0,2.07,1.44,0.63,59.01,2.07,1.44,3,2,-1,4.02,100,104.02
"ARI",2015-12-22,1,60,39.46,73.15,-33.69,35.04,39.46,73.15,3.32,1.37,1.96,70.85,3.32,1.37,1.84,3.44,-1.6,34.86,1.84,3.44,3,5,2,13.74,96.8,110.55
"ARI",2015-12-26,1,60.6,48.57,53.46,-4.9,47.6,48.09,52.93,1.1,1.98,-0.88,35.67,1.09,1.96,1.82,1.93,-0.11,48.48,1.8,1.91,8,6,-2,4.68,92.71,97.4
"ARI",2015-12-27,1,64.28,46.4,62.54,-16.14,42.59,43.31,58.37,1.14,0.36,0.78,75.89,1.07,0.34,1.61,1.81,-0.2,47.1,1.51,1.69,8,7,-1,4.48,99.03,103.51
"ARI",2015-12-29,1,60,49.2,46.31,2.9,51.52,49.2,46.31,3.33,4.35,-1.01,43.4,3.33,4.35,2.21,1.78,0.42,55.32,2.21,1.78,4,8,4,12.12,85.64,97.76
"ARI",2015-12-31,1,60,36.75,67.2,-30.45,35.35,36.75,67.2,1.88,2.21,-0.33,45.95,1.88,2.21,1.64,2.69,-1.05,37.83,1.64,2.69,4,6,2,10.1,93.52,103.62
"ARI",2016-01-02,1,65,55.36,56.64,-1.27,49.43,51.11,52.28,2.58,2.34,0.25,52.51,2.38,2.16,2.75,2.72,0.03,50.32,2.54,2.51,5,4,-1,8.7,93.19,101.89
"ARI",2016-01-04,1,60,39.19,52.64,-13.46,42.67,39.19,52.64,2.34,1.53,0.81,60.42,2.34,1.53,2.12,2.33,-0.21,47.6,2.12,2.33,2,2,0,9.31,95.3,104.62
"ARI",2016-01-07,1,60,45.52,46.54,-1.02,49.45,45.52,46.54,1.26,0.36,0.89,77.5,1.26,0.36,2.25,1.86,0.39,54.75,2.25,1.86,3,3,0,4.82,98.32,103.15
"ARI",2016-01-09,1,60,36.38,47.63,-11.25,43.3,36.38,47.63,2.26,0,2.26,100,2.26,0,1.9,1.49,0.41,56.1,1.9,1.49,4,3,-1,9.1,100,109.1
"ARI",2016-01-12,1,64.85,51.26,58.28,-7.02,46.79,47.42,53.92,1.34,1.71,-0.37,43.93,1.24,1.58,2.04,1.74,0.3,54.01,1.89,1.61,3,4,1,5.24,93.63,98.88
"ARI",2016-01-14,1,62.13,45.77,41.5,4.27,52.44,44.2,40.08,1.39,1.03,0.36,57.49,1.35,1,1.77,1.74,0.03,50.44,1.71,1.68,4,4,0,5.27,94.27,99.55
"ARI",2016-01-16,1,60,67.35,31.23,36.12,68.32,67.35,31.23,0,2.17,-2.17,0,0,2.17,2.93,1.02,1.91,74.15,2.93,1.02,4,7,3,0,87.04,87.04
"ARI",2016-01-18,1,60,43.26,51.95,-8.69,45.44,43.26,51.95,0.84,0.45,0.39,65.18,0.84,0.45,1.95,2.29,-0.34,45.95,1.95,2.29,8,9,1,3.91,98.49,102.4
"ARI",2016-01-21,1,60,46.57,49.33,-2.76,48.56,46.57,49.33,0.83,1.96,-1.13,29.71,0.83,1.96,1.29,1.94,-0.66,39.87,1.29,1.94,2,1,-1,4.25,91.78,96.03
"ARI",2016-01-23,1,60,37.49,47.92,-10.43,43.89,37.49,47.92,2.4,1.73,0.67,58.16,2.4,1.73,1.43,1.44,-0.01,49.85,1.43,1.44,3,6,3,12.32,92.13,104.45
