"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"CAR",2016-10-28,1,60,39.23,43.07,-3.84,47.67,39.23,43.07,2.36,1.17,1.19,66.93,2.36,1.17,1.38,1.94,-0.57,41.47,1.38,1.94,2,1,-1,12.77,95.21,107.98
"CAR",2016-10-30,1,60,54.37,49.04,5.34,52.58,54.37,49.04,2.78,4.68,-1.9,37.25,2.78,4.68,2.4,1.94,0.47,55.38,2.4,1.94,3,2,-1,11.4,80.72,92.13
"CAR",2016-11-01,1,63.15,51.9,42.21,9.69,55.15,49.31,40.1,1.17,1.38,-0.21,45.94,1.11,1.31,2.48,1.2,1.28,67.37,2.36,1.14,5,6,1,3.98,95.14,99.13
"CAR",2016-11-05,1,65,53.07,44.39,8.68,54.45,48.99,40.98,2.88,2.01,0.87,58.94,2.66,1.85,2.02,1.74,0.28,53.73,1.86,1.6,2,3,1,11.89,91.71,103.6
"CAR",2016-11-06,1,60,56.11,42.57,13.54,56.86,56.11,42.57,0.83,2.96,-2.13,21.96,0.83,2.96,2.51,1.5,1.01,62.63,2.51,1.5,3,4,1,3.09,84.49,87.58
"CAR",2016-11-08,1,65,40.21,55.82,-15.61,41.87,37.12,51.53,1.13,1.94,-0.81,36.77,1.04,1.79,2.05,2.81,-0.75,42.27,1.9,2.59,3,1,-2,4.01,94.53,98.54
"CAR",2016-11-10,1,60,47.33,37.53,9.81,55.78,47.33,37.53,1.68,2.98,-1.3,36.09,1.68,2.98,1.63,2.31,-0.68,41.41,1.63,2.31,4,3,-1,6.72,86.92,93.64
"CAR",2016-11-12,1,60,61.04,38.58,22.46,61.27,61.04,38.58,3.71,0.98,2.73,79.16,3.71,0.98,4.13,1.77,2.36,70.03,4.13,1.77,3,7,4,9.42,94.06,103.48
"CAR",2016-11-15,1,60,55.04,38.24,16.8,59,55.04,38.24,0.98,0,0.98,100,0.98,0,2.93,1.67,1.27,63.77,2.93,1.67,1,1,0,3.18,100,103.18
"CAR",2016-11-18,1,60,43.22,51.96,-8.74,45.41,43.22,51.96,3.12,1.78,1.34,63.7,3.12,1.78,1.81,2.49,-0.68,42.06,1.81,2.49,1,4,3,18.99,93.86,112.85
"CAR",2016-11-20,1,60,58.65,36.36,22.29,61.73,58.65,36.36,1.56,0.98,0.58,61.32,1.56,0.98,2.6,1.9,0.7,57.75,2.6,1.9,5,9,4,4.37,95.64,100.01
"CAR",2016-11-22,1,60,51.57,50.4,1.16,50.57,51.57,50.4,2.73,1.08,1.65,71.6,2.73,1.08,3.78,2.37,1.42,61.54,3.78,2.37,3,1,-2,9.81,95.7,105.5
"CAR",2016-11-24,1,60,51.1,34.87,16.22,59.44,51.1,34.87,1.05,2.06,-1.02,33.63,1.05,2.06,2.06,1.66,0.4,55.4,2.06,1.66,2,3,1,3.79,88.66,92.46
"CAR",2016-11-26,1,60,47.43,34.37,13.06,57.98,47.43,34.37,1.15,2.06,-0.9,35.95,1.15,2.06,2.61,1.94,0.67,57.38,2.61,1.94,1,1,0,3.98,90.56,94.54
"CAR",2016-11-27,1,60,47.42,62.64,-15.22,43.08,47.42,62.64,2.19,1.31,0.89,62.67,2.19,1.31,3.24,2.54,0.7,56.09,3.24,2.54,4,3,-1,7.67,95.48,103.15
"CAR",2016-11-29,1,60,52.32,42.2,10.12,55.35,52.32,42.2,1.68,2.37,-0.69,41.49,1.68,2.37,1.98,2.04,-0.06,49.23,1.98,2.04,4,3,-1,6.68,86.33,93.01
"CAR",2016-12-01,1,65,45.09,59.62,-14.53,43.06,41.62,55.04,0.33,0.59,-0.26,35.91,0.3,0.54,2.23,2.1,0.13,51.47,2.06,1.94,4,2,-2,1.21,97.94,99.14
"CAR",2016-12-03,1,60,45.94,43.73,2.21,51.23,45.94,43.73,1.88,3.38,-1.5,35.73,1.88,3.38,2.08,2.34,-0.27,46.98,2.08,2.34,2,3,1,7.85,83.67,91.53
"CAR",2016-12-04,1,61.43,52.11,49.73,2.39,51.17,50.9,48.57,0.39,0,0.39,100,0.38,0,1.77,2.45,-0.69,41.87,1.73,2.4,5,4,-1,1.48,100,101.48
"CAR",2016-12-07,1,65,45.36,57.12,-11.76,44.26,41.87,52.72,3.86,5.35,-1.5,41.87,3.56,4.94,2.46,2.45,0.01,50.1,2.27,2.26,3,5,2,14.98,83.73,98.71
"CAR",2016-12-08,1,60,39.15,44.65,-5.5,46.72,39.15,44.65,4.03,0.83,3.2,82.89,4.03,0.83,1.32,1.61,-0.29,45.03,1.32,1.61,3,0,-3,21.47,94.98,116.45
"CAR",2016-12-10,1,60,51.68,42.32,9.37,54.98,51.68,42.32,3.01,4.45,-1.44,40.35,3.01,4.45,3.23,2.38,0.86,57.62,3.23,2.38,2,3,1,11.35,76.45,87.8
"CAR",2016-12-13,1,60,55.88,46.57,9.31,54.54,55.88,46.57,5.98,5.65,0.33,51.41,5.98,5.65,2.93,3.03,-0.1,49.15,2.93,3.03,3,4,1,19.64,79.61,99.25
"CAR",2016-12-16,1,65,47,44.11,2.89,51.58,43.38,40.72,2.52,1.9,0.62,57.04,2.32,1.75,2.68,1.65,1.03,61.89,2.48,1.52,2,6,4,10.74,91,101.74
"CAR",2016-12-17,1,65,44.73,57.49,-12.75,43.76,41.29,53.06,1.01,0.79,0.22,56.21,0.94,0.73,2.19,1.5,0.69,59.33,2.02,1.38,0,1,1,5.24,96.47,101.71
"CAR",2016-12-22,1,60,45.23,30.14,15.08,60.01,45.23,30.14,2.38,0.84,1.54,73.99,2.38,0.84,2.14,1.43,0.71,59.91,2.14,1.43,3,5,2,7.42,95.69,103.11
"CAR",2016-12-23,1,62.55,39.21,46.57,-7.36,45.71,37.61,44.67,1.68,1.17,0.51,59.01,1.61,1.12,0.92,2.08,-1.16,30.78,0.89,2,3,2,-1,8.22,95.41,103.64
"CAR",2016-12-28,1,60,74.81,39.76,35.04,65.29,74.81,39.76,1.92,2.95,-1.03,39.38,1.92,2.95,3.87,1.95,1.92,66.53,3.87,1.95,0,0,0,4.73,87.79,92.53
"CAR",2016-12-30,1,60,45.99,50.81,-4.81,47.51,45.99,50.81,2.81,2.17,0.65,56.49,2.81,2.17,3.85,2.71,1.14,58.72,3.85,2.71,1,1,0,9.98,91.33,101.32
"CAR",2016-12-31,1,60,36.28,47.8,-11.51,43.15,36.28,47.8,0.92,1.61,-0.69,36.4,0.92,1.61,1.19,1.94,-0.74,38.16,1.19,1.94,3,4,1,4.53,93.49,98.02
"CAR",2017-01-03,1,60,49.75,33.82,15.93,59.53,49.75,33.82,1.08,2,-0.92,35.11,1.08,2,2.24,1.22,1.01,64.65,2.24,1.22,2,4,2,4.53,87.96,92.5
"CAR",2017-01-05,1,60,50.17,43.57,6.61,53.52,50.17,43.57,2.42,1.21,1.21,66.61,2.42,1.21,2.57,1.56,1.01,62.2,2.57,1.56,5,5,0,7.18,94.25,101.43
"CAR",2017-01-06,1,60,51.42,39.07,12.35,56.82,51.42,39.07,0.79,1.22,-0.43,39.28,0.79,1.22,2.76,2.12,0.63,56.46,2.76,2.12,3,3,0,2.48,94.54,97.02
"CAR",2017-01-08,1,61.57,59.92,53.13,6.79,53,58.39,51.78,3.42,2.41,1.01,58.67,3.33,2.35,3.27,3.07,0.21,51.62,3.19,2.99,1,1,0,10.6,92.25,102.86
"CAR",2017-01-10,1,60,50.2,47.47,2.73,51.4,50.2,47.47,3.57,2.89,0.68,55.24,3.57,2.89,2.59,3.46,-0.86,42.86,2.59,3.46,4,2,-2,14.03,87.18,101.22
"CAR",2017-01-13,1,60,55.36,61.01,-5.65,47.57,55.36,61.01,4.89,3.13,1.76,60.97,4.89,3.13,3.37,4.39,-1.01,43.47,3.37,4.39,2,4,2,13.66,91.6,105.26
"CAR",2017-01-14,1,60,69.35,53.86,15.49,56.28,69.35,53.86,5.95,3.43,2.52,63.43,5.95,3.43,3.98,2.87,1.11,58.08,3.98,2.87,0,0,0,14.59,87.86,102.45
"CAR",2017-01-17,1,60,46.98,53.06,-6.08,46.96,46.98,53.06,0.99,4.55,-3.56,17.83,0.99,4.55,3.4,2.44,0.97,58.28,3.4,2.44,4,2,-2,4.64,86.91,91.55
"CAR",2017-01-20,1,60,49.74,62.71,-12.97,44.23,49.74,62.71,2.83,6.43,-3.6,30.59,2.83,6.43,2.67,4.74,-2.07,36.04,2.67,4.74,3,3,0,12.18,84.68,96.86
"CAR",2017-01-21,1,60,45.95,37.26,8.68,55.22,45.95,37.26,1.12,3.16,-2.03,26.25,1.12,3.16,3.16,2.47,0.69,56.14,3.16,2.47,2,6,4,3.8,83.48,87.27
"CAR",2017-01-23,1,60,49.71,43.75,5.96,53.19,49.71,43.75,0.34,4.55,-4.21,6.99,0.34,4.55,1.86,1.46,0.39,55.92,1.86,1.46,4,6,2,1.63,82.94,84.57
"CAR",2017-01-26,1,60,41.14,52.04,-10.9,44.15,41.14,52.04,0,1.99,-1.99,0,0,1.99,2.35,3.21,-0.86,42.28,2.35,3.21,2,5,3,0,92.88,92.88
"CAR",2017-01-31,1,60,62.09,26.57,35.52,70.03,62.09,26.57,3.53,0.32,3.21,91.66,3.53,0.32,3.69,1.05,2.64,77.86,3.69,1.05,5,7,2,13.48,96.81,110.29
"CAR",2017-02-03,1,60,49.61,34.87,14.73,58.72,49.61,34.87,1.15,0.8,0.34,58.8,1.15,0.8,2.33,1.83,0.49,55.93,2.33,1.83,3,1,-2,5.65,95.73,101.38
"CAR",2017-02-04,1,62.87,40.41,61.76,-21.35,39.55,38.57,58.94,3.91,3.39,0.52,53.56,3.73,3.23,1.21,2.56,-1.35,32.08,1.15,2.44,4,3,-1,16.83,89.56,106.39
"CAR",2017-02-07,1,60,43.88,52.32,-8.44,45.61,43.88,52.32,0,3.84,-3.84,0,0,3.84,2.27,1.75,0.52,56.49,2.27,1.75,3,3,0,0,85.87,85.87
"CAR",2017-02-11,1,60,39.93,48.04,-8.11,45.39,39.93,48.04,1.12,4.71,-3.59,19.26,1.12,4.71,3.11,2.56,0.56,54.91,3.11,2.56,5,3,-2,6.09,81.58,87.67
"CAR",2017-02-17,1,64.3,66.4,41.66,24.74,61.45,61.96,38.87,1.11,1.16,-0.05,48.92,1.04,1.08,2.82,2.34,0.48,54.62,2.63,2.18,3,2,-1,3.18,95.84,99.02
"CAR",2017-02-19,1,60,56.71,55.66,1.06,50.47,56.71,55.66,0,3.7,-3.7,0,0,3.7,2.91,3.35,-0.44,46.48,2.91,3.35,2,3,1,0,88.21,88.21
"CAR",2017-02-21,1,60,64.28,39.98,24.3,61.65,64.28,39.98,0.37,1.95,-1.58,15.91,0.37,1.95,3.81,2.1,1.71,64.44,3.81,2.1,4,5,1,1.26,90.04,91.3
"CAR",2017-02-24,1,60,69.06,50.8,18.27,57.62,69.06,50.8,2.54,0,2.54,100,2.54,0,3.76,2.34,1.42,61.63,3.76,2.34,2,2,0,6.68,100,106.68
"CAR",2017-02-26,1,60,49.56,47.26,2.31,51.19,49.56,47.26,0.37,2.63,-2.26,12.31,0.37,2.63,2.67,2.37,0.3,52.97,2.67,2.37,0,2,2,1.22,88.37,89.59
"CAR",2017-02-28,1,65,38.27,47.21,-8.93,44.77,35.33,43.58,2.11,1.1,1.01,65.75,1.95,1.01,1.61,2,-0.4,44.52,1.49,1.85,3,2,-1,10.33,96.34,106.67
"CAR",2017-03-01,1,60.77,54.78,42.13,12.65,56.53,54.09,41.6,3.33,2.78,0.55,54.53,3.29,2.74,1.73,1.48,0.25,53.87,1.71,1.47,4,2,-2,10.67,79.04,89.71
"CAR",2017-03-03,1,60,45.9,33.63,12.27,57.71,45.9,33.63,1.89,2.87,-0.98,39.7,1.89,2.87,2.53,1.63,0.9,60.82,2.53,1.63,3,3,0,6.67,85.08,91.75
"CAR",2017-03-05,1,60,54.84,48.03,6.81,53.31,54.84,48.03,1.58,0.86,0.72,64.8,1.58,0.86,2.49,2.61,-0.12,48.83,2.49,2.61,4,3,-1,4.76,96.16,100.92
"CAR",2017-03-07,1,60,40.61,41.65,-1.05,49.36,40.61,41.65,0.88,1.61,-0.73,35.45,0.88,1.61,1.09,1.91,-0.82,36.37,1.09,1.91,1,2,1,3.55,92.94,96.49
"CAR",2017-03-09,1,60,44.68,54.95,-10.27,44.85,44.68,54.95,2.76,0.78,1.98,77.95,2.76,0.78,3.07,3.13,-0.06,49.52,3.07,3.13,6,4,-2,10.24,97.71,107.95
"CAR",2017-03-11,1,62.22,61.68,39.43,22.25,61,59.48,38.02,1.36,2.35,-0.99,36.65,1.31,2.27,2.25,1.77,0.48,55.98,2.17,1.7,2,2,0,4.14,88.73,92.87
"CAR",2017-03-13,1,60,61.19,39.62,21.57,60.7,61.19,39.62,9.35,3.55,5.81,72.51,9.35,3.55,3.85,1.94,1.91,66.5,3.85,1.94,3,4,1,25.05,85.74,110.79
"CAR",2017-03-14,1,60.57,63.75,51.95,11.8,55.1,63.15,51.46,2.41,2.34,0.06,50.67,2.39,2.32,2.63,2.05,0.58,56.23,2.6,2.03,1,3,2,8.34,91.95,100.29
"CAR",2017-03-16,1,60,51.19,63.56,-12.36,44.61,51.19,63.56,1.57,2.49,-0.92,38.7,1.57,2.49,1.99,3.59,-1.6,35.67,1.99,3.59,1,4,3,7.94,92.24,100.18
"CAR",2017-03-18,1,60,61.83,44.91,16.93,57.93,61.83,44.91,3.61,1.23,2.37,74.53,3.61,1.23,3.32,3.36,-0.04,49.7,3.32,3.36,2,3,1,10.14,94.55,104.69
"CAR",2017-03-19,1,60.63,35.41,58.34,-22.93,37.77,35.04,57.73,2.11,2.71,-0.6,43.73,2.09,2.68,1.55,3.48,-1.93,30.79,1.53,3.44,3,2,-1,11.52,92.82,104.34
"CAR",2017-03-21,1,60,40.94,46.67,-5.73,46.73,40.94,46.67,4.41,2.99,1.42,59.56,4.41,2.99,2.54,1.93,0.6,56.77,2.54,1.93,5,3,-2,18.17,90.48,108.65
"CAR",2017-03-23,1,60,44.71,42.62,2.09,51.2,44.71,42.62,2.31,1.23,1.08,65.23,2.31,1.23,2.05,2,0.05,50.62,2.05,2,1,2,1,12.69,94,106.69
"CAR",2017-03-25,1,60,39.78,41.46,-1.69,48.96,39.78,41.46,2.4,0.84,1.56,74.09,2.4,0.84,2.04,2.02,0.02,50.25,2.04,2.02,3,3,0,8.97,96.18,105.15
"CAR",2017-03-27,1,61.98,62.79,48.7,14.1,56.32,60.78,47.14,2.52,2.7,-0.17,48.33,2.44,2.61,2.39,2.47,-0.09,49.1,2.31,2.4,3,3,0,7.47,89.63,97.11
"CAR",2017-03-28,1,60,52.14,38.49,13.65,57.53,52.14,38.49,2.92,0.78,2.13,78.79,2.92,0.78,2.82,2.42,0.4,53.79,2.82,2.42,2,3,1,10.06,95.35,105.41
"CAR",2017-03-30,1,62.27,52.74,40.15,12.59,56.78,50.82,38.69,1.24,1.03,0.21,54.67,1.2,0.99,3.03,1.83,1.21,62.42,2.92,1.76,2,3,1,4.83,94.83,99.66
"CAR",2017-04-01,1,60,40.72,38.84,1.87,51.18,40.72,38.84,0,1.52,-1.52,0,0,1.52,1.73,1.68,0.05,50.68,1.73,1.68,0,1,1,0,94.1,94.1
"CAR",2017-04-02,1,60,48.21,39.93,8.28,54.7,48.21,39.93,1.36,1.71,-0.35,44.29,1.36,1.71,2.04,2.01,0.02,50.31,2.04,2.01,2,3,1,4.84,92.65,97.49
"CAR",2017-04-04,1,60,39.72,53.26,-13.54,42.72,39.72,53.26,2.28,4.66,-2.38,32.85,2.28,4.66,1.21,2.83,-1.62,30,1.21,2.83,1,4,3,9.26,85.46,94.71
"CAR",2017-04-06,1,60,50.4,39.44,10.96,56.1,50.4,39.44,0,2.38,-2.38,0,0,2.38,1.96,2.27,-0.31,46.3,1.96,2.27,4,3,-1,0,88.23,88.23
"CAR",2017-04-08,1,65,53.35,49.68,3.66,51.78,49.24,45.86,3.55,4.47,-0.92,44.29,3.28,4.13,3.44,3.53,-0.09,49.35,3.18,3.26,4,4,0,10.89,87.38,98.26
"CAR",2017-04-09,1,65,47.95,71.15,-23.2,40.26,44.27,65.68,2.02,2.9,-0.88,41.04,1.86,2.67,2.13,3.51,-1.38,37.78,1.97,3.24,1,3,2,7.26,93.16,100.42
"CBJ",2016-10-13,1,60,62.01,51.15,10.86,54.8,62.01,51.15,2.52,4.9,-2.39,33.93,2.52,4.9,3.73,5.55,-1.83,40.16,3.73,5.55,3,4,1,8.12,84.8,92.93
"CBJ",2016-10-15,1,60,49.84,49.95,-0.11,49.95,49.84,49.95,1.54,1.87,-0.33,45.12,1.54,1.87,1.76,2.38,-0.61,42.62,1.76,2.38,5,2,-3,5.92,94.61,100.53
"CBJ",2016-10-21,1,60,43.63,52.42,-8.79,45.42,43.63,52.42,1.49,1.81,-0.32,45.08,1.49,1.81,3.76,3.2,0.56,54.01,3.76,3.2,4,2,-2,6.1,92.94,99.03
"CBJ",2016-10-22,1,60,70.49,49.91,20.58,58.55,70.49,49.91,2.03,0,2.03,100,2.03,0,3.84,2.06,1.78,65.06,3.84,2.06,6,4,-2,7.71,100,107.71
"CBJ",2016-10-25,1,61.23,37.15,57.32,-20.17,39.33,36.4,56.17,1.34,2.06,-0.72,39.36,1.31,2.02,1.39,1.92,-0.53,41.94,1.36,1.89,1,1,0,6.49,92.41,98.9
"CBJ",2016-10-27,1,60,43.63,60.98,-17.35,41.71,43.63,60.98,0.81,1.02,-0.2,44.43,0.81,1.02,1.4,3.13,-1.72,30.98,1.4,3.13,2,3,1,4.02,96.34,100.36
"CBJ",2016-10-28,1,60,63.45,50.58,12.87,55.64,63.45,50.58,3.23,0,3.23,100,3.23,0,5.34,3.11,2.23,63.18,5.34,3.11,6,7,1,8.07,100,108.07
"CBJ",2016-11-01,1,60.77,50.55,58.09,-7.53,46.53,49.91,57.35,2.05,2.25,-0.2,47.67,2.02,2.22,1.98,2.35,-0.38,45.65,1.95,2.32,5,3,-2,7.81,92.89,100.7
"CBJ",2016-11-04,1,60,58.82,38.48,20.35,60.46,58.82,38.48,7.4,0,7.4,100,7.4,0,3.08,1.56,1.53,66.48,3.08,1.56,2,6,4,19.26,100,119.26
"CBJ",2016-11-05,1,64.28,35.8,42.23,-6.43,45.88,33.41,39.42,0.8,1.23,-0.43,39.38,0.74,1.14,1.39,1.88,-0.49,42.57,1.3,1.75,6,5,-1,4.15,94.77,98.92
"CBJ",2016-11-09,1,61.35,42.53,42.94,-0.41,49.76,41.59,42,2.45,1.9,0.55,56.31,2.4,1.86,1.78,1.87,-0.09,48.76,1.74,1.83,3,3,0,13.6,92.04,105.64
"CBJ",2016-11-10,1,60,30.05,55.32,-25.27,35.2,30.05,55.32,1.78,5.38,-3.6,24.83,1.78,5.38,1.5,2.46,-0.96,37.82,1.5,2.46,2,3,1,13.65,82.86,96.5
"CBJ",2016-11-12,1,60,48.59,49.89,-1.3,49.34,48.59,49.89,7.56,1.54,6.02,83.06,7.56,1.54,2.98,2.93,0.05,50.43,2.98,2.93,9,6,-3,25.44,94.88,120.32
"CBJ",2016-11-15,1,60.62,49.65,49.98,-0.33,49.83,49.14,49.47,1.21,0.82,0.39,59.6,1.2,0.81,2.63,2.45,0.18,51.81,2.6,2.42,2,3,1,5.31,96.4,101.71
"CBJ",2016-11-18,1,60,52.48,38.42,14.06,57.73,52.48,38.42,4.77,1.81,2.97,72.53,4.77,1.81,1.89,1.75,0.14,51.88,1.89,1.75,2,2,0,19.1,91.6,110.7
"CBJ",2016-11-20,1,60,41.86,36.89,4.97,53.16,41.86,36.89,1.75,1.45,0.3,54.72,1.75,1.45,1.34,1.6,-0.26,45.6,1.34,1.6,3,5,2,9.47,92.32,101.79
"CBJ",2016-11-21,1,61.82,73.46,46.8,26.66,61.08,71.3,45.43,1.34,2.22,-0.88,37.68,1.3,2.15,4.23,2.78,1.44,60.3,4.1,2.7,1,1,0,3.79,90.69,94.48
"CBJ",2016-11-23,1,60,46.84,44.73,2.11,51.15,46.84,44.73,0,1.12,-1.12,0,0,1.12,1.27,2.14,-0.87,37.23,1.27,2.14,3,4,1,0,94.9,94.9
"CBJ",2016-11-25,1,60,55.64,41.34,14.3,57.37,55.64,41.34,5.06,2.55,2.51,66.5,5.06,2.55,3.54,1.67,1.87,67.98,3.54,1.67,3,4,1,14,88.79,102.79
"CBJ",2016-11-26,1,65,51.23,52,-0.77,49.63,47.29,48,0.77,1.06,-0.29,41.98,0.71,0.98,2.07,1.37,0.7,60.13,1.91,1.27,2,2,0,2.54,95.3,97.84
"CBJ",2016-11-29,1,60,55.52,40.72,14.8,57.69,55.52,40.72,3.82,0.8,3.03,82.75,3.82,0.8,3.25,2.98,0.28,52.23,3.25,2.98,1,1,0,10.74,96.05,106.79
"CBJ",2016-12-01,1,60,50.59,43.26,7.34,53.91,50.59,43.26,2.67,1.1,1.57,70.81,2.67,1.1,3.29,1.23,2.06,72.85,3.29,1.23,5,6,1,8.37,92.85,101.21
"CBJ",2016-12-03,1,65,69.73,49.41,20.31,58.53,64.36,45.61,1.98,1.2,0.78,62.21,1.83,1.11,3,1.97,1.02,60.29,2.77,1.82,7,8,1,4.38,95.84,100.22
"CBJ",2016-12-05,1,60,51.15,29.41,21.74,63.49,51.15,29.41,2.41,0.34,2.07,87.56,2.41,0.34,2.78,1.26,1.51,68.76,2.78,1.26,3,8,5,7.79,97.93,105.71
"CBJ",2016-12-09,1,60,45.33,44.78,0.55,50.31,45.33,44.78,4.64,0.36,4.28,92.78,4.64,0.36,2.31,1.83,0.48,55.86,2.31,1.83,4,1,-3,16.59,98.37,114.96
"CBJ",2016-12-10,1,60,54.89,47.38,7.51,53.67,54.89,47.38,4.52,1.85,2.67,70.97,4.52,1.85,2.3,2.43,-0.13,48.6,2.3,2.43,4,5,1,12.7,93.83,106.53
"CBJ",2016-12-13,1,60,45.46,46.39,-0.93,49.5,45.46,46.39,1.41,0.88,0.53,61.68,1.41,0.88,2.55,2.85,-0.3,47.24,2.55,2.85,4,5,1,5.2,97.06,102.26
"CBJ",2016-12-16,1,60,44.46,39.02,5.44,53.26,44.46,39.02,4.85,0.14,4.71,97.16,4.85,0.14,2.07,0.92,1.15,69.31,2.07,0.92,6,5,-1,17.34,99.22,116.56
"CBJ",2016-12-18,1,60.77,34.19,40.17,-5.98,45.98,33.76,39.66,1.85,1.95,-0.1,48.69,1.82,1.92,2.28,1.33,0.95,63.17,2.25,1.31,4,2,-2,9.21,85.99,95.19
"CBJ",2016-12-20,1,65,51.95,56.83,-4.88,47.76,47.95,52.46,2.04,1.1,0.94,64.93,1.89,1.02,3.38,3.23,0.16,51.18,3.12,2.98,3,3,0,7.8,97.07,104.87
"CBJ",2016-12-22,1,60,58.84,35.06,23.78,62.66,58.84,35.06,6.07,0.85,5.22,87.72,6.07,0.85,3.59,3.96,-0.37,47.56,3.59,3.96,6,7,1,19.59,95.72,115.31
"CBJ",2016-12-23,1,60,36.31,52.82,-16.51,40.74,36.31,52.82,1.41,1.05,0.36,57.23,1.41,1.05,1.72,2.69,-0.97,38.97,1.72,2.69,2,4,2,6.41,96.78,103.18
"CBJ",2016-12-27,1,60,43.02,56.05,-13.03,43.42,43.02,56.05,3.44,2.89,0.55,54.36,3.44,2.89,3.44,4.94,-1.5,41.06,3.44,4.94,4,4,0,18.6,91.08,109.68
"CBJ",2016-12-29,1,60,52.04,48.11,3.93,51.96,52.04,48.11,3.31,1.52,1.79,68.52,3.31,1.52,1.7,2.84,-1.15,37.38,1.7,2.84,6,6,0,11.5,94.73,106.23
"CBJ",2016-12-31,1,60,36.92,37.9,-0.97,49.35,36.92,37.9,3.64,1.54,2.09,70.2,3.64,1.54,1.55,1.98,-0.43,43.92,1.55,1.98,7,6,-1,17.27,93.25,110.52
"CBJ",2017-01-03,1,60,46.66,28.66,18,61.95,46.66,28.66,1.9,1.12,0.78,62.9,1.9,1.12,1.83,1.36,0.47,57.4,1.83,1.36,4,5,1,6.11,93.59,99.7
"CBJ",2017-01-05,1,60,36.22,53.27,-17.05,40.48,36.22,53.27,0,5.33,-5.33,0,0,5.33,1.77,2.61,-0.83,40.49,1.77,2.61,5,6,1,0,83.1,83.1
"CBJ",2017-01-07,1,60,54.3,46.58,7.72,53.83,54.3,46.58,3.22,3.78,-0.57,45.96,3.22,3.78,3.74,1.88,1.86,66.59,3.74,1.88,3,4,1,9.65,86.02,95.67
"CBJ",2017-01-08,1,62.55,49.14,52.44,-3.3,48.37,47.14,50.3,1.5,0.42,1.08,78.05,1.44,0.41,1.47,1.51,-0.04,49.31,1.41,1.45,2,3,1,6.4,98.22,104.62
"CBJ",2017-01-10,1,60,47.47,50.2,-2.73,48.6,47.47,50.2,2.89,3.57,-0.68,44.76,2.89,3.57,3.46,2.59,0.86,57.14,3.46,2.59,2,4,2,12.82,85.97,98.78
"CBJ",2017-01-13,1,60,40.42,54.57,-14.15,42.55,40.42,54.57,1.74,0.86,0.88,66.89,1.74,0.86,1.63,1.71,-0.07,48.88,1.63,1.71,4,5,1,6.86,96.88,103.74
"CBJ",2017-01-14,1,60,53.05,51.17,1.88,50.9,53.05,51.17,2.08,4.06,-1.98,33.89,2.08,4.06,1.71,2.39,-0.67,41.79,1.71,2.39,4,4,0,6.62,87.12,93.74
"CBJ",2017-01-17,1,60,53.06,46.98,6.08,53.04,53.06,46.98,4.55,0.99,3.56,82.17,4.55,0.99,2.44,3.4,-0.97,41.72,2.44,3.4,2,4,2,13.09,95.36,108.45
"CBJ",2017-01-19,1,60,66.29,51.06,15.23,56.49,66.29,51.06,0,1.64,-1.64,0,0,1.64,4.25,3.36,0.89,55.86,4.25,3.36,7,5,-2,0,93.49,93.49
"CBJ",2017-01-21,1,60,37.26,45.95,-8.68,44.78,37.26,45.95,3.16,1.12,2.03,73.75,3.16,1.12,2.47,3.16,-0.69,43.86,2.47,3.16,6,2,-4,16.52,96.2,112.73
"CBJ",2017-01-22,1,61.15,37.22,50.12,-12.9,42.61,36.52,49.18,4.68,5.34,-0.66,46.7,4.59,5.24,1.8,3.08,-1.28,36.94,1.77,3.02,4,5,1,19.08,81.62,100.69
"CBJ",2017-01-24,1,60,42.55,43,-0.45,49.74,42.55,43,1.93,3.5,-1.58,35.46,1.93,3.5,1.39,2.65,-1.26,34.45,1.39,2.65,2,1,-1,9.6,86.28,95.88
"CBJ",2017-01-26,1,60,46.23,47.16,-0.93,49.5,46.23,47.16,2.85,3.03,-0.17,48.52,2.85,3.03,2.21,2.04,0.17,51.94,2.21,2.04,4,3,-1,9.14,88.5,97.64
"CBJ",2017-01-31,1,60,40.16,48.25,-8.09,45.43,40.16,48.25,5.34,3.38,1.96,61.24,5.34,3.38,1.87,3.24,-1.36,36.64,1.87,3.24,3,2,-1,21.64,86.95,108.59
"CBJ",2017-02-03,1,63.25,47.77,56.65,-8.88,45.75,45.32,53.74,2.8,3.14,-0.35,47.07,2.65,2.98,1.75,2.78,-1.03,38.61,1.66,2.64,2,1,-1,10.32,89.93,100.25
"CBJ",2017-02-04,1,60,51.57,47.18,4.4,52.23,51.57,47.18,2.63,3.36,-0.73,43.89,2.63,3.36,3.13,3.32,-0.19,48.52,3.13,3.32,5,4,-1,8.64,88.65,97.29
"CBJ",2017-02-07,1,63.37,50.52,36.01,14.51,58.38,47.83,34.1,2.19,1.02,1.17,68.25,2.07,0.96,2.35,2.07,0.28,53.15,2.23,1.96,5,5,0,8.23,95.73,103.96
"CBJ",2017-02-09,1,60,45.41,44.94,0.47,50.26,45.41,44.94,0,2.25,-2.25,0,0,2.25,2.22,2.01,0.21,52.51,2.22,2.01,4,4,0,0,89.79,89.79
