"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA",2014-10-31,1,62.5,50.7,41,9.7,55.29,48.67,39.36,1.75,0.82,0.93,68.11,1.68,0.79,2,1.39,0.62,59.09,1.92,1.33,7,5,-2,6.39,95.83,102.22
"ANA",2014-11-02,1,60,42.26,28.79,13.47,59.48,42.26,28.79,2.85,1.75,1.1,61.92,2.85,1.75,3.04,0.86,2.18,77.96,3.04,0.86,3,5,2,10.01,89.28,99.3
"ANA",2014-11-05,1,62.3,60.36,53.19,7.16,53.15,58.13,51.23,1.2,1.51,-0.31,44.27,1.16,1.46,3.17,1.7,1.47,65.07,3.06,1.64,3,2,-1,3.81,94.32,98.13
"ANA",2014-11-07,1,65,71.2,42.26,28.94,62.75,65.72,39.01,1.4,2.09,-0.69,40.04,1.29,1.93,3.67,1.57,2.09,69.97,3.38,1.45,3,4,1,3.84,89.67,93.51
"ANA",2014-11-09,1,59.97,54.29,42.38,11.91,56.16,54.32,42.41,0.36,1.02,-0.66,25.97,0.36,1.02,1.55,1.75,-0.2,47.05,1.55,1.75,6,4,-2,1.57,95.86,97.44
"ANA",2014-11-12,1,65,93.47,44.58,48.89,67.71,86.28,41.15,5.03,4.86,0.18,50.9,4.65,4.48,4.14,1.4,2.74,74.77,3.82,1.29,3,2,-1,9.55,80.23,89.78
"ANA",2014-11-15,1,62.32,50.21,53.26,-3.06,48.52,48.34,51.28,1.7,2.98,-1.28,36.34,1.64,2.87,2.87,2.44,0.43,54.02,2.76,2.35,4,4,0,5.79,90.6,96.4
"ANA",2014-11-16,1,60,60.85,50.39,10.46,54.7,60.85,50.39,1.96,5.09,-3.13,27.81,1.96,5.09,2.43,1.9,0.53,56.17,2.43,1.9,1,2,1,6.43,81.63,88.05
"ANA",2014-11-18,1,65,53.4,35.21,18.19,60.26,49.29,32.51,1.46,2.64,-1.18,35.59,1.35,2.44,1.89,1.23,0.66,60.53,1.74,1.14,6,4,-2,6.3,80.83,87.13
"ANA",2014-11-20,1,65,41.61,58.18,-16.58,41.69,38.41,53.71,3.1,2.48,0.62,55.58,2.87,2.29,1.98,2.03,-0.05,49.33,1.83,1.88,1,3,2,13.53,90.87,104.41
"ANA",2014-11-23,1,60,55.33,39.48,15.85,58.36,55.33,39.48,1.81,0.78,1.03,69.83,1.81,0.78,2.3,1.37,0.93,62.67,2.3,1.37,3,2,-1,6.84,96.24,103.08
"ANA",2014-11-25,1,60,50.65,40.56,10.09,55.53,50.65,40.56,2.97,1.42,1.55,67.59,2.97,1.42,3.06,1.9,1.16,61.68,3.06,1.9,7,3,-4,9.94,94.32,104.26
"ANA",2014-11-28,1,60,36.23,54.31,-18.07,40.02,36.23,54.31,0.87,2.96,-2.09,22.69,0.87,2.96,2.09,2.94,-0.85,41.53,2.09,2.94,6,3,-3,3.49,91.1,94.59
"ANA",2014-11-29,1,60,46.19,68.77,-22.58,40.18,46.19,68.77,3.39,5.89,-2.5,36.54,3.39,5.89,2.17,3.69,-1.52,37,2.17,3.69,8,8,0,11.3,86.99,98.28
"ANA",2014-12-01,1,60,51.62,72.82,-21.19,41.48,51.62,72.82,3.04,1.58,1.46,65.76,3.04,1.58,2.7,3.2,-0.5,45.76,2.7,3.2,3,3,0,11.05,95.25,106.3
"ANA",2014-12-03,1,65,62.62,43.82,18.8,58.83,57.81,40.45,3.36,2.68,0.68,55.59,3.1,2.48,2.92,2.49,0.43,53.98,2.69,2.3,3,6,3,11.71,90.75,102.46
"ANA",2014-12-05,1,60,35.91,39.79,-3.87,47.44,35.91,39.79,4.8,2.82,1.98,63.02,4.8,2.82,1.28,1.26,0.02,50.35,1.28,1.26,5,5,0,27.86,85.86,113.71
"ANA",2014-12-07,1,60.88,38.29,60.39,-22.1,38.8,37.73,59.51,2.51,1.66,0.85,60.15,2.47,1.64,1.9,3.57,-1.67,34.75,1.87,3.52,7,7,0,10.58,93.67,104.25
"ANA",2014-12-10,1,60,43.74,33.28,10.46,56.79,43.74,33.28,1.55,1.04,0.52,59.95,1.55,1.04,1.93,1.42,0.52,57.72,1.93,1.42,2,4,2,5.02,94.49,99.52
"ANA",2014-12-12,1,60,34.65,39.88,-5.23,46.49,34.65,39.88,2.9,1.46,1.43,66.47,2.9,1.46,1.71,1.84,-0.14,48.04,1.71,1.84,4,2,-2,16.89,93.14,110.03
"ANA",2014-12-13,1,60,49.41,54.05,-4.63,47.76,49.41,54.05,4.12,0.37,3.75,91.85,4.12,0.37,2.24,1.81,0.43,55.29,2.24,1.81,4,5,1,12.74,98.76,111.5
"ANA",2014-12-16,1,60,73.59,56.05,17.54,56.77,73.59,56.05,3.45,5.71,-2.26,37.64,3.45,5.71,3.95,3.23,0.72,55,3.95,3.23,7,5,-2,9.01,78.68,87.68
"ANA",2014-12-18,1,60,45.67,45.47,0.2,50.11,45.67,45.47,1.62,0.35,1.27,82.21,1.62,0.35,1.23,1.53,-0.3,44.6,1.23,1.53,5,5,0,7.97,98.45,106.42
"ANA",2014-12-19,1,60,51.37,50.98,0.39,50.19,51.37,50.98,1.73,7.07,-5.34,19.63,1.73,7.07,2.09,3.24,-1.15,39.19,2.09,3.24,2,3,1,6.53,77.88,84.42
"ANA",2014-12-22,1,60.97,50.43,50.46,-0.03,49.99,49.63,49.66,2.75,1.32,1.43,67.63,2.71,1.3,2.17,1.66,0.51,56.61,2.14,1.64,3,4,1,9.52,95.74,105.26
"ANA",2014-12-27,1,65,58.26,50.33,7.93,53.65,53.78,46.46,1.02,0.87,0.15,53.92,0.94,0.8,2.26,1.64,0.62,57.95,2.09,1.52,1,1,0,3.02,96.54,99.56
"ANA",2014-12-28,1,62.7,63.68,45.63,18.05,58.25,60.94,43.67,1.21,0.99,0.22,54.95,1.16,0.95,2.37,1.4,0.97,62.91,2.27,1.34,2,5,3,4.53,92.3,96.83
"ANA",2014-12-31,1,59.53,55.02,38.35,16.67,58.93,55.45,38.65,0,1.33,-1.33,0,0,1.34,2.21,1.26,0.95,63.69,2.23,1.27,10,4,-6,0,92.24,92.24
"ANA",2015-01-02,1,60,55.32,50.33,4.98,52.36,55.32,50.33,2.89,2.2,0.69,56.74,2.89,2.2,2.74,2.4,0.34,53.31,2.74,2.4,6,6,0,9.3,93.5,102.81
"ANA",2015-01-04,1,65,51.3,41.71,9.59,55.16,47.35,38.5,3.01,1.52,1.49,66.45,2.78,1.4,2.21,1.47,0.74,60.06,2.04,1.36,4,3,-1,11.74,93.58,105.32
"ANA",2015-01-07,1,60,60.49,53.31,7.18,53.15,60.49,53.31,0.35,2.45,-2.1,12.48,0.35,2.45,2.1,2.1,0,49.99,2.1,2.1,1,3,2,1.59,91.14,92.73
"ANA",2015-01-11,1,65,53.15,52.44,0.71,50.34,49.06,48.4,2.5,3.75,-1.25,40.03,2.31,3.46,2.92,3.74,-0.82,43.84,2.69,3.45,8,7,-1,6.88,86.81,93.69
"ANA",2015-01-14,1,60,54.61,33.17,21.44,62.21,54.61,33.17,2.58,0,2.58,100,2.58,0,2.27,1.34,0.93,62.92,2.27,1.34,3,2,-1,9.91,100,109.91
"ANA",2015-01-16,1,60,63.75,33.93,29.81,65.26,63.75,33.93,4.36,0.34,4.02,92.86,4.36,0.34,2.46,0.76,1.7,76.34,2.46,0.76,3,5,2,11.74,97.36,109.11
"ANA",2015-01-17,1,65,53.03,52.31,0.72,50.34,48.95,48.28,1.11,1.41,-0.31,43.91,1.02,1.31,2.5,1.71,0.8,59.47,2.31,1.58,4,3,-1,3.97,94.17,98.14
"ANA",2015-01-21,1,60,52.5,45.77,6.73,53.42,52.5,45.77,4.97,2.61,2.36,65.58,4.97,2.61,2.31,2.84,-0.53,44.88,2.31,2.84,3,2,-1,17.55,89.38,106.93
"ANA",2015-01-27,1,60,47.1,37.69,9.41,55.55,47.1,37.69,2.55,0,2.55,100,2.55,0,2.35,1.41,0.94,62.43,2.35,1.41,3,3,0,10.26,100,110.26
"ANA",2015-01-29,1,60,55.05,61.73,-6.68,47.14,55.05,61.73,2.84,6.42,-3.58,30.68,2.84,6.42,4.17,2.26,1.9,64.81,4.17,2.26,6,3,-3,11.7,79.51,91.2
"ANA",2015-01-30,1,60,36.33,54.31,-17.98,40.08,36.33,54.31,0.35,3.45,-3.09,9.3,0.35,3.45,1.2,2.19,-0.98,35.48,1.2,2.19,3,3,0,1.83,88.66,90.49
"ANA",2015-02-03,1,60.75,42.8,46.89,-4.09,47.72,42.27,46.31,4.24,3.66,0.58,53.64,4.19,3.62,1.97,2.25,-0.28,46.69,1.95,2.22,5,4,-1,16.65,88.23,104.88
"ANA",2015-02-05,1,60,40.78,51.8,-11.02,44.05,40.78,51.8,5.09,1.15,3.94,81.62,5.09,1.15,2.02,2.65,-0.63,43.21,2.02,2.65,4,4,0,19.43,96.69,116.12
"ANA",2015-02-06,1,65,42.17,53.95,-11.78,43.87,38.93,49.8,1.27,1.98,-0.71,39.11,1.17,1.83,1.41,1.92,-0.51,42.36,1.3,1.77,1,2,1,6.3,93.23,99.52
"ANA",2015-02-08,1,60,48.59,34.13,14.46,58.74,48.59,34.13,2.11,4.54,-2.43,31.72,2.11,4.54,1.79,1.74,0.05,50.7,1.79,1.74,7,7,0,8.69,78.32,87.02
"ANA",2015-02-10,1,60,48.71,36.16,12.55,57.39,48.71,36.16,0.91,4.29,-3.37,17.57,0.91,4.29,1.38,1.68,-0.3,45.14,1.38,1.68,10,4,-6,3.55,80.46,84.01
"ANA",2015-02-12,1,60,36.21,56.52,-20.31,39.05,36.21,56.52,2.05,0.36,1.7,85.23,2.05,0.36,1.78,2.88,-1.1,38.19,1.78,2.88,4,2,-2,11.03,98.8,109.82
"ANA",2015-02-15,1,60,58.29,45.08,13.21,56.39,58.29,45.08,3.08,3.92,-0.84,43.97,3.08,3.92,2.57,1.89,0.68,57.62,2.57,1.89,5,4,-1,12.07,83.5,95.57
"ANA",2015-02-18,1,60,50.28,42.7,7.58,54.07,50.28,42.7,0.88,3.8,-2.92,18.76,0.88,3.8,2.55,2.26,0.29,53.05,2.55,2.26,3,2,-1,4.11,86.6,90.71
"ANA",2015-02-20,1,60,55.24,46.89,8.34,54.09,55.24,46.89,4.66,2.25,2.41,67.46,4.66,2.25,2.84,2.28,0.56,55.48,2.84,2.28,5,1,-4,13.47,88.94,102.41
"ANA",2015-02-21,1,60,49.93,44.91,5.02,52.65,49.93,44.91,1.12,1.19,-0.07,48.48,1.12,1.19,2,1.45,0.55,57.96,2,1.45,2,1,-1,4.96,94.7,99.66
"ANA",2015-02-23,1,65,49.1,56.79,-7.69,46.37,45.32,52.42,2.99,2.16,0.83,58.04,2.76,2,2.34,2.04,0.3,53.46,2.16,1.88,5,4,-1,12.89,93.64,106.53
"ANA",2015-02-25,1,60,47.79,54.45,-6.66,46.74,47.79,54.45,0,2.05,-2.05,0,0,2.05,1.79,2.74,-0.96,39.45,1.79,2.74,5,3,-2,0,93.24,93.24
"ANA",2015-02-27,1,60,48.32,48.46,-0.14,49.93,48.32,48.46,3.44,1.83,1.61,65.26,3.44,1.83,2.41,1.83,0.58,56.88,2.41,1.83,1,1,0,11.88,91.56,103.44
"ANA",2015-03-01,1,60,42.1,69.47,-27.38,37.73,42.1,69.47,2.65,0.44,2.21,85.76,2.65,0.44,2.04,2.46,-0.42,45.36,2.04,2.46,4,2,-2,11.05,98.73,109.78
"ANA",2015-03-03,1,60,60.8,43.41,17.39,58.34,60.8,43.41,4.71,0.93,3.78,83.56,4.71,0.93,3,2.22,0.78,57.45,3,2.22,4,2,-2,13.51,96.49,109.99
"ANA",2015-03-04,1,60,61.57,49.81,11.76,55.28,61.57,49.81,2.81,0.44,2.37,86.43,2.81,0.44,3.05,2.54,0.51,54.56,3.05,2.54,4,2,-2,7.6,98.68,106.28
"ANA",2015-03-06,1,60,45.74,48.11,-2.37,48.74,45.74,48.11,1.7,3.73,-2.03,31.27,1.7,3.73,1.81,2.61,-0.8,40.92,1.81,2.61,5,4,-1,6.46,84.51,90.96
"ANA",2015-03-09,1,60,53.35,30.92,22.42,63.31,53.35,30.92,0.79,1.99,-1.2,28.36,0.79,1.99,1.91,1.07,0.84,64.05,1.91,1.07,3,5,2,3.39,86.85,90.24
"ANA",2015-03-11,1,59.87,46.48,36.52,9.96,56,46.58,36.6,2.45,4.11,-1.66,37.39,2.46,4.12,2.2,1.84,0.36,54.41,2.2,1.84,7,4,-3,9.26,82.54,91.8
"ANA",2015-03-13,1,60,42.36,44.93,-2.57,48.53,42.36,44.93,2.04,0.36,1.68,85.06,2.04,0.36,2.08,2.3,-0.22,47.46,2.08,2.3,7,5,-2,8.18,98.68,106.86
"ANA",2015-03-15,1,59.53,44.34,38,6.35,53.85,44.69,38.29,3.22,1.15,2.07,73.71,3.25,1.16,2.27,1.42,0.85,61.49,2.29,1.43,4,4,0,16.23,94.88,111.11
"ANA",2015-03-18,1,60.75,46.55,39.9,6.65,53.84,45.97,39.41,3.05,1.38,1.67,68.83,3.02,1.37,2.18,1,1.18,68.56,2.15,0.99,4,4,0,12.48,94.4,106.88
"ANA",2015-03-20,1,61.42,61.47,43.79,17.69,58.4,60.06,42.78,2.5,3.07,-0.57,44.89,2.45,3,2.17,2.45,-0.28,47.01,2.12,2.39,1,3,2,6.92,89.22,96.14
"ANA",2015-03-22,1,60,52.84,51.24,1.6,50.77,52.84,51.24,2.11,6.04,-3.93,25.91,2.11,6.04,3.63,3.48,0.15,51.05,3.63,3.48,3,2,-1,7.13,77.22,84.35
"ANA",2015-03-24,1,60,55.4,38.83,16.57,58.79,55.4,38.83,2.51,4.03,-1.52,38.4,2.51,4.03,2.46,3.27,-0.82,42.88,2.46,3.27,6,8,2,8.03,87.55,95.58
"ANA",2015-03-26,1,63.15,50.38,42.64,7.74,54.16,47.86,40.51,2.08,0.84,1.23,71.14,1.97,0.8,2.86,1.57,1.29,64.55,2.72,1.49,6,4,-2,6.69,96.74,103.43
"ANA",2015-03-28,1,60,45.31,55.93,-10.62,44.75,45.31,55.93,2.69,1.96,0.73,57.88,2.69,1.96,1.94,2.44,-0.49,44.36,1.94,2.44,4,0,-4,12.23,92.29,104.52
"ANA",2015-03-29,1,60,36.09,33.9,2.19,51.57,36.09,33.9,1.75,1.04,0.71,62.7,1.75,1.04,1.3,1.92,-0.62,40.36,1.3,1.92,2,1,-1,7.5,95.32,102.83
"ANA",2015-04-01,1,60,50.3,42.39,7.91,54.27,50.3,42.39,4.59,0.86,3.73,84.18,4.59,0.86,2.96,1.76,1.2,62.67,2.96,1.76,4,3,-1,17.66,95.42,113.08
"ANA",2015-04-03,1,60,56.7,36.04,20.66,61.14,56.7,36.04,2.21,2.16,0.05,50.56,2.21,2.16,2.24,1.43,0.81,60.98,2.24,1.43,5,4,-1,6.69,88.98,95.68
"ANA",2015-04-08,1,60,41.5,51.92,-10.42,44.42,41.5,51.92,0,2.64,-2.64,0,0,2.64,1.16,2.21,-1.05,34.43,1.16,2.21,3,1,-2,0,90.52,90.52
"ANA",2015-04-11,1,60,62.95,39.63,23.32,61.37,62.95,39.63,1.91,0.83,1.08,69.82,1.91,0.83,2.91,1.38,1.53,67.82,2.91,1.38,4,4,0,5.23,95.94,101.17
"ARI",2014-10-09,1,60,48.42,40.45,7.97,54.48,48.42,40.45,1.82,6.95,-5.13,20.72,1.82,6.95,2.13,2.02,0.11,51.31,2.13,2.02,9,7,-2,7.51,73.69,81.2
"ARI",2014-10-11,1,64.77,53.39,52.1,1.29,50.61,49.46,48.27,1.4,1.71,-0.3,45.14,1.3,1.58,2.56,1.57,0.99,61.94,2.37,1.46,6,7,1,4.04,92.48,96.52
"ARI",2014-10-15,1,60,48.52,48.9,-0.38,49.81,48.52,48.9,5.68,3.67,2.01,60.76,5.68,3.67,2.7,2,0.7,57.45,2.7,2,4,6,2,20.5,86.69,107.18
"ARI",2014-10-18,1,60,38.49,56.05,-17.55,40.72,38.49,56.05,0.36,3.18,-2.83,10.04,0.36,3.18,1.6,2.12,-0.53,42.93,1.6,2.12,6,6,0,1.85,89.89,91.75
"ARI",2014-10-21,1,65,42.44,46.95,-4.51,47.47,39.17,43.34,1.76,3.1,-1.34,36.23,1.63,2.87,2.19,2.6,-0.41,45.74,2.02,2.4,5,5,0,6.41,85.14,91.55
"ARI",2014-10-23,1,60,51.32,64.02,-12.7,44.49,51.32,64.02,0,2.25,-2.25,0,0,2.25,1.61,1.87,-0.26,46.24,1.61,1.87,3,2,-1,0,92.84,92.84
"ARI",2014-10-25,1,62.33,59.27,46.25,13.01,56.17,57.05,44.52,0.54,0.79,-0.25,40.79,0.52,0.76,1.71,1.88,-0.17,47.64,1.64,1.81,2,8,6,1.83,96.93,98.76
"ARI",2014-10-28,1,60,38.93,59.33,-20.4,39.62,38.93,59.33,2.67,6.14,-3.47,30.29,2.67,6.14,1.24,2.37,-1.13,34.41,1.24,2.37,4,1,-3,13.08,81.21,94.28
"ARI",2014-10-30,1,60,39.7,43,-3.3,48,39.7,43,0.33,1.29,-0.95,20.59,0.33,1.29,1.77,1.65,0.12,51.79,1.77,1.65,6,7,1,1.21,94.29,95.51
"ARI",2014-11-01,1,60,37.16,62.3,-25.14,37.36,37.16,62.3,0,2.32,-2.32,0,0,2.32,2.79,2.85,-0.06,49.46,2.79,2.85,4,5,1,0,93.87,93.87
"ARI",2014-11-02,1,60,51.83,54.64,-2.82,48.68,51.83,54.64,4.36,3.3,1.06,56.95,4.36,3.3,2.24,3.01,-0.77,42.64,2.24,3.01,6,9,3,18.02,90.04,108.06
"ARI",2014-11-04,1,60,52.87,38.8,14.07,57.67,52.87,38.8,2.9,0.51,2.39,85.09,2.9,0.51,1.96,1.63,0.33,54.59,1.96,1.63,6,5,-1,9.4,97.86,107.25
"ARI",2014-11-07,1,65,42.26,71.2,-28.94,37.25,39.01,65.72,2.09,1.4,0.69,59.96,1.93,1.29,1.57,3.67,-2.09,30.03,1.45,3.38,4,3,-1,10.33,96.16,106.49
"ARI",2014-11-08,1,60,42.95,59.17,-16.22,42.06,42.95,59.17,0,0.79,-0.79,0,0,0.79,1.19,1.62,-0.43,42.33,1.19,1.62,3,5,2,0,97.43,97.43
"ARI",2014-11-11,1,60,59.12,54.77,4.35,51.91,59.12,54.77,3.42,4.38,-0.97,43.79,3.42,4.38,2.28,3.51,-1.23,39.38,2.28,3.51,6,8,2,11.67,87.8,99.47
"ARI",2014-11-13,1,60,47.36,55.8,-8.44,45.91,47.36,55.8,2.35,4.82,-2.46,32.81,2.35,4.82,1.56,3.09,-1.53,33.57,1.56,3.09,5,3,-2,11.07,80.58,91.65
"ARI",2014-11-14,1,60,38.16,53.36,-15.2,41.69,38.16,53.36,3.81,0,3.81,100,3.81,0,1.76,1.44,0.32,55.07,1.76,1.44,5,6,1,18.12,100,118.12
"ARI",2014-11-16,1,60,46.83,59.23,-12.4,44.16,46.83,59.23,1.11,0.35,0.76,76.11,1.11,0.35,1.94,3.35,-1.41,36.69,1.94,3.35,4,4,0,4.63,98.93,103.56
"ARI",2014-11-18,1,63.27,42.72,39.38,3.34,52.03,40.52,37.35,0.96,2.03,-1.07,32.2,0.91,1.93,1.05,1.28,-0.23,45.02,1,1.22,3,4,1,4.71,88.9,93.61
"ARI",2014-11-20,1,60,40.05,47.23,-7.18,45.89,40.05,47.23,0.34,2.47,-2.13,11.98,0.34,2.47,1.47,2.06,-0.59,41.62,1.47,2.06,2,2,0,1.63,89.23,90.86
"ARI",2014-11-22,1,65,42.07,79.54,-37.46,34.6,38.84,73.42,2.43,3.46,-1.03,41.21,2.24,3.19,2.14,4.75,-2.62,30.99,1.97,4.39,4,2,-2,11.02,90.54,101.56
"ARI",2014-11-23,1,60,39.48,55.33,-15.85,41.64,39.48,55.33,0.78,1.81,-1.03,30.17,0.78,1.81,1.37,2.3,-0.93,37.33,1.37,2.3,2,3,1,3.76,93.16,96.92
"ARI",2014-11-25,1,63.27,47.69,48.66,-0.97,49.5,45.22,46.15,2.95,3.79,-0.84,43.76,2.79,3.59,2.26,2.7,-0.44,45.54,2.14,2.56,3,2,-1,9.71,88.01,97.72
"ARI",2014-11-29,1,60,55.2,45.95,9.24,54.57,55.2,45.95,0,2.28,-2.28,0,0,2.28,1.18,1.28,-0.11,47.84,1.18,1.28,3,1,-2,0,90.98,90.98
"ARI",2014-12-01,1,60,39.63,38.82,0.82,50.52,39.63,38.82,6.65,1.39,5.25,82.67,6.65,1.39,2.26,2.44,-0.18,48.11,2.26,2.44,6,4,-2,27.24,93.62,120.86
"ARI",2014-12-02,1,60,54.89,39.27,15.62,58.29,54.89,39.27,1.65,4.38,-2.73,27.34,1.65,4.38,1.63,1.93,-0.3,45.78,1.63,1.93,3,1,-2,6.51,79.59,86.1
"ARI",2014-12-04,1,60,44.71,65.32,-20.61,40.64,44.71,65.32,0,2.42,-2.42,0,0,2.42,2.12,2.06,0.06,50.77,2.12,2.06,3,2,-1,0,94.16,94.16
"ARI",2014-12-06,1,60,40.88,53.94,-13.07,43.11,40.88,53.94,1.59,4.32,-2.73,26.87,1.59,4.32,1.67,2.47,-0.8,40.32,1.67,2.47,2,4,2,7.67,86.09,93.76
"ARI",2014-12-11,1,60,50.46,53.34,-2.88,48.61,50.46,53.34,0.37,3.49,-3.12,9.59,0.37,3.49,2.01,2.29,-0.27,46.8,2.01,2.29,5,3,-2,1.44,89.18,90.62
"ARI",2014-12-13,1,65,72.39,55.59,16.8,56.56,66.82,51.31,2.33,1.56,0.77,59.95,2.15,1.44,1.96,2.4,-0.44,44.96,1.81,2.21,4,4,0,9,94.52,103.52
"ARI",2014-12-16,1,64.98,65.95,61.24,4.72,51.85,60.89,56.54,1.99,0.92,1.07,68.44,1.84,0.85,2.23,1.65,0.58,57.42,2.06,1.53,2,4,2,5.19,96.64,101.83
"ARI",2014-12-20,1,60,44.45,56.53,-12.08,44.02,44.45,56.53,1.94,2.72,-0.78,41.61,1.94,2.72,2.57,2.42,0.15,51.54,2.57,2.42,5,3,-2,11.68,91.35,103.03
"ARI",2014-12-22,1,60,50.24,50.34,-0.09,49.95,50.24,50.34,0.32,5.2,-4.87,5.83,0.32,5.2,2.48,2.76,-0.28,47.3,2.48,2.76,10,7,-3,1.15,84.4,85.55
"ARI",2014-12-23,1,60,50.23,40.18,10.05,55.56,50.23,40.18,4.76,0.87,3.88,84.49,4.76,0.87,1.65,1.66,-0.01,49.85,1.65,1.66,8,4,-4,21.51,95.1,116.61
"ARI",2014-12-27,1,65,50.33,58.26,-7.93,46.35,46.46,53.78,0.87,1.02,-0.15,46.08,0.8,0.94,1.64,2.26,-0.62,42.05,1.52,2.09,1,1,0,3.46,96.98,100.44
"ARI",2014-12-29,1,60,45.91,49.37,-3.46,48.19,45.91,49.37,2.83,1.68,1.15,62.76,2.83,1.68,1.96,1.95,0.01,50.18,1.96,1.95,2,2,0,12.05,93.34,105.39
"ARI",2014-12-31,1,60,42.44,65.06,-22.62,39.48,42.44,65.06,0,5.3,-5.3,0,0,5.3,1.94,2.68,-0.74,41.94,1.94,2.68,2,3,1,0,82.64,82.64
"ARI",2015-01-03,1,60,50.67,38.78,11.9,56.65,50.67,38.78,3.7,2.05,1.65,64.33,3.7,2.05,2.37,1.2,1.16,66.31,2.37,1.2,4,6,2,14.21,90.72,104.93
"ARI",2015-01-06,1,60,39.98,57.14,-17.16,41.16,39.98,57.14,0,3.86,-3.86,0,0,3.86,1.11,3.42,-2.31,24.5,1.11,3.42,6,2,-4,0,88.66,88.66
"ARI",2015-01-08,1,60,44.2,49.54,-5.34,47.15,44.2,49.54,1.69,0.44,1.25,79.37,1.69,0.44,2.68,1.55,1.13,63.32,2.68,1.55,7,5,-2,6.08,98.27,104.35
"ARI",2015-01-10,1,60,35.95,47.84,-11.89,42.9,35.95,47.84,0.88,3.31,-2.43,20.98,0.88,3.31,1.59,2.32,-0.73,40.6,1.59,2.32,5,5,0,3.56,87.82,91.38
"ARI",2015-01-13,1,60,47.83,45.46,2.37,51.27,47.83,45.46,1.92,2.05,-0.13,48.4,1.92,2.05,1.77,1.22,0.55,59.21,1.77,1.22,3,3,0,7.82,90.56,98.37
"ARI",2015-01-15,1,60,57.08,43.5,13.58,56.75,57.08,43.5,0.91,2.82,-1.92,24.34,0.91,2.82,2.57,1.73,0.84,59.82,2.57,1.73,2,0,-2,3.24,87.53,90.77
"ARI",2015-01-17,1,60,44.36,42.89,1.47,50.84,44.36,42.89,0.32,2.2,-1.88,12.79,0.32,2.2,2.36,1.85,0.51,56.03,2.36,1.85,5,4,-1,1.23,91.84,93.07
"ARI",2015-01-18,1,65,42.95,55.01,-12.06,43.85,39.64,50.77,2.29,2.82,-0.52,44.87,2.12,2.6,2.63,3.98,-1.34,39.85,2.43,3.67,5,6,1,9.18,90.64,99.82
"ARI",2015-01-20,1,60,32.22,76.22,-44,29.71,32.22,76.22,0.79,5.04,-4.25,13.6,0.79,5.04,1.34,3.97,-2.63,25.22,1.34,3.97,5,2,-3,3.14,88.86,92
