"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"PETER.BUDAJ","2011-2012","MTL",6,363.77,168,11,93.45,92.75,0.7,97.53,96.67,74.07,1.18
"PETER.BUDAJ","2012-2013","MTL",4,199.5,76,3,96.05,95.16,0.89,100,88.46,100,0.68
"PETER.BUDAJ","2013-2014","MTL",6,310.02,134,14,89.55,92.09,-2.54,98.36,97.37,65.71,-3.4
"PETER.BUDAJ","2016-2017","L.A/T.B",28,1529.17,602,59,90.2,92.17,-1.97,98.07,87.83,76.99,-11.86
"PETER.BUDAJ","2017-2018","T.B",3,165.4,84,10,88.1,91.38,-3.29,100,88.89,66.67,-2.76
"PETER.MANNINO","2010-2011","ATL",1,38.44,16,1,93.75,91.25,2.5,100,88.89,100,0.4
"PETER.MANNINO","2011-2012","WPG",1,19.85,4,0,100,94.75,5.25,100,NA,100,0.21
"PETR.MRAZEK","2013-2014","DET",4,190.08,78,8,89.74,89.81,-0.06,96,87.1,86.36,-0.05
"PETR.MRAZEK","2014-2015","DET",12,642.43,295,23,92.2,90.88,1.32,96.64,91.96,84.38,3.89
"PETR.MRAZEK","2015-2016","DET",28,1609.28,736,60,91.85,91.03,0.81,98.56,90.81,82.95,5.99
"PETR.MRAZEK","2016-2017","DET",24,1391.03,681,68,90.01,91.11,-1.09,98.52,86.78,81.42,-7.45
"PETR.MRAZEK","2017-2018","DET",4,153.07,86,11,87.21,89.93,-2.72,93.94,100,66.67,-2.34
"PHILIPP.GRUBAUER","2013-2014","WSH",8,447.79,233,17,92.7,92.67,0.03,98.99,92.47,78.05,0.08
"PHILIPP.GRUBAUER","2014-2015","WSH",1,65,25,2,92,94,-2,100,77.78,100,-0.5
"PHILIPP.GRUBAUER","2015-2016","WSH",11,567.05,264,21,92.05,92.05,0,98.17,87.62,88,0
"PHILIPP.GRUBAUER","2016-2017","WSH",7,332.09,146,4,97.26,92.79,4.47,100,98.33,87.5,6.52
"PHILIPP.GRUBAUER","2017-2018","WSH",3,177.35,73,5,93.15,88.48,4.67,100,96,83.33,3.41
"RAY.EMERY","2007-2008","OTT",15,840.68,382,38,90.05,92.02,-1.96,97.67,89,75.47,-7.5
"RAY.EMERY","2009-2010","PHI",19,1119.64,532,47,91.17,91.1,0.07,99.41,90.15,79.8,0.37
"RAY.EMERY","2010-2011","ANA",5,226.09,129,10,92.25,91.66,0.59,95.12,96.72,77.78,0.76
"RAY.EMERY","2011-2012","CHI",16,810.06,349,29,91.69,90.75,0.94,97.74,93.98,78.31,3.28
"RAY.EMERY","2012-2013","CHI",12,677.7,266,24,90.98,91.5,-0.53,95.92,90.99,82.46,-1.4
"RAY.EMERY","2013-2014","PHI",10,416.33,207,18,91.3,90.72,0.58,98.85,94.37,73.47,1.21
"RAY.EMERY","2014-2015","PHI",12,630.09,308,29,90.58,91.39,-0.81,98.51,91.09,75.34,-2.49
"RETO.BERRA","2013-2014","CGY",16,873.23,387,44,88.63,92.07,-3.44,96.32,89.36,72.29,-13.31
"RETO.BERRA","2014-2015","COL",7,310.99,165,16,90.3,91.17,-0.87,98.21,89.71,80.49,-1.43
"RETO.BERRA","2015-2016","COL",4,173.41,84,7,91.67,93.26,-1.6,96.97,85.71,100,-1.34
"RETO.BERRA","2016-2017","FLA",3,143,63,7,88.89,90.7,-1.81,100,96,60,-1.14
"RETO.BERRA","2017-2018","ANA",1,8.53,6,0,100,90.5,9.5,100,100,100,0.57
"RICHARD.BACHMAN","2011-2012","DAL",6,358.2,184,16,91.3,91.67,-0.36,97.7,92.86,75.61,-0.67
"RICHARD.BACHMAN","2012-2013","DAL",6,258.62,134,12,91.04,91,0.04,100,91.23,76.67,0.06
"RICHARD.BACHMAN","2013-2014","EDM",2,73.87,35,6,82.86,89.03,-6.17,100,86.67,60,-2.16
"RICHARD.BACHMAN","2014-2015","EDM",2,120.01,56,2,96.43,91.79,4.64,96.3,100,90.91,2.6
"RICK.DIPIETRO","2007-2008","NYI",31,1770.16,798,77,90.35,90.5,-0.15,97.64,89.86,82.1,-1.22
"RICK.DIPIETRO","2008-2009","NYI",3,139.75,70,8,88.57,90.47,-1.9,100,92.86,57.14,-1.33
"RICK.DIPIETRO","2009-2010","NYI",5,279.35,122,11,90.98,92.34,-1.35,96,89.66,78.57,-1.65
"RICK.DIPIETRO","2010-2011","NYI",13,786.1,395,43,89.11,90.35,-1.24,96.8,91.62,70.89,-4.89
"RICK.DIPIETRO","2011-2012","NYI",6,313.74,156,18,88.46,89.59,-1.13,98.31,93.88,70.83,-1.76
"RICK.DIPIETRO","2012-2013","NYI",1,59.46,30,5,83.33,89.03,-5.7,90,87.5,75,-1.71
"RIKU.HELENIUS","2008-2009","T.B",1,6.86,2,0,100,93.5,6.5,100,100,NA,0.13
"ROBERTO.LUONGO","2007-2008","VAN",39,2201.44,947,77,91.87,91.32,0.55,99.42,91.4,77.16,5.19
"ROBERTO.LUONGO","2008-2009","VAN",28,1688.57,784,56,92.86,91.52,1.34,98.12,92.39,83.94,10.5
"ROBERTO.LUONGO","2009-2010","VAN",38,2196.73,1102,80,92.74,91.9,0.84,98.09,94.34,76.6,9.27
"ROBERTO.LUONGO","2010-2011","VAN",32,1912.08,969,60,93.81,91.68,2.12,98.25,95.99,79.78,20.58
"ROBERTO.LUONGO","2011-2012","VAN",31,1740.83,857,66,92.3,91.18,1.12,99.21,93.95,76.29,9.58
"ROBERTO.LUONGO","2012-2013","VAN",10,585.58,258,23,91.09,91.91,-0.83,98.13,92.93,73.08,-2.13
"ROBERTO.LUONGO","2013-2014","VAN/FLA",34,1973.68,947,73,92.29,91.96,0.33,97.47,94.72,76.96,3.11
"ROBERTO.LUONGO","2014-2015","FLA",31,1766.4,831,64,92.3,92.35,-0.05,97.26,93.17,77.78,-0.4
"ROBERTO.LUONGO","2015-2016","FLA",34,1959.95,968,81,91.63,91.61,0.03,98.32,92.07,76.88,0.25
"ROBERTO.LUONGO","2016-2017","FLA",20,1170.79,619,53,91.44,91.22,0.22,97.61,92.74,75.83,1.37
"ROBERTO.LUONGO","2017-2018","FLA",8,436.08,290,21,92.76,90.76,2,97.32,93.81,83.08,5.79
"ROBIN.LEHNER","2010-2011","OTT",2,89.63,52,8,84.62,92.94,-8.33,96,80,57.14,-4.33
"ROBIN.LEHNER","2011-2012","OTT",3,179.48,94,6,93.62,89.71,3.9,100,94.29,84.62,3.67
"ROBIN.LEHNER","2012-2013","OTT",4,244.3,122,8,93.44,92.48,0.96,96.23,93.33,87.5,1.17
"ROBIN.LEHNER","2013-2014","OTT",16,769.65,403,36,91.07,91,0.07,97.69,92.74,78.3,0.29
"ROBIN.LEHNER","2014-2015","OTT",13,758.41,417,40,90.41,91.56,-1.16,96.39,88.55,80.43,-4.82
"ROBIN.LEHNER","2015-2016","BUF",11,542.54,289,27,90.66,92.9,-2.25,94.63,87.1,85.11,-6.49
"ROBIN.LEHNER","2016-2017","BUF",32,1853.77,1008,80,92.06,92.59,-0.53,99.02,90.49,75.92,-5.35
"ROBIN.LEHNER","2017-2018","BUF",15,835.3,429,28,93.47,92.63,0.85,97.12,94.48,81.58,3.63
"ROB.ZEPP","2014-2015","PHI",4,223.37,79,8,89.87,93.39,-3.52,94.87,88.46,78.57,-2.78
"RYAN.MILLER","2007-2008","BUF",39,2287.26,1046,102,90.25,92.07,-1.82,96.16,90.75,72.79,-19.04
"RYAN.MILLER","2008-2009","BUF",31,1743.45,890,71,92.02,92.56,-0.53,98.42,90.36,77.95,-4.74
"RYAN.MILLER","2009-2010","BUF",35,2075.43,1064,74,93.05,92.16,0.88,98.04,93.32,79.63,9.4
"RYAN.MILLER","2010-2011","BUF",34,1962.13,989,82,91.71,91.91,-0.2,97.71,90.14,81.25,-2.01
"RYAN.MILLER","2011-2012","BUF",29,1721.23,845,72,91.48,92.27,-0.79,96.96,91.88,78.53,-6.69
"RYAN.MILLER","2012-2013","BUF",19,1106.98,607,56,90.77,91.29,-0.51,96.33,92.67,76.92,-3.1
"RYAN.MILLER","2013-2014","BUF/STL",33,1997.12,1014,84,91.72,92.06,-0.34,98.86,89.81,79.9,-3.48
"RYAN.MILLER","2014-2015","VAN",21,1265.78,573,53,90.75,90.79,-0.04,96.89,89.81,82.39,-0.23
"RYAN.MILLER","2015-2016","VAN",26,1549.04,825,63,92.36,91.66,0.7,99.1,92.92,77.84,5.8
"RYAN.MILLER","2016-2017","VAN",32,1921.86,1008,83,91.77,91.22,0.55,96.5,94.42,78.04,5.52
"RYAN.MILLER","2017-2018","ANA",3,122.1,53,2,96.23,90.25,5.98,100,93.75,93.75,3.17
"SCOTT.CLEMMENSEN","2007-2008","TOR",2,94.49,38,4,89.47,90.58,-1.11,100,94.44,57.14,-0.42
"SCOTT.CLEMMENSEN","2008-2009","N.J",20,1150.94,521,44,91.55,91.85,-0.29,98.92,91.87,75.28,-1.53
"SCOTT.CLEMMENSEN","2009-2010","FLA",11,546.15,283,26,90.81,92.06,-1.25,96.58,90.24,76.74,-3.53
"SCOTT.CLEMMENSEN","2010-2011","FLA",15,831.97,393,31,92.11,92.79,-0.68,99.39,91.11,70.83,-2.68
"SCOTT.CLEMMENSEN","2011-2012","FLA",14,753.12,369,31,91.6,93.07,-1.47,97.67,88.28,80.77,-5.42
"SCOTT.CLEMMENSEN","2012-2013","FLA",8,315.14,161,21,86.96,91.98,-5.02,95.45,82.09,78.57,-8.09
"SCOTT.CLEMMENSEN","2013-2014","FLA",5,263.85,123,14,88.62,91.98,-3.37,100,88,65.22,-4.14
"SCOTT.DARLING","2014-2015","CHI",5,284.73,139,5,96.4,92.45,3.96,98.33,98.18,87.5,5.5
"SCOTT.DARLING","2015-2016","CHI",11,601.77,314,22,92.99,91.63,1.36,98.52,94.44,80.28,4.27
"SCOTT.DARLING","2016-2017","CHI",16,863.67,456,31,93.2,90.84,2.36,98.21,94.51,84.68,10.78
"SCOTT.DARLING","2017-2018","CAR",11,636.3,300,29,90.33,90.27,0.07,96.23,93.91,77.22,0.2
"SCOTT.WEDGEWOOD","2015-2016","N.J",2,122.24,54,2,96.3,93.78,2.52,96.3,94.74,100,1.36
"SCOTT.WEDGEWOOD","2017-2018","ARI",7,346.17,143,18,87.41,91.41,-3.99,95.83,85.71,72.22,-5.71
"SEBASTIEN.CARON","2011-2012","T.B",1,60.76,28,2,92.86,91.18,1.68,100,90.91,83.33,0.47
"SEMYON.VARLAMOV","2008-2009","WSH",2,121.76,61,7,88.52,90.54,-2.02,95.24,92.31,71.43,-1.23
"SEMYON.VARLAMOV","2009-2010","WSH",13,759.08,331,26,92.15,92.24,-0.09,93.75,91.28,91.49,-0.31
"SEMYON.VARLAMOV","2010-2011","WSH",14,843.98,397,27,93.2,91.04,2.16,98.62,95.32,79.01,8.58
"SEMYON.VARLAMOV","2011-2012","COL",25,1509.11,723,55,92.39,92.24,0.15,97.78,92.86,78.95,1.08
"SEMYON.VARLAMOV","2012-2013","COL",18,1067.07,529,44,91.68,91.65,0.03,99.01,89.35,82.73,0.18
"SEMYON.VARLAMOV","2013-2014","COL",37,2154.02,1157,82,92.91,91.99,0.92,98.61,93.81,76.85,10.63
"SEMYON.VARLAMOV","2014-2015","COL",28,1645.46,848,60,92.92,92,0.92,98.41,91.09,83.83,7.83
"SEMYON.VARLAMOV","2015-2016","COL",33,1853.87,1004,93,90.74,91.69,-0.95,96.49,90.03,80.56,-9.52
"SEMYON.VARLAMOV","2016-2017","COL",13,737.26,397,41,89.67,92.2,-2.53,97.75,89.92,73.33,-10.04
"SEMYON.VARLAMOV","2017-2018","COL",14,782.65,435,33,92.41,92.11,0.3,97.13,94.7,74.67,1.31
"SERGEI.BOBROVSKY","2010-2011","PHI",31,1725.6,852,76,91.08,90.81,0.27,97.81,92.31,76.92,2.28
"SERGEI.BOBROVSKY","2011-2012","PHI",13,608.07,305,38,87.54,89.45,-1.9,97.89,90.32,72.09,-5.81
"SERGEI.BOBROVSKY","2012-2013","CBJ",20,1169.18,578,32,94.46,92.86,1.61,97.54,91.37,91.67,9.28
"SERGEI.BOBROVSKY","2013-2014","CBJ",29,1635.94,816,63,92.28,92.51,-0.23,97.02,91.84,81.7,-1.86
"SERGEI.BOBROVSKY","2014-2015","CBJ",28,1663.11,882,76,91.38,92.48,-1.1,98.12,89.71,79.38,-9.7
"SERGEI.BOBROVSKY","2015-2016","CBJ",21,1187.51,574,61,89.37,91.32,-1.95,95.98,89.61,76.47,-11.19
"SERGEI.BOBROVSKY","2016-2017","CBJ",34,2030.18,1056,62,94.13,90.62,3.51,97.99,94.83,87.1,37.05
"SERGEI.BOBROVSKY","2017-2018","CBJ",16,949.52,479,31,93.53,90.38,3.15,98.52,89.81,89.92,15.09
"SHAWN.HUNWICK","2011-2012","CBJ",1,2.55,0,0,NA,NA,NA,NA,NA,NA,0
"SPENCER.MARTIN","2016-2017","COL",1,58.14,26,5,80.77,94.5,-13.73,92.86,87.5,25,-3.57
"STEPHEN.VALIQUETTE","2007-2008","NYR",3,124.56,50,8,84,91.26,-7.26,100,80.95,55.56,-3.63
"STEPHEN.VALIQUETTE","2008-2009","NYR",5,212.53,84,4,95.24,90.27,4.96,100,100,81.82,4.17
"STEPHEN.VALIQUETTE","2009-2010","NYR",2,99.9,36,5,86.11,87.53,-1.42,100,95,63.64,-0.51
"STEVE.MASON","2008-2009","CBJ",33,1953.53,891,76,91.47,91.5,-0.03,98.01,92,80,-0.3
"STEVE.MASON","2009-2010","CBJ",30,1760.51,875,79,90.97,92.11,-1.14,99.14,89.2,77.71,-9.98
"STEVE.MASON","2010-2011","CBJ",28,1603.15,777,77,90.09,92.02,-1.93,97.08,93.05,67.39,-15.02
"STEVE.MASON","2011-2012","CBJ",26,1445.7,739,73,90.12,92.71,-2.59,97.28,88.36,75.94,-19.13
"STEVE.MASON","2012-2013","CBJ/PHI",8,422.14,218,18,91.74,92.43,-0.68,95.7,93.1,78.95,-1.49
"STEVE.MASON","2013-2014","PHI",35,1979.48,987,79,92,92.14,-0.14,98.01,92.57,76.22,-1.38
"STEVE.MASON","2014-2015","PHI",28,1644.62,874,55,93.71,91.97,1.74,99.53,93.87,80,15.2
"STEVE.MASON","2015-2016","PHI",28,1670.25,836,62,92.58,91.66,0.93,98.37,93.03,80,7.76
"STEVE.MASON","2016-2017","PHI",30,1676.65,821,69,91.6,91.83,-0.23,99.16,90.94,76.22,-1.91
"STEVE.MASON","2017-2018","WPG",2,100.6,59,10,83.05,89.56,-6.51,94.74,78.26,76.47,-3.84
"THOMAS.GREISS","2009-2010","S.J",7,342.64,171,17,90.06,91.11,-1.05,96.77,91.78,75,-1.79
"THOMAS.GREISS","2011-2012","S.J",9,473.12,201,19,90.55,90.16,0.39,98.7,93.42,72.92,0.78
"THOMAS.GREISS","2012-2013","S.J",1,60,24,0,100,92.88,7.12,100,100,100,1.71
"THOMAS.GREISS","2013-2014","ARI",11,578.64,261,17,93.49,93.43,0.06,97.12,94.05,78.95,0.16
"THOMAS.GREISS","2014-2015","PIT",7,364.55,164,14,91.46,91.59,-0.13,98.63,88.89,81.08,-0.21
"THOMAS.GREISS","2015-2016","NYI",23,1275.71,631,47,92.55,90.25,2.3,98.43,93.33,83.87,14.53
"THOMAS.GREISS","2016-2017","NYI",23,1306.69,646,56,91.33,90.27,1.06,97.42,92.81,82.18,6.86
"THOMAS.GREISS","2017-2018","NYI",10,549.17,273,32,88.28,91.05,-2.78,98.04,91.15,65.52,-7.58
"THOMAS.MCCOLLUM","2010-2011","DET",1,14.62,8,3,62.5,84.12,-21.62,100,100,25,-1.73
"TIM.THOMAS","2008-2009","BOS",26,1555.78,818,60,92.67,91.84,0.82,98.32,95.33,75.8,6.72
"TIM.THOMAS","2009-2010","BOS",22,1246.29,596,50,91.61,92.13,-0.52,98.49,89.62,79.83,-3.08
"TIM.THOMAS","2010-2011","BOS",29,1718.42,880,53,93.98,92.05,1.93,98.92,93.24,83.97,16.99
"TIM.THOMAS","2011-2012","BOS",27,1604.54,748,59,92.11,92.43,-0.32,97.38,91.92,80,-2.38
"TIM.THOMAS","2013-2014","FLA/DAL",21,1178.08,608,51,91.61,91.54,0.07,99.17,92.21,75.81,0.43
"TOBIAS.STEPHAN","2008-2009","DAL",3,139.91,55,7,87.27,90.38,-3.11,90.91,90.62,75,-1.71
"TOMAS.VOKOUN","2007-2008","FLA",39,2222.76,1198,92,92.32,92.03,0.29,97.16,93.02,78.03,3.45
"TOMAS.VOKOUN","2008-2009","FLA",36,1981.38,1091,73,93.31,92.54,0.77,99.35,92.13,79.5,8.38
"TOMAS.VOKOUN","2009-2010","FLA",33,1948.29,1114,86,92.28,92.41,-0.13,98.43,92.47,73.15,-1.44
"TOMAS.VOKOUN","2010-2011","FLA",30,1653.28,872,72,91.74,92.13,-0.39,96.06,92.73,77.27,-3.41
"TOMAS.VOKOUN","2011-2012","WSH",23,1375.02,658,47,92.86,91.8,1.05,98.18,95.95,76.47,6.94
"TOMAS.VOKOUN","2012-2013","PIT",9,420.45,198,15,92.42,92.59,-0.16,98.94,90.91,78.95,-0.32
"TOM.MCCOLLUM","2014-2015","DET",1,45.9,8,1,87.5,87.12,0.38,100,100,75,0.03
"TRISTAN.JARRY","2017-2018","PIT",8,380.27,186,17,90.86,89.62,1.24,96.67,94.81,77.55,2.31
"TUUKKA.RASK","2007-2008","BOS",1,59.96,30,4,86.67,90.6,-3.93,92.31,81.82,83.33,-1.18
"TUUKKA.RASK","2008-2009","BOS",1,59.97,35,0,100,93.17,6.83,100,100,100,2.39
"TUUKKA.RASK","2009-2010","BOS",22,1247.27,571,44,92.29,91.03,1.26,97.49,92.18,84.5,7.2
"TUUKKA.RASK","2010-2011","BOS",13,756.83,425,33,92.24,91.86,0.38,98.59,93.46,75.36,1.6
"TUUKKA.RASK","2011-2012","BOS",14,822.48,403,24,94.04,92.4,1.65,97.84,92.75,87.5,6.64
"TUUKKA.RASK","2012-2013","BOS",19,1161.66,544,37,93.2,91.91,1.29,98.3,92.75,83.62,7
"TUUKKA.RASK","2013-2014","BOS",32,1905.56,900,53,94.11,92.84,1.28,98.2,91.89,86.79,11.48
"TUUKKA.RASK","2014-2015","BOS",36,2129.66,1022,71,93.05,93.06,-0.01,98.22,91.44,79.74,-0.09
"TUUKKA.RASK","2015-2016","BOS",33,1932.88,950,88,90.74,92.29,-1.56,97.82,90.33,71.43,-14.8
"TUUKKA.RASK","2016-2017","BOS",33,1838.85,760,64,91.58,91.92,-0.34,97.95,91.1,79.58,-2.61
"TUUKKA.RASK","2017-2018","BOS",16,967.4,437,33,92.45,91.98,0.47,98.34,91.02,83.15,2.06
"TY.CONKLIN","2007-2008","PIT",16,946.54,495,31,93.74,92.88,0.85,99.1,93.24,77.61,4.22
"TY.CONKLIN","2008-2009","DET",19,1084.64,487,38,92.2,91.66,0.54,96.63,92.86,81.18,2.61
"TY.CONKLIN","2009-2010","STL",7,410.52,219,29,86.76,91.88,-5.12,97.18,87.27,65.79,-11.21
"TY.CONKLIN","2010-2011","STL",8,350.94,154,20,87.01,92.34,-5.32,96.15,86.08,69.57,-8.2
"TY.CONKLIN","2011-2012","DET",2,119.81,50,6,88,91.86,-3.86,95.65,93.75,63.64,-1.93
"VESA.TOSKALA","2007-2008","TOR",33,1891.7,899,100,88.88,90.54,-1.66,97.03,90.53,72.16,-14.94
"VESA.TOSKALA","2008-2009","TOR",25,1444.61,695,75,89.21,91.22,-2.01,96.18,89.4,74.81,-13.95
"VESA.TOSKALA","2009-2010","TOR",12,692.52,341,33,90.32,90.45,-0.13,96.49,93.33,75.32,-0.43
"VIKTOR.FASTH","2012-2013","ANA",14,772.11,366,30,91.8,91.31,0.49,97.2,95.04,76.83,1.8
"VIKTOR.FASTH","2013-2014","ANA/EDM",5,266.78,164,13,92.07,90.26,1.82,96.67,92.31,84.62,2.98
"VIKTOR.FASTH","2014-2015","EDM",8,404.23,193,22,88.6,90.78,-2.18,95.52,91.36,73.33,-4.2
"WADE.DUBIELEWICZ","2007-2008","NYI",12,643.92,327,24,92.66,90.76,1.91,98.75,93.99,81.25,6.23
"WADE.DUBIELEWICZ","2008-2009","CBJ",1,49.19,23,4,82.61,92.3,-9.7,90,88.89,50,-2.23
"YANN.DANIS","2008-2009","NYI",20,1164.95,638,50,92.16,90.97,1.19,98.01,91.42,85.07,7.59
"YANN.DANIS","2009-2010","N.J",2,89,31,2,93.55,90.77,2.77,100,92.86,85.71,0.86
"YANN.DANIS","2011-2012","EDM",1,32.43,12,2,83.33,88.17,-4.83,100,100,60,-0.58
"YANN.DANIS","2012-2013","EDM",1,40,14,0,100,92.64,7.36,100,100,100,1.03
"ZANE.MCINTYRE","2016-2017","BOS",3,78.17,41,5,87.8,90.46,-2.66,92.31,100,60,-1.09
