"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"ALEX.SALAK","2009-2010","FLA",2,66.57,40,6,85,89.22,-4.22,87.5,90,75,-1.69
"ALEX.STALOCK","2012-2013","S.J",1,26.25,6,1,83.33,93.67,-10.33,100,66.67,100,-0.62
"ALEX.STALOCK","2013-2014","S.J",16,833,369,30,91.87,92.5,-0.63,97.14,90.84,79.37,-2.34
"ALEX.STALOCK","2014-2015","S.J",12,686.5,336,34,89.88,90.55,-0.67,100,89.63,77.53,-2.24
"ALEX.STALOCK","2015-2016","S.J",6,333.47,164,18,89.02,90.51,-1.49,94.64,95.16,73.91,-2.44
"ALEX.STALOCK","2016-2017","MIN",1,58.91,35,2,94.29,90.83,3.46,100,92.86,88.89,1.21
"ALEX.STALOCK","2017-2018","MIN",11,619.02,361,33,90.86,91.62,-0.76,96.92,90.62,80.28,-2.74
"ALLEN.YORK","2011-2012","CBJ",5,215.52,111,11,90.09,92.93,-2.84,97.96,95.35,57.89,-3.15
"AL.MONTOYA","2008-2009","ARI",3,179.72,96,7,92.71,91.94,0.77,100,93.62,69.23,0.74
"AL.MONTOYA","2010-2011","NYI",7,387.97,226,21,90.71,90.19,0.51,97.53,93.1,77.59,1.16
"AL.MONTOYA","2011-2012","NYI",16,857.56,438,45,89.73,91.34,-1.62,97.77,88.82,77.57,-7.09
"AL.MONTOYA","2012-2013","WPG",4,215.28,116,8,93.1,92.29,0.81,100,91.89,81.48,0.94
"AL.MONTOYA","2013-2014","WPG",16,944.15,470,39,91.7,91.84,-0.14,96.77,90.67,82.52,-0.66
"AL.MONTOYA","2014-2015","FLA",11,534.01,248,27,89.11,90.65,-1.53,94.85,88.51,81.25,-3.8
"AL.MONTOYA","2015-2016","FLA",15,827.11,381,33,91.34,91.33,0.01,99.35,89.29,80.46,0.04
"AL.MONTOYA","2016-2017","MTL",14,846.19,439,45,89.75,90.92,-1.18,96.67,90.79,76.64,-5.16
"AL.MONTOYA","2017-2018","MTL",4,222.52,102,14,86.27,89.02,-2.75,97.5,84.62,75,-2.8
"ANDERS.LINDBACK","2010-2011","NSH",13,729.9,382,36,90.58,91.93,-1.35,99.28,88.27,78.12,-5.16
"ANDERS.LINDBACK","2011-2012","NSH",11,574.5,289,23,92.04,90.47,1.57,96.49,91.49,86.42,4.53
"ANDERS.LINDBACK","2012-2013","T.B",11,524.95,264,29,89.02,89.93,-0.92,97.67,92,75.64,-2.42
"ANDERS.LINDBACK","2013-2014","T.B",13,746.39,331,38,88.52,91.17,-2.65,98.33,92.91,62.86,-8.77
"ANDERS.LINDBACK","2014-2015","DAL/BUF",14,742.48,433,40,90.76,91.81,-1.05,97.04,93.3,72.94,-4.53
"ANDERS.LINDBACK","2015-2016","ARI",9,482.3,264,24,90.91,91.2,-0.29,98.11,94.68,73.44,-0.76
"ANDERS.NILSSON","2011-2012","NYI",1,59.76,36,5,86.11,89.42,-3.31,77.78,94.74,75,-1.19
"ANDERS.NILSSON","2013-2014","NYI",10,588.53,294,31,89.46,91.17,-1.72,99.12,93.91,65.15,-5.05
"ANDERS.NILSSON","2015-2016","EDM/STL",17,866.53,462,47,89.83,90.79,-0.96,95.56,88.55,82.76,-4.44
"ANDERS.NILSSON","2016-2017","BUF",15,859.79,486,43,91.15,90.48,0.67,98.83,91.8,80.3,3.25
"ANDERS.NILSSON","2017-2018","VAN",8,430.15,257,19,92.61,90.28,2.33,98.13,93.26,81.97,5.98
"ANDREI.VASILEVSKIY","2014-2015","T.B",8,475.93,221,21,90.5,90.89,-0.39,94.74,86.87,91.3,-0.86
"ANDREI.VASILEVSKIY","2015-2016","T.B",16,775.17,395,35,91.14,91.55,-0.41,95.06,91.24,84.38,-1.61
"ANDREI.VASILEVSKIY","2016-2017","T.B",22,1239.66,658,50,92.4,91.38,1.02,97.74,92.05,83.66,6.73
"ANDREI.VASILEVSKIY","2017-2018","T.B",16,958.17,535,26,95.14,91.71,3.43,99.53,94.52,87.38,18.37
"ANDREW.HAMMOND","2014-2015","OTT",12,738.44,380,13,96.58,91.81,4.77,98.7,96.55,92.59,18.14
"ANDREW.HAMMOND","2015-2016","OTT",13,767.98,420,32,92.38,91.62,0.76,98.73,93.89,77.11,3.19
"ANDREW.HAMMOND","2016-2017","OTT",5,129.4,51,7,86.27,89.63,-3.35,89.47,86.67,82.35,-1.71
"ANDREW.RAYCROFT","2007-2008","TOR",10,469.02,243,30,87.65,90,-2.35,97.53,91.35,67.24,-5.71
"ANDREW.RAYCROFT","2008-2009","COL",15,844.81,428,43,89.95,91.48,-1.53,98.1,91.41,68.06,-6.55
"ANDREW.RAYCROFT","2009-2010","VAN",16,730.43,346,36,89.6,91.24,-1.65,95.35,93.4,69.84,-5.7
"ANDREW.RAYCROFT","2010-2011","DAL",14,623.87,335,38,88.66,91.39,-2.74,96.83,89.51,71.21,-9.17
"ANDREW.RAYCROFT","2011-2012","DAL",7,350.63,203,20,90.15,91.64,-1.49,93.68,98.51,68.29,-3.02
"ANDREY.MAKAROV","2014-2015","BUF",1,60,36,3,91.67,89.86,1.81,100,86.67,91.67,0.65
"ANTERO.NIITTYMAKI","2007-2008","PHI",16,836.11,474,33,93.04,91.07,1.97,98.46,91.98,87.8,9.33
"ANTERO.NIITTYMAKI","2008-2009","PHI",20,1175.17,616,44,92.86,91.43,1.43,98.62,92.47,82.08,8.81
"ANTERO.NIITTYMAKI","2009-2010","T.B",22,1144.67,580,64,88.97,89.84,-0.88,97.04,94.64,70,-5.08
"ANTERO.NIITTYMAKI","2010-2011","S.J",12,688.69,290,33,88.62,90.34,-1.72,97.78,88.64,76.47,-5
"ANTHONY.STOLARZ","2016-2017","PHI",4,198.7,88,7,92.05,91.05,1,100,93.94,77.27,0.88
"ANTOINE.BIBEAU","2016-2017","TOR",1,63.62,27,2,92.59,93.85,-1.26,100,92.31,50,-0.34
"ANTON.FORSBERG","2014-2015","CBJ",2,119.21,75,9,88,87.19,0.81,94.74,93.1,77.78,0.61
"ANTON.FORSBERG","2015-2016","CBJ",2,115.5,60,7,88.33,89.47,-1.13,84.62,92.86,84.21,-0.68
"ANTON.FORSBERG","2016-2017","CBJ",1,58.58,27,4,85.19,92.11,-6.93,100,90,40,-1.87
"ANTON.FORSBERG","2017-2018","CHI",9,399.83,230,26,88.7,89.8,-1.11,97.33,90.7,76.81,-2.55
"ANTON.KHUDOBIN","2010-2011","MIN",2,69.35,37,2,94.59,92.81,1.78,100,94.74,80,0.66
"ANTON.KHUDOBIN","2011-2012","BOS",1,60,45,1,97.78,93.8,3.98,100,93.75,100,1.79
"ANTON.KHUDOBIN","2012-2013","BOS",9,498,228,22,90.35,91.8,-1.45,98.88,89.66,76.92,-3.31
"ANTON.KHUDOBIN","2013-2014","CAR",16,941.43,524,39,92.56,91.94,0.61,97.6,95.31,76.7,3.22
"ANTON.KHUDOBIN","2014-2015","CAR",18,1021.07,474,54,88.61,90.68,-2.07,98.1,91.94,72.31,-9.83
"ANTON.KHUDOBIN","2015-2016","ANA",5,212.8,98,6,93.88,90.8,3.08,97.37,88.57,96,3.02
"ANTON.KHUDOBIN","2016-2017","BOS",7,377.61,175,14,92,90.46,1.54,98.28,95.45,80.39,2.69
"ANTON.KHUDOBIN","2017-2018","BOS",9,474.12,264,16,93.94,90.93,3.01,100,92.94,84.85,7.95
"ANTTI.NIEMI","2009-2010","CHI",21,1130.36,522,36,93.1,91.39,1.71,97.86,94.85,80.39,8.92
"ANTTI.NIEMI","2010-2011","S.J",31,1795.81,898,74,91.76,92.32,-0.56,97.45,90.63,81.33,-4.99
"ANTTI.NIEMI","2011-2012","S.J",33,1916.57,924,86,90.69,91.69,-0.99,98.22,91.01,74.05,-9.19
"ANTTI.NIEMI","2012-2013","S.J",20,1173.57,570,50,91.23,92.17,-0.94,98.08,90.31,77.19,-5.38
"ANTTI.NIEMI","2013-2014","S.J",29,1635.53,782,70,91.05,92.5,-1.45,96.83,89.76,79.58,-11.34
"ANTTI.NIEMI","2014-2015","S.J",29,1650.54,888,70,92.12,91.68,0.43,96.46,92.63,81.67,3.85
"ANTTI.NIEMI","2015-2016","DAL",23,1316.58,644,65,89.91,91.11,-1.2,97.72,90.48,75.33,-7.76
"ANTTI.NIEMI","2016-2017","DAL",15,688.97,367,49,86.65,90.12,-3.47,96.85,87.33,71.11,-12.74
"ANTTI.NIEMI","2017-2018","PIT/MTL",5,251.62,146,21,85.62,89.42,-3.8,91.89,92.86,66.67,-5.55
"ANTTI.RAANTA","2013-2014","CHI",16,841.4,392,48,87.76,90.83,-3.07,96.69,88.57,75,-12.05
"ANTTI.RAANTA","2014-2015","CHI",4,236.34,98,11,88.78,90.87,-2.09,100,92.11,65.22,-2.05
"ANTTI.RAANTA","2015-2016","NYR",13,546.07,261,21,91.95,91.34,0.62,100,94.68,73.33,1.61
"ANTTI.RAANTA","2016-2017","NYR",17,933.26,477,31,93.5,91.75,1.75,98.49,92.44,85.85,8.36
"ANTTI.RAANTA","2017-2018","ARI",10,512.92,275,24,91.27,91.4,-0.12,96.3,91.67,81.36,-0.34
"BEN.BISHOP","2008-2009","STL",3,141.83,80,10,87.5,90.3,-2.8,95.65,86.49,80,-2.24
"BEN.BISHOP","2010-2011","STL",3,178.13,81,6,92.59,91.94,0.65,95.83,90.91,92.31,0.53
"BEN.BISHOP","2011-2012","OTT",3,140.08,63,7,88.89,90.87,-1.98,100,83.33,78.57,-1.25
"BEN.BISHOP","2012-2013","OTT/T.B",12,683.57,394,34,91.37,91.29,0.08,94.93,92.73,83.52,0.32
"BEN.BISHOP","2013-2014","T.B",31,1731.85,877,65,92.59,91.12,1.47,98.1,94.03,81.9,12.87
"BEN.BISHOP","2014-2015","T.B",28,1562.93,690,66,90.43,91.03,-0.6,98.46,91.35,76.22,-4.11
"BEN.BISHOP","2015-2016","T.B",28,1602.94,781,55,92.96,91.98,0.98,97.72,93.57,82.82,7.64
"BEN.BISHOP","2016-2017","T.B/L.A",21,1209.4,582,48,91.75,91.38,0.37,97.71,90.72,83.46,2.15
"BEN.BISHOP","2017-2018","DAL",13,747.88,382,42,89.01,91.12,-2.12,95.71,90.62,74.39,-8.09
"BEN.SCRIVENS","2011-2012","TOR",6,364.69,212,18,91.51,90.37,1.14,100,91.3,81.13,2.41
"BEN.SCRIVENS","2012-2013","TOR",10,531.1,258,24,90.7,92.47,-1.78,98.28,87.91,78.43,-4.58
"BEN.SCRIVENS","2013-2014","L.A/EDM",21,1092.01,584,46,92.12,91.27,0.85,98.57,93.28,80.15,4.99
"BEN.SCRIVENS","2014-2015","EDM",24,1348.2,640,77,87.97,91.53,-3.56,95.36,89.1,72.99,-22.76
"BEN.SCRIVENS","2015-2016","MTL",9,495.73,287,31,89.2,90.79,-1.59,98.26,93.75,69.74,-4.57
"BRADEN.HOLTBY","2010-2011","WSH",8,416.94,181,15,91.71,91.03,0.68,98.15,94.32,76.92,1.23
"BRADEN.HOLTBY","2011-2012","WSH",3,184.99,97,5,94.85,91.75,3.09,100,95.45,84.62,3
"BRADEN.HOLTBY","2012-2013","WSH",17,970.13,519,45,91.33,91.72,-0.39,97.37,91.21,78.9,-2.05
"BRADEN.HOLTBY","2013-2014","WSH",25,1406.54,754,67,91.11,91.41,-0.29,98.26,91.8,77.02,-2.22
"BRADEN.HOLTBY","2014-2015","WSH",37,2179.51,1073,85,92.08,91.48,0.6,97.96,91.83,81.14,6.45
"BRADEN.HOLTBY","2015-2016","WSH",33,1944.33,925,73,92.11,91.2,0.91,97.72,93.23,80.45,8.43
"BRADEN.HOLTBY","2016-2017","WSH",26,1543.78,774,67,91.34,90.95,0.4,99.34,91.26,78.14,3.07
"BRADEN.HOLTBY","2017-2018","WSH",13,705.77,392,42,89.29,90.72,-1.43,98.41,89.5,75.29,-5.61
"BRAD.THIESSEN","2011-2012","PIT",1,60,28,8,71.43,90.32,-18.89,100,66.67,28.57,-5.29
"BRENT.JOHNSON","2007-2008","WSH",12,636.54,321,33,89.72,90.87,-1.15,96.91,88.89,79.25,-3.68
"BRENT.JOHNSON","2008-2009","WSH",11,526.7,272,32,88.24,91.5,-3.26,93.1,89.36,75,-8.87
"BRENT.JOHNSON","2009-2010","PIT",11,491.36,229,21,90.83,89.62,1.21,96.97,94.55,75.47,2.77
"BRENT.JOHNSON","2010-2011","PIT",15,864.99,412,31,92.48,91.32,1.16,97.3,92.51,83.12,4.78
"BRENT.JOHNSON","2011-2012","PIT",12,639.2,303,33,89.11,91.3,-2.19,96.52,89.83,75.71,-6.64
"BRENT.KRAHN","2008-2009","DAL",1,20,9,3,66.67,84,-17.33,100,100,40,-1.56
"BRIAN.BOUCHER","2007-2008","S.J",5,238.11,103,7,93.2,91.46,1.75,100,90.57,89.47,1.8
"BRIAN.BOUCHER","2008-2009","S.J",16,920.03,393,31,92.11,91.68,0.44,97.89,88.4,90,1.71
"BRIAN.BOUCHER","2009-2010","PHI",18,937.33,432,47,89.12,90.87,-1.75,98.68,90.53,70,-7.54
"BRIAN.BOUCHER","2010-2011","PHI",20,1133.06,556,52,90.65,92,-1.35,96.74,90.76,76.09,-7.52
"BRIAN.BOUCHER","2011-2012","CAR",5,300.81,145,20,86.21,90.26,-4.06,98.25,87.5,67.5,-5.88
"BRIAN.BOUCHER","2012-2013","PHI",2,92.87,38,4,89.47,92.42,-2.95,93.75,92.86,75,-1.12
"BRIAN.ELLIOTT","2007-2008","OTT",1,59.69,29,1,96.55,90.55,6,100,95.45,100,1.74
"BRIAN.ELLIOTT","2008-2009","OTT",13,617.05,318,33,89.62,90.76,-1.14,98.91,88.3,78.18,-3.61
"BRIAN.ELLIOTT","2009-2010","OTT",30,1657.35,796,78,90.2,91.34,-1.14,95.18,90.39,80.85,-9.04
"BRIAN.ELLIOTT","2010-2011","OTT/COL",26,1366.28,744,85,88.58,91.05,-2.47,95.86,91.26,72.19,-18.38
"BRIAN.ELLIOTT","2011-2012","STL",18,1018.72,475,27,94.32,92.34,1.97,98.95,94.87,83.15,9.37
"BRIAN.ELLIOTT","2012-2013","STL",12,568.4,247,19,92.31,92.38,-0.07,100,90.59,77.55,-0.18
"BRIAN.ELLIOTT","2013-2014","STL",18,898.93,376,28,92.55,91.89,0.67,96.2,93.66,82.89,2.51
"BRIAN.ELLIOTT","2014-2015","STL",22,1217.66,583,45,92.28,91.82,0.46,96.43,94.09,81.15,2.67
"BRIAN.ELLIOTT","2015-2016","STL",20,1132.74,542,34,93.73,91.08,2.65,96.5,95.73,86.26,14.34
"BRIAN.ELLIOTT","2016-2017","CGY",24,1409.45,651,68,89.55,90.68,-1.13,96.75,91.57,75,-7.33
"BRIAN.ELLIOTT","2017-2018","PHI",16,964.27,528,41,92.23,91.2,1.04,99.02,93.14,79.17,5.47
"BRIAN.FOSTER","2011-2012","FLA",1,4.87,1,0,100,92,8,NA,100,NA,0.08
"CALVIN.PICKARD","2014-2015","COL",7,419.39,246,12,95.12,90.15,4.97,98.89,96.25,89.47,12.22
"CALVIN.PICKARD","2015-2016","COL",12,557.65,276,27,90.22,90.3,-0.08,98.99,92.23,75.68,-0.23
"CALVIN.PICKARD","2016-2017","COL",25,1329.18,712,72,89.89,90.89,-1.01,97.85,88.72,78.44,-7.17
"CALVIN.PICKARD","2017-2018","TOR",1,62.58,28,4,85.71,94.04,-8.32,92.31,76.92,100,-2.33
"CAM.TALBOT","2013-2014","NYR",13,741.51,330,17,94.85,92.25,2.6,97.26,94.44,89.66,8.57
"CAM.TALBOT","2014-2015","NYR",19,1138.85,568,46,91.9,91.27,0.64,98.36,91.53,80.74,3.61
"CAM.TALBOT","2015-2016","EDM",27,1554.39,817,66,91.92,92.29,-0.37,96.79,91.93,80.92,-3.05
"CAM.TALBOT","2016-2017","EDM",35,2065.08,998,85,91.48,90.86,0.63,96.94,93.06,81.12,6.25
"CAM.TALBOT","2017-2018","EDM",13,689.57,348,32,90.8,91.72,-0.91,97.92,90.65,75.38,-3.18
"CAM.WARD","2007-2008","CAR",30,1670.72,855,74,91.35,90.95,0.4,97.39,93.7,76.44,3.38
"CAM.WARD","2008-2009","CAR",33,1901.96,978,83,91.51,91.12,0.4,96.64,92.87,79.89,3.87
"CAM.WARD","2009-2010","CAR",25,1374.39,768,67,91.28,90.84,0.44,96.68,93.32,79.76,3.37
"CAM.WARD","2010-2011","CAR",35,1970.65,1133,85,92.5,91.59,0.91,99.22,93.38,78.73,10.32
"CAM.WARD","2011-2012","CAR",34,1999.07,1169,97,91.7,91.16,0.54,97.83,93.44,78.28,6.33
"CAM.WARD","2012-2013","CAR",11,570.15,307,26,91.53,91.21,0.32,96.09,95.05,79.49,0.97
"CAM.WARD","2013-2014","CAR",16,876.98,440,47,89.32,91.18,-1.86,98.15,89.16,76.79,-8.17
"CAM.WARD","2014-2015","CAR",24,1414.48,677,71,89.51,92.03,-2.52,97.81,90.64,70.59,-17.06
"CAM.WARD","2015-2016","CAR",23,1310.13,597,51,91.46,91.74,-0.28,96.71,91.77,80.49,-1.7
"CAM.WARD","2016-2017","CAR",28,1664.77,789,85,89.23,91.54,-2.31,97.09,90.62,71.25,-18.23
"CAM.WARD","2017-2018","CAR",8,480.73,251,21,91.63,91.45,0.18,98.23,89.77,80,0.45
"CAREY.PRICE","2007-2008","MTL",21,1241.73,679,54,92.05,90.58,1.46,97.99,94.08,78.87,9.94
"CAREY.PRICE","2008-2009","MTL",28,1577.98,804,85,89.43,90.74,-1.31,97.61,92.37,71.1,-10.56
"CAREY.PRICE","2009-2010","MTL",21,1161,669,54,91.93,91.52,0.41,97.29,93.24,76.85,2.73
"CAREY.PRICE","2010-2011","MTL",34,1954.02,1002,87,91.32,90.99,0.33,99.13,91.24,78.97,3.33
"CAREY.PRICE","2011-2012","MTL",30,1803.03,913,72,92.11,91.32,0.8,98.37,91.88,82.14,7.27
"CAREY.PRICE","2012-2013","MTL",18,998.82,459,41,91.07,91.77,-0.71,96.84,93.45,76.24,-3.24
"CAREY.PRICE","2013-2014","MTL",22,1300.78,669,60,91.03,91.43,-0.4,97.22,89.05,83.92,-2.67
"CAREY.PRICE","2014-2015","MTL",29,1731.15,858,57,93.36,91.79,1.57,98,92.17,86.36,13.45
"CAREY.PRICE","2015-2016","MTL",7,398.48,205,18,91.22,91.34,-0.12,98.8,87.8,82.5,-0.25
"CAREY.PRICE","2016-2017","MTL",25,1521.88,727,62,91.47,90.92,0.55,96.8,89.69,85.87,4.01
"CAREY.PRICE","2017-2018","MTL",13,733.88,421,42,90.02,90.67,-0.65,100,87.65,76.84,-2.72
"CARTER.HUTTON","2012-2013","CHI",1,58.73,28,3,89.29,91.57,-2.29,100,81.82,80,-0.64
"CARTER.HUTTON","2013-2014","NSH",24,1243.42,610,57,90.66,92.46,-1.8,98.17,89.83,72.28,-10.99
"CARTER.HUTTON","2014-2015","NSH",13,753.25,325,31,90.46,91.57,-1.1,98.41,87.3,82.19,-3.59
"CARTER.HUTTON","2015-2016","NSH",13,743.85,346,32,90.75,91.77,-1.02,97.97,89.34,78.95,-3.52
"CARTER.HUTTON","2016-2017","STL",17,810.44,375,27,92.8,91.13,1.67,97.14,95.3,81.4,6.26
"CARTER.HUTTON","2017-2018","STL",6,252.1,136,7,94.85,90.62,4.24,100,97.92,80,5.76
"CASEY.DESMITH","2017-2018","PIT",1,41.88,15,3,80,85.33,-5.33,100,83.33,66.67,-0.8
"CEDRICK.DESJARDINS","2012-2013","T.B",2,101.31,44,4,90.91,88,2.91,100,85.71,87.5,1.28
"CHAD.JOHNSON","2009-2010","NYR",4,240.71,115,8,93.04,92.51,0.53,95.45,94.23,84.21,0.61
"CHAD.JOHNSON","2010-2011","NYR",1,20,11,2,81.82,90.73,-8.91,100,66.67,75,-0.98
"CHAD.JOHNSON","2012-2013","ARI",1,64.16,30,1,96.67,91.93,4.73,100,100,83.33,1.42
"CHAD.JOHNSON","2013-2014","BOS",18,997.11,494,41,91.7,90.54,1.16,98.33,95.6,77.27,5.73
"CHAD.JOHNSON","2014-2015","NYI",13,736.07,338,37,89.05,91.97,-2.92,95.17,90.08,72.58,-9.87
"CHAD.JOHNSON","2015-2016","BUF",23,1376.44,721,61,91.54,91.19,0.35,97.89,94.64,74.52,2.53
"CHAD.JOHNSON","2016-2017","CGY",17,970.56,471,35,92.57,91.43,1.14,99.44,93.19,79.41,5.38
"CHAD.JOHNSON","2017-2018","BUF",9,457.97,227,23,89.87,91.08,-1.22,95.74,89.29,79.59,-2.76
"CHARLIE.LINDGREN","2015-2016","MTL",1,60,28,2,92.86,88.54,4.32,91.67,87.5,100,1.21
"CHARLIE.LINDGREN","2016-2017","MTL",2,121.69,59,3,94.92,92.32,2.59,100,92.31,88.89,1.53
"CHARLIE.LINDGREN","2017-2018","MTL",2,119.22,66,2,96.97,91.89,5.08,100,96,92.86,3.35
"CHRIS.BECKFORD-TSEU","2007-2008","STL",1,26.62,9,1,88.89,91,-2.11,100,100,50,-0.19
"CHRIS.DRIEDGER","2015-2016","OTT",1,31.82,11,0,100,87.18,12.82,100,100,100,1.41
"CHRIS.DRIEDGER","2016-2017","OTT",1,40,15,4,73.33,89.33,-16,75,77.78,50,-2.4
"CHRIS.GIBSON","2015-2016","NYI",2,91.27,49,4,91.84,91.84,0,95.45,88.24,90,0
"CHRIS.HOLT","2008-2009","STL",1,18.55,3,0,100,92,8,100,100,100,0.24
"CHRIS.MASON","2007-2008","NSH",27,1384.93,640,72,88.75,90.93,-2.18,96.15,88.76,77.5,-13.94
"CHRIS.MASON","2008-2009","STL",33,1828.78,946,75,92.07,91.49,0.58,97.71,92.6,80.24,5.49
"CHRIS.MASON","2009-2010","STL",27,1435.13,754,69,90.85,91.04,-0.19,96.62,92.16,79.38,-1.46
"CHRIS.MASON","2010-2011","ATL",18,862.77,496,54,89.11,90.51,-1.39,95.88,92.2,74.38,-6.91
"CHRIS.MASON","2011-2012","WPG",14,638.11,278,33,88.13,90.6,-2.47,95,91.67,72.86,-6.86
"CHRIS.MASON","2012-2013","NSH",9,390.57,202,21,89.6,90.63,-1.03,95.71,95,73.08,-2.08
"CHRIS.MINARD","2008-2009","PIT",2,18.08,8,0,100,93.12,6.88,100,100,NA,0.55
"CHRIS.OSGOOD","2007-2008","DET",23,1255.36,523,35,93.31,90.89,2.41,98.64,92.07,88.37,12.63
"CHRIS.OSGOOD","2008-2009","DET",23,1325.83,612,64,89.54,90.54,-1,97.19,90.33,77.61,-6.12
"CHRIS.OSGOOD","2009-2010","DET",13,674.08,313,42,86.58,90.8,-4.21,95.88,85.81,75,-13.19
"CHRIS.OSGOOD","2010-2011","DET",7,426.06,201,20,90.05,91.25,-1.2,95.08,89,85,-2.42
"CONNOR.HELLEBUYCK","2015-2016","WPG",9,512.66,222,13,94.14,91.92,2.23,98.92,93.02,86.05,4.94
"CONNOR.HELLEBUYCK","2016-2017","WPG",24,1374.4,716,73,89.8,92.11,-2.31,96.85,90.34,74.29,-16.53
"CONNOR.HELLEBUYCK","2017-2018","WPG",16,927.75,485,40,91.75,91.55,0.21,99.02,89.25,80.85,1
"CONNOR.KNAPP","2013-2014","BUF",1,11.59,7,1,85.71,86.29,-0.57,NA,100,75,-0.04
"COREY.CRAWFORD","2007-2008","CHI",3,104.2,61,5,91.8,91.75,0.05,100,89.19,80,0.03
"COREY.CRAWFORD","2009-2010","CHI",1,59.22,35,3,91.43,91.29,0.14,100,93.33,75,0.05
"COREY.CRAWFORD","2010-2011","CHI",27,1548.59,750,57,92.4,91.71,0.69,95.86,92.99,84.25,5.19
"COREY.CRAWFORD","2011-2012","CHI",27,1519.72,721,68,90.57,91.18,-0.62,98.15,90.97,78.03,-4.44
"COREY.CRAWFORD","2012-2013","CHI",17,964.23,409,27,93.4,91.65,1.75,98.76,94.44,81.4,7.14
"COREY.CRAWFORD","2013-2014","CHI",27,1528.45,738,60,91.87,91.21,0.66,97.92,91.75,81.13,4.85
"COREY.CRAWFORD","2014-2015","CHI",28,1667.63,809,58,92.83,91.07,1.76,99.03,94.9,79.14,14.25
"COREY.CRAWFORD","2015-2016","CHI",27,1506.35,790,75,90.51,90.36,0.15,95.68,92.95,79.5,1.19
"COREY.CRAWFORD","2016-2017","CHI",28,1640.17,853,78,90.86,91.04,-0.18,96.37,92.94,78.06,-1.57
"COREY.CRAWFORD","2017-2018","CHI",13,698.05,368,28,92.39,90.28,2.11,97.74,91.72,85.56,7.76
"CORY.SCHNEIDER","2008-2009","VAN",6,256.72,121,16,86.78,91.17,-4.4,100,90.38,60.71,-5.32
"CORY.SCHNEIDER","2009-2010","VAN",2,78.7,59,5,91.53,90.29,1.24,95.65,95.45,78.57,0.73
"CORY.SCHNEIDER","2010-2011","VAN",15,809.56,451,26,94.24,89.98,4.26,98.41,95.39,87.04,19.21
"CORY.SCHNEIDER","2011-2012","VAN",19,1074.64,556,35,93.71,90.67,3.03,98.41,94.42,86.84,16.87
"CORY.SCHNEIDER","2012-2013","VAN",15,851.38,418,35,91.63,91.1,0.53,98.1,90.79,83.33,2.2
"CORY.SCHNEIDER","2013-2014","N.J",24,1465.99,643,56,91.29,91.44,-0.15,97.29,94.74,76.43,-0.94
"CORY.SCHNEIDER","2014-2015","N.J",35,1899.12,1027,85,91.72,91.27,0.45,96.5,93.33,81.01,4.62
"CORY.SCHNEIDER","2015-2016","N.J",28,1593.97,818,55,93.28,90.69,2.58,98.44,93.88,84.31,21.13
"CORY.SCHNEIDER","2016-2017","N.J",27,1582.29,835,79,90.54,91.08,-0.54,98.65,89.18,80.61,-4.54
"CORY.SCHNEIDER","2017-2018","N.J",13,744.63,428,35,91.82,89.9,1.92,98.2,91.28,83.04,8.21
"CRAIG.ANDERSON","2007-2008","FLA",12,701.86,418,25,94.02,91.11,2.91,100,93.81,85.71,12.16
"CRAIG.ANDERSON","2008-2009","FLA",20,1133.74,692,53,92.34,90.61,1.73,98.65,94.64,78.29,12
"CRAIG.ANDERSON","2009-2010","COL",34,2041.61,1090,98,91.01,91.53,-0.52,97.56,91.44,76.62,-5.68
"CRAIG.ANDERSON","2010-2011","COL/OTT",24,1349.16,764,53,93.06,91.52,1.54,98.08,95.6,76.98,11.78
"CRAIG.ANDERSON","2011-2012","OTT",34,1900.13,1080,85,92.13,90.97,1.16,98.1,94.29,78.91,12.54
"CRAIG.ANDERSON","2012-2013","OTT",10,595.21,273,17,93.77,91.73,2.04,99.09,94.06,83.87,5.57
"CRAIG.ANDERSON","2013-2014","OTT",24,1346.22,801,64,92.01,91.27,0.74,98.7,93.88,75.9,5.91
"CRAIG.ANDERSON","2014-2015","OTT",18,1059.96,587,45,92.33,91.84,0.49,98.28,92.95,78.76,2.89
"CRAIG.ANDERSON","2015-2016","OTT",29,1657.96,961,95,90.11,91.15,-1.04,98.03,91.96,73.08,-9.98
"CRAIG.ANDERSON","2016-2017","OTT",20,1208.6,661,48,92.74,91.36,1.38,97.59,91.73,86.3,9.11
"CRAIG.ANDERSON","2017-2018","OTT",13,706.02,356,35,90.17,90.15,0.02,94.74,92.99,78.82,0.08
"CRISTOBAL.HUET","2007-2008","MTL/WSH",26,1507.26,725,63,91.31,91.4,-0.09,97.04,91.13,80.95,-0.67
"CRISTOBAL.HUET","2008-2009","CHI",24,1343.23,635,59,90.71,90.67,0.04,98.92,90.75,81.01,0.26
"CRISTOBAL.HUET","2009-2010","CHI",23,1291.66,550,64,88.36,90.84,-2.47,96.22,90.04,73.39,-13.61
"CRISTOPHER.NILSTORP","2012-2013","DAL",2,119.28,63,6,90.48,91.56,-1.08,96.3,91.3,76.92,-0.68
"CRISTOPHER.NILSTORP","2013-2014","DAL",1,39.49,17,3,82.35,86.76,-4.41,100,85.71,66.67,-0.75
