"","Player","Date","Team","Position","TOI","iCF","iFF","iSF","ixG","iSCF","iFOW","iFOL","iPENT","iPEND","iHF","iHA","iGVA","iTKA","iBLK","iCF60","iFF60","iSF60","ixG60","ixFSh%","iSCF60","iFO%","iPENDIFF"
"70","ALEX.STEEN","2017-05-02","STL","C",10.15,3,2,1,0.05,0,3,0,0,0,1,1,2,0,1,17.73,11.82,5.91,0.28,2.36,0,1,0
"71","ALEX.STEEN","2017-04-30","STL","C",14,2,2,2,0.23,1,0,2,1,0,3,0,1,1,1,8.57,8.57,8.57,0.97,11.28,4.29,0,-1
"72","ALEX.STEEN","2017-04-28","STL","C",10.66,1,1,1,0.08,0,0,0,0,1,1,1,0,0,0,5.63,5.63,5.63,0.44,7.89,0,NA,1
"73","ALEX.STEEN","2017-04-26","STL","C",12.03,3,3,2,0.17,0,0,0,0,0,0,0,0,1,0,14.96,14.96,9.98,0.86,5.76,0,NA,0
"74","ALEX.STEEN","2017-04-22","STL","C",13.59,2,2,2,0.13,0,0,0,0,0,0,2,0,0,0,8.83,8.83,8.83,0.56,6.38,0,NA,0
"75","ALEX.STEEN","2017-04-19","STL","C",14.91,2,1,1,0.07,0,6,5,0,0,0,1,0,0,0,8.05,4.02,4.02,0.27,6.62,0,0.55,0
"76","ALEX.STEEN","2017-04-16","STL","C",10.3,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,NA,0,0.43,0
"77","ALEX.STEEN","2017-04-14","STL","C",11.42,2,1,0,0.07,0,0,8,1,0,2,0,0,0,0,10.51,5.25,0,0.36,6.78,0,0,-1
"78","ALEX.STEEN","2017-04-12","STL","C",14.65,3,3,1,0.15,0,0,0,0,0,0,2,0,1,0,12.29,12.29,4.1,0.6,4.86,0,NA,0
"79","ALEX.WENNBERG","2017-04-20","CBJ","C",17.46,2,2,2,0.06,0,5,8,1,0,0,3,0,2,0,6.87,6.87,6.87,0.21,3.09,0,0.38,-1
"80","ALEX.WENNBERG","2017-04-18","CBJ","C",12.57,2,2,2,0.35,1,7,3,0,1,0,0,0,0,0,9.55,9.55,9.55,1.66,17.41,4.77,0.7,1
"81","ALEX.WENNBERG","2017-04-16","CBJ","C",17.82,3,0,0,0,0,3,9,0,0,0,0,0,1,0,10.1,0,0,0,NA,0,0.25,0
"82","ALEX.WENNBERG","2017-04-14","CBJ","C",15.59,5,5,2,0.17,0,7,7,0,0,1,3,0,0,0,19.24,19.24,7.7,0.64,3.31,0,0.5,0
"83","ALEX.WENNBERG","2017-04-12","CBJ","C",16.3,5,2,2,0.03,0,7,14,0,0,3,1,0,1,0,18.4,7.36,7.36,0.11,1.54,0,0.33,0
"84","ANDREAS.MARTINSEN","2017-04-14","MTL","L",11.03,1,1,1,0.02,0,0,0,0,0,4,3,0,0,0,5.44,5.44,5.44,0.1,1.8,0,NA,0
"85","ANDREAS.MARTINSEN","2017-04-12","MTL","L",9.38,2,2,2,0.2,1,0,0,0,0,5,5,2,0,2,12.79,12.79,12.79,1.25,9.78,6.4,NA,0
"86","ANDRE.BURAKOVSKY","2017-05-10","WSH","L",16.68,2,1,1,0.03,0,0,0,0,0,2,4,0,2,0,7.19,3.6,3.6,0.11,3,0,NA,0
"87","ANDRE.BURAKOVSKY","2017-05-08","WSH","L",10.71,4,4,3,0.33,2,0,0,1,0,2,2,1,1,0,22.41,22.41,16.81,1.87,8.33,11.2,NA,-1
"88","ANDRE.BURAKOVSKY","2017-05-06","WSH","L",14.74,4,3,2,0.14,0,0,0,0,1,1,0,0,0,1,16.28,12.21,8.14,0.57,4.66,0,NA,1
"89","ANDRE.BURAKOVSKY","2017-05-03","WSH","L",12.15,3,3,2,0.15,0,0,0,0,0,0,2,0,1,0,14.81,14.81,9.88,0.76,5.13,0,NA,0
"90","ANDRE.BURAKOVSKY","2017-05-01","WSH","L",6.56,4,3,0,0.35,1,0,0,0,1,2,0,0,1,0,36.59,27.44,0,3.16,11.53,9.15,NA,1
"91","ANDRE.BURAKOVSKY","2017-04-29","WSH","L",10.87,4,2,1,0.08,0,0,0,0,1,1,1,0,0,0,22.08,11.04,5.52,0.44,3.95,0,NA,1
"92","ANDRE.BURAKOVSKY","2017-04-27","WSH","L",13.44,8,6,1,0.36,1,0,0,0,0,0,1,0,0,0,35.71,26.79,4.46,1.62,6.06,4.46,NA,0
"93","ANDRE.BURAKOVSKY","2017-04-23","WSH","L",12.69,6,4,3,0.26,1,0,0,0,0,4,1,0,1,0,28.37,18.91,14.18,1.23,6.5,4.73,NA,0
"94","ANDRE.BURAKOVSKY","2017-04-19","WSH","L",10.72,1,1,1,0.05,0,0,0,0,0,1,6,0,1,1,5.6,5.6,5.6,0.26,4.58,0,NA,0
"95","ANDRE.BURAKOVSKY","2017-04-17","WSH","L",11.35,2,2,2,0.13,1,0,0,0,0,0,2,0,1,0,10.57,10.57,10.57,0.7,6.63,5.29,NA,0
"96","ANDRE.BURAKOVSKY","2017-04-15","WSH","L",15.48,6,5,5,0.3,1,0,0,0,0,2,1,1,1,0,23.26,19.38,19.38,1.17,6.04,3.88,NA,0
"97","ANDRE.BURAKOVSKY","2017-04-13","WSH","L",11.38,2,1,1,0.24,1,1,1,0,1,3,1,0,1,0,10.54,5.27,5.27,1.26,23.91,5.27,0.5,1
"98","ANDREI.MARKOV","2017-04-22","MTL","D",18.31,2,2,1,0.05,0,0,0,0,0,0,2,0,1,1,6.55,6.55,3.28,0.15,2.25,0,NA,0
"99","ANDREI.MARKOV","2017-04-20","MTL","D",20.99,1,1,0,0.01,0,0,0,0,0,3,0,1,2,1,2.86,2.86,0,0.02,0.65,0,NA,0
"100","ANDREI.MARKOV","2017-04-18","MTL","D",18.96,1,1,1,0.01,0,0,0,0,0,1,2,3,0,2,3.16,3.16,3.16,0.04,1.33,0,NA,0
"101","ANDREI.MARKOV","2017-04-16","MTL","D",18.05,4,2,2,0.19,1,0,0,0,2,0,3,0,0,1,13.3,6.65,6.65,0.63,9.54,3.32,NA,2
"102","ANDREI.MARKOV","2017-04-14","MTL","D",23.35,3,2,1,0.05,0,0,0,0,0,0,4,0,0,1,7.71,5.14,2.57,0.14,2.71,0,NA,0
"103","ANDREI.MARKOV","2017-04-12","MTL","D",14.8,1,0,0,0,0,0,0,0,0,0,2,1,0,2,4.05,0,0,0,NA,0,NA,0
"104","ANDREJ.SEKERA","2017-05-05","EDM","D",1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,0
"105","ANDREJ.SEKERA","2017-05-03","EDM","D",18.54,4,1,1,0.02,0,0,0,0,0,0,0,1,1,3,12.94,3.24,3.24,0.06,1.71,0,NA,0
"106","ANDREJ.SEKERA","2017-04-30","EDM","D",16.16,2,0,0,0,0,0,0,0,0,3,6,0,0,0,7.43,0,0,0,NA,0,NA,0
"107","ANDREJ.SEKERA","2017-04-28","EDM","D",15.92,3,2,2,0.07,0,0,0,0,0,4,4,0,1,1,11.31,7.54,7.54,0.25,3.29,0,NA,0
"108","ANDREJ.SEKERA","2017-04-26","EDM","D",15.91,2,2,2,0.09,0,0,0,0,0,1,7,0,1,4,7.54,7.54,7.54,0.34,4.55,0,NA,0
"109","ANDREJ.SEKERA","2017-04-22","EDM","D",16.52,2,1,1,0.01,0,0,0,0,0,0,3,0,0,3,7.26,3.63,3.63,0.02,0.65,0,NA,0
"110","ANDREJ.SEKERA","2017-04-20","EDM","D",25.26,3,3,2,0.06,0,0,0,0,0,0,2,0,0,3,7.13,7.13,4.75,0.14,2.02,0,NA,0
"111","ANDREJ.SEKERA","2017-04-18","EDM","D",13.39,2,1,1,0.01,0,0,0,0,0,2,1,2,0,1,8.96,4.48,4.48,0.04,0.83,0,NA,0
"112","ANDREJ.SEKERA","2017-04-16","EDM","D",17.6,2,1,1,0.01,0,0,0,0,0,1,3,1,1,2,6.82,3.41,3.41,0.05,1.38,0,NA,0
"113","ANDREJ.SEKERA","2017-04-14","EDM","D",10.74,1,1,0,0.01,0,0,0,0,0,0,0,3,0,0,5.59,5.59,0,0.05,0.88,0,NA,0
"114","ANDREJ.SEKERA","2017-04-12","EDM","D",12.72,1,1,1,0.03,0,0,0,0,0,1,3,3,0,0,4.72,4.72,4.72,0.12,2.62,0,NA,0
"115","ANDREW.COGLIANO","2017-05-14","ANA","C",12.61,1,1,1,0.02,0,0,0,0,0,1,0,0,0,1,4.76,4.76,4.76,0.07,1.53,0,NA,0
"116","ANDREW.COGLIANO","2017-05-12","ANA","C",12.28,3,2,1,0.17,1,0,0,0,1,0,0,0,0,0,14.66,9.77,4.89,0.81,8.26,4.89,NA,1
"117","ANDREW.COGLIANO","2017-05-10","ANA","C",13.96,4,3,2,0.59,3,0,0,0,0,1,1,0,0,0,17.19,12.89,8.6,2.51,19.5,12.89,NA,0
"118","ANDREW.COGLIANO","2017-05-07","ANA","C",8.51,1,1,1,0.17,1,0,0,0,0,2,1,0,0,0,7.05,7.05,7.05,1.2,16.97,7.05,NA,0
"119","ANDREW.COGLIANO","2017-05-05","ANA","C",17.89,0,0,0,0,0,0,0,0,1,2,2,3,1,0,0,0,0,0,NA,0,NA,1
"120","ANDREW.COGLIANO","2017-05-03","ANA","C",12.4,4,1,1,0.02,0,1,0,0,1,1,0,1,0,0,19.35,4.84,4.84,0.1,2.01,0,1,1
"121","ANDREW.COGLIANO","2017-04-30","ANA","C",13.4,3,1,1,0.04,0,0,0,0,0,2,1,0,0,0,13.43,4.48,4.48,0.2,4.44,0,NA,0
"122","ANDREW.COGLIANO","2017-04-28","ANA","C",10.27,4,3,3,0.19,1,0,0,0,1,2,0,0,0,0,23.37,17.53,17.53,1.11,6.32,5.84,NA,1
"123","ANDREW.COGLIANO","2017-04-26","ANA","C",11.53,7,4,4,0.19,0,0,0,0,0,1,3,0,0,0,36.43,20.82,20.82,0.99,4.73,0,NA,0
"124","ANDREW.COGLIANO","2017-04-19","ANA","C",9.57,4,3,3,0.14,0,0,0,0,0,0,0,0,0,0,25.08,18.81,18.81,0.91,4.83,0,NA,0
"125","ANDREW.COGLIANO","2017-04-17","ANA","C",12.65,1,1,1,0.02,0,1,0,1,0,0,1,0,0,1,4.74,4.74,4.74,0.09,1.86,0,1,-1
"126","ANDREW.COGLIANO","2017-04-15","ANA","C",11.78,4,4,2,0.23,1,1,0,0,0,2,3,0,0,1,20.37,20.37,10.19,1.18,5.79,5.09,1,0
"127","ANDREW.COGLIANO","2017-04-13","ANA","C",11.63,4,2,2,0.05,0,0,0,0,1,2,1,0,0,1,20.64,10.32,10.32,0.27,2.66,0,NA,1
"128","ANDREW.SHAW","2017-04-20","MTL","C",12.68,4,4,4,0.86,3,1,5,1,0,4,8,0,0,1,18.93,18.93,18.93,4.06,21.43,14.2,0.17,-1
"129","ANDREW.SHAW","2017-04-18","MTL","C",10.49,5,5,3,0.29,1,1,2,1,0,1,1,0,0,1,28.6,28.6,17.16,1.63,5.71,5.72,0.33,-1
"130","ANDREW.SHAW","2017-04-16","MTL","C",9.47,2,0,0,0,0,0,1,0,0,1,2,0,0,1,12.67,0,0,0,NA,0,0,0
"131","ANDREW.SHAW","2017-04-14","MTL","C",16.94,6,4,2,0.19,1,2,9,0,0,3,3,0,0,0,21.25,14.17,7.08,0.69,4.86,3.54,0.18,0
"132","ANDREW.SHAW","2017-04-12","MTL","C",14.88,1,1,1,0.03,0,3,3,0,0,3,2,0,0,0,4.03,4.03,4.03,0.14,3.48,0,0.5,0
"133","ANTOINE.VERMETTE","2017-05-14","ANA","C",6.98,0,0,0,0,0,5,5,0,0,0,2,0,0,0,0,0,0,0,NA,0,0.5,0
"134","ANTOINE.VERMETTE","2017-05-12","ANA","C",10.72,3,2,2,0.08,0,7,1,0,0,0,0,0,1,0,16.79,11.19,11.19,0.43,3.83,0,0.88,0
"135","ANTOINE.VERMETTE","2017-05-10","ANA","C",14.93,4,3,3,0.14,0,4,7,0,0,4,0,1,1,1,16.08,12.06,12.06,0.54,4.51,0,0.36,0
"136","ANTOINE.VERMETTE","2017-05-07","ANA","C",13.67,4,4,4,0.26,1,12,10,0,0,2,2,0,1,0,17.56,17.56,17.56,1.16,6.61,4.39,0.55,0
"137","ANTOINE.VERMETTE","2017-05-05","ANA","C",19.77,2,1,1,0.15,1,18,7,0,0,2,2,1,0,1,6.07,3.03,3.03,0.44,14.51,3.03,0.72,0
"138","ANTOINE.VERMETTE","2017-05-03","ANA","C",9.28,2,1,1,0.02,0,7,3,1,0,0,0,0,0,0,12.93,6.47,6.47,0.12,1.92,0,0.7,-1
"139","ANTOINE.VERMETTE","2017-04-30","ANA","C",9.08,1,1,1,0.25,1,6,8,0,0,0,1,0,0,0,6.61,6.61,6.61,1.63,24.65,6.61,0.43,0
"140","ANTOINE.VERMETTE","2017-04-28","ANA","C",10.14,4,4,3,0.23,1,9,5,0,0,1,1,0,0,0,23.67,23.67,17.75,1.37,5.79,5.92,0.64,0
"141","ANTOINE.VERMETTE","2017-04-26","ANA","C",7.62,1,1,1,0.02,0,7,3,0,0,3,1,1,0,1,7.87,7.87,7.87,0.12,1.56,0,0.7,0
"142","ANTOINE.VERMETTE","2017-04-19","ANA","C",10.05,0,0,0,0,0,7,5,0,0,0,1,0,0,0,0,0,0,0,NA,0,0.58,0
"143","ANTOINE.VERMETTE","2017-04-17","ANA","C",13.09,3,3,2,0.1,0,10,4,0,0,0,1,0,0,0,13.75,13.75,9.17,0.45,3.29,0,0.71,0
"144","ANTOINE.VERMETTE","2017-04-15","ANA","C",9.84,3,1,1,0.03,0,3,6,0,0,2,1,0,0,1,18.29,6.1,6.1,0.2,3.22,0,0.33,0
"145","ANTOINE.VERMETTE","2017-04-13","ANA","C",10.85,3,3,3,0.27,2,13,6,0,1,0,3,1,0,1,16.59,16.59,16.59,1.47,8.89,11.06,0.68,1
"146","ANTON.SLEPYSHEV","2017-05-10","EDM","L",13.82,2,2,1,0.12,1,0,0,0,0,0,1,0,1,0,8.68,8.68,4.34,0.53,6.1,4.34,NA,0
"147","ANTON.SLEPYSHEV","2017-05-07","EDM","L",14.66,3,3,2,0.19,1,0,0,0,0,2,2,0,0,0,12.28,12.28,8.19,0.77,6.24,4.09,NA,0
"148","ANTON.SLEPYSHEV","2017-05-05","EDM","L",13.5,2,2,0,0.2,1,0,0,0,0,0,1,2,0,1,8.89,8.89,0,0.87,9.8,4.44,NA,0
"149","ANTON.SLEPYSHEV","2017-05-03","EDM","L",11.71,3,3,3,0.2,1,0,0,0,0,3,0,0,0,0,15.37,15.37,15.37,1.02,6.61,5.12,NA,0
"150","ANTON.SLEPYSHEV","2017-04-30","EDM","L",10.81,3,1,1,0.14,1,0,0,0,0,0,1,1,3,0,16.65,5.55,5.55,0.78,14.04,5.55,NA,0
"151","ANTON.SLEPYSHEV","2017-04-28","EDM","L",8.79,2,1,1,0.03,0,0,0,0,0,0,0,0,0,0,13.65,6.83,6.83,0.18,2.59,0,NA,0
"152","ANTON.SLEPYSHEV","2017-04-26","EDM","L",9.51,3,3,2,0.26,2,0,0,2,0,1,4,0,0,0,18.93,18.93,12.62,1.62,8.58,12.62,NA,-2
"153","ANTON.SLEPYSHEV","2017-04-22","EDM","L",8.21,2,1,1,0.17,1,0,0,0,0,2,3,0,0,0,14.62,7.31,7.31,1.26,17.29,7.31,NA,0
