"","Player","Date","Team","Position","TOI","iCF","iFF","iSF","ixG","iSCF","iFOW","iFOL","iPENT","iPEND","iHF","iHA","iGVA","iTKA","iBLK","iCF60","iFF60","iSF60","ixG60","ixFSh%","iSCF60","iFO%","iPENDIFF"
"12","ADAM.MCQUAID","2017-04-15","BOS","D",2.08,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,0,NA,0
"13","ADAM.MCQUAID","2017-04-12","BOS","D",17.68,3,2,2,0.03,0,0,0,0,0,1,2,0,0,3,10.18,6.79,6.79,0.09,1.4,0,NA,0
"14","ALEX.BURROWS","2017-05-04","OTT","L",9.65,2,0,0,0,0,0,0,0,0,3,4,0,0,0,12.44,0,0,0,NA,0,NA,0
"15","ALEX.BURROWS","2017-05-02","OTT","L",11.12,2,1,0,0.08,0,0,0,0,0,1,4,2,0,1,10.79,5.4,0,0.42,7.74,0,NA,0
"16","ALEX.BURROWS","2017-04-29","OTT","L",13.93,7,4,2,0.32,2,0,0,0,0,3,5,0,0,0,30.15,17.23,8.61,1.38,8.01,8.61,NA,0
"17","ALEX.BURROWS","2017-04-27","OTT","L",10.46,2,1,1,0.07,0,0,0,0,0,4,3,0,0,0,11.47,5.74,5.74,0.4,6.96,0,NA,0
"18","ALEX.BURROWS","2017-04-23","OTT","L",11.84,1,1,1,0.1,1,0,0,0,0,2,0,0,0,0,5.07,5.07,5.07,0.51,10.16,5.07,NA,0
"19","ALEX.BURROWS","2017-04-19","OTT","L",12.78,3,3,3,0.13,0,0,0,1,0,0,0,0,2,2,14.08,14.08,14.08,0.59,4.18,0,NA,-1
"20","ALEX.BURROWS","2017-04-17","OTT","L",11.27,1,1,1,0.03,0,0,0,0,0,1,2,0,0,1,5.32,5.32,5.32,0.17,3.18,0,NA,0
"21","ALEX.BURROWS","2017-04-15","OTT","L",10.54,6,5,2,0.21,1,0,0,0,0,5,0,1,0,1,34.16,28.46,11.39,1.2,4.2,5.69,NA,0
"22","ALEX.BURROWS","2017-04-12","OTT","L",11.1,2,1,1,0.02,0,0,0,0,0,0,0,0,0,1,10.81,5.41,5.41,0.11,2.04,0,NA,0
"23","ALEX.CHIASSON","2017-04-19","CGY","R",11.32,2,1,1,0.12,1,0,0,0,0,3,1,0,1,0,10.6,5.3,5.3,0.65,12.29,5.3,NA,0
"24","ALEX.CHIASSON","2017-04-17","CGY","R",14.42,1,0,0,0,0,0,0,0,1,4,2,0,1,1,4.16,0,0,0,NA,0,NA,1
"25","ALEX.CHIASSON","2017-04-15","CGY","R",10.14,1,0,0,0,0,0,0,0,0,2,3,0,0,2,5.92,0,0,0,NA,0,NA,0
"26","ALEX.CHIASSON","2017-04-13","CGY","R",11.8,2,1,1,0.09,1,0,0,0,0,2,4,0,0,0,10.17,5.08,5.08,0.47,9.3,5.08,NA,0
"27","ALEXEI.EMELIN","2017-04-22","MTL","D",14.38,1,1,1,0.06,0,0,0,0,0,1,2,0,0,1,4.17,4.17,4.17,0.27,6.39,0,NA,0
"28","ALEXEI.EMELIN","2017-04-20","MTL","D",18.95,3,2,1,0.03,0,0,0,1,0,7,4,1,0,3,9.5,6.33,3.17,0.08,1.31,0,NA,-1
"29","ALEX.GALCHENYUK","2017-04-22","MTL","C",11.87,5,1,1,0.03,0,0,0,0,1,1,2,2,3,1,25.27,5.05,5.05,0.17,3.39,0,NA,1
"30","ALEX.GALCHENYUK","2017-04-20","MTL","C",14.37,3,2,1,0.11,0,1,1,0,0,0,4,0,0,2,12.53,8.35,4.18,0.45,5.38,0,0.5,0
"31","ALEX.GALCHENYUK","2017-04-18","MTL","C",11.52,2,2,2,0.37,1,2,4,0,0,0,2,0,0,0,10.42,10.42,10.42,1.93,18.5,5.21,0.33,0
"32","ALEX.GALCHENYUK","2017-04-16","MTL","C",11.08,1,0,0,0,0,5,3,0,0,0,2,0,0,0,5.42,0,0,0,NA,0,0.62,0
"33","ALEX.GALCHENYUK","2017-04-14","MTL","C",15.54,5,5,2,0.44,1,1,2,0,0,0,3,0,1,1,19.31,19.31,7.72,1.69,8.75,3.86,0.33,0
"34","ALEX.GALCHENYUK","2017-04-12","MTL","C",10.49,4,4,3,0.22,1,0,0,0,0,0,1,3,0,0,22.88,22.88,17.16,1.23,5.38,5.72,NA,0
"35","ALEX.OVECHKIN","2017-05-03","WSH","L",12.2,2,1,1,0.02,0,0,0,1,0,3,0,0,0,0,9.84,4.92,4.92,0.1,2.13,0,NA,-1
"36","ALEX.OVECHKIN","2017-05-01","WSH","L",12.36,2,1,1,0.32,1,0,0,0,0,4,1,0,0,0,9.71,4.85,4.85,1.53,31.57,4.85,NA,0
"37","ALEX.OVECHKIN","2017-04-29","WSH","L",14.93,6,3,1,0.12,0,0,0,0,0,4,1,0,0,1,24.11,12.06,4.02,0.49,4.09,0,NA,0
"38","ALEX.OVECHKIN","2017-04-27","WSH","L",17.01,5,4,2,0.15,0,0,0,1,0,6,1,0,0,0,17.64,14.11,7.05,0.54,3.85,0,NA,-1
"39","ALEX.OVECHKIN","2017-04-23","WSH","L",19.04,12,10,7,0.22,0,0,0,0,0,3,2,0,2,0,37.82,31.51,22.06,0.7,2.22,0,NA,0
"40","ALEX.OVECHKIN","2017-04-19","WSH","L",15.92,4,3,2,0.14,1,0,0,0,0,5,3,0,2,0,15.08,11.31,7.54,0.54,4.77,3.77,NA,0
"41","ALEX.OVECHKIN","2017-04-17","WSH","L",11.3,4,3,3,0.16,0,0,0,0,0,4,1,0,0,2,21.24,15.93,15.93,0.83,5.19,0,NA,0
"42","ALEX.OVECHKIN","2017-04-15","WSH","L",18.67,9,7,6,0.47,2,0,0,1,0,7,1,1,0,2,28.92,22.5,19.28,1.51,6.7,6.43,NA,-1
"43","ALEX.OVECHKIN","2017-04-13","WSH","L",16.27,3,2,0,0.2,2,0,0,0,0,3,0,0,1,0,11.06,7.38,0,0.76,10.24,7.38,NA,0
"44","ALEX.PIETRANGELO","2017-05-05","STL","D",19.24,3,3,3,0.07,0,0,0,0,0,1,3,0,0,1,9.36,9.36,9.36,0.21,2.28,0,NA,0
"45","ALEX.PIETRANGELO","2017-05-02","STL","D",15.4,4,3,3,0.1,0,0,0,0,0,3,0,0,1,1,15.58,11.69,11.69,0.37,3.18,0,NA,0
"46","ALEX.PIETRANGELO","2017-04-30","STL","D",17.66,4,1,1,0.01,0,0,0,0,0,0,2,1,0,1,13.59,3.4,3.4,0.03,0.75,0,NA,0
"47","ALEX.PIETRANGELO","2017-04-28","STL","D",17.07,3,1,1,0.02,0,0,0,0,0,0,1,1,1,5,10.54,3.51,3.51,0.07,1.99,0,NA,0
"48","ALEX.PIETRANGELO","2017-04-26","STL","D",18.35,2,2,1,0.06,0,0,0,0,0,0,1,0,0,2,6.54,6.54,3.27,0.19,2.91,0,NA,0
"49","ALEX.PIETRANGELO","2017-04-22","STL","D",21.64,1,1,0,0.01,0,0,0,0,0,0,3,0,0,2,2.77,2.77,0,0.02,0.65,0,NA,0
"50","ALEX.PIETRANGELO","2017-04-19","STL","D",21.37,4,3,2,0.15,1,0,0,0,0,0,3,1,0,1,11.23,8.42,5.62,0.43,5.06,2.81,NA,0
"51","ALEX.PIETRANGELO","2017-04-16","STL","D",15.24,1,1,1,0.03,0,0,0,0,0,1,3,0,0,3,3.94,3.94,3.94,0.11,2.9,0,NA,0
"52","ALEX.PIETRANGELO","2017-04-14","STL","D",18.4,3,3,2,0.06,0,0,0,0,0,0,4,0,1,2,9.78,9.78,6.52,0.19,1.94,0,NA,0
"53","ALEX.PIETRANGELO","2017-04-12","STL","D",26.81,6,5,4,0.13,0,0,0,1,1,0,2,0,0,3,13.43,11.19,8.95,0.28,2.51,0,NA,0
"54","ALEX.RADULOV","2017-04-22","MTL","R",17.57,1,0,0,0,0,0,0,0,0,1,0,1,1,1,3.41,0,0,0,NA,0,NA,0
"55","ALEX.RADULOV","2017-04-20","MTL","R",16.53,4,2,1,0.04,0,1,0,0,0,4,3,1,1,3,14.52,7.26,3.63,0.15,2.12,0,1,0
"56","ALEX.RADULOV","2017-04-18","MTL","R",15.01,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,NA,0,NA,0
"57","ALEX.RADULOV","2017-04-16","MTL","R",12.51,1,1,1,0.12,1,1,0,0,0,0,3,0,0,0,4.8,4.8,4.8,0.59,12.24,4.8,1,0
"58","ALEX.RADULOV","2017-04-14","MTL","R",16.87,7,6,6,0.68,2,0,0,2,0,7,2,1,0,0,24.9,21.34,21.34,2.42,11.34,7.11,NA,-2
"59","ALEX.RADULOV","2017-04-12","MTL","R",13.46,2,1,1,0.02,0,0,0,0,0,3,2,0,1,0,8.92,4.46,4.46,0.09,1.94,0,NA,0
"60","ALEX.STEEN","2017-05-02","STL","C",10.15,3,2,1,0.05,0,3,0,0,0,1,1,2,0,1,17.73,11.82,5.91,0.28,2.36,0,1,0
"61","ALEX.STEEN","2017-04-30","STL","C",14,2,2,2,0.23,1,0,2,1,0,3,0,1,1,1,8.57,8.57,8.57,0.97,11.28,4.29,0,-1
"62","ALEX.STEEN","2017-04-28","STL","C",10.66,1,1,1,0.08,0,0,0,0,1,1,1,0,0,0,5.63,5.63,5.63,0.44,7.89,0,NA,1
"63","ALEX.STEEN","2017-04-26","STL","C",12.03,3,3,2,0.17,0,0,0,0,0,0,0,0,1,0,14.96,14.96,9.98,0.86,5.76,0,NA,0
"64","ALEX.STEEN","2017-04-22","STL","C",13.59,2,2,2,0.13,0,0,0,0,0,0,2,0,0,0,8.83,8.83,8.83,0.56,6.38,0,NA,0
"65","ALEX.STEEN","2017-04-19","STL","C",14.91,2,1,1,0.07,0,6,5,0,0,0,1,0,0,0,8.05,4.02,4.02,0.27,6.62,0,0.55,0
"66","ALEX.STEEN","2017-04-16","STL","C",10.3,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,NA,0,0.43,0
"67","ALEX.STEEN","2017-04-14","STL","C",11.42,2,1,0,0.07,0,0,8,1,0,2,0,0,0,0,10.51,5.25,0,0.36,6.78,0,0,-1
"68","ALEX.STEEN","2017-04-12","STL","C",14.65,3,3,1,0.15,0,0,0,0,0,0,2,0,1,0,12.29,12.29,4.1,0.6,4.86,0,NA,0
"69","ALEX.WENNBERG","2017-04-20","CBJ","C",17.46,2,2,2,0.06,0,5,8,1,0,0,3,0,2,0,6.87,6.87,6.87,0.21,3.09,0,0.38,-1
"70","ALEX.WENNBERG","2017-04-18","CBJ","C",12.57,2,2,2,0.35,1,7,3,0,1,0,0,0,0,0,9.55,9.55,9.55,1.66,17.41,4.77,0.7,1
"71","ALEX.WENNBERG","2017-04-16","CBJ","C",17.82,3,0,0,0,0,3,9,0,0,0,0,0,1,0,10.1,0,0,0,NA,0,0.25,0
"72","ALEX.WENNBERG","2017-04-14","CBJ","C",15.59,5,5,2,0.17,0,7,7,0,0,1,3,0,0,0,19.24,19.24,7.7,0.64,3.31,0,0.5,0
"73","ALEX.WENNBERG","2017-04-12","CBJ","C",16.3,5,2,2,0.03,0,7,14,0,0,3,1,0,1,0,18.4,7.36,7.36,0.11,1.54,0,0.33,0
"74","ANDREAS.MARTINSEN","2017-04-14","MTL","L",11.03,1,1,1,0.02,0,0,0,0,0,4,3,0,0,0,5.44,5.44,5.44,0.1,1.8,0,NA,0
"75","ANDREAS.MARTINSEN","2017-04-12","MTL","L",9.38,2,2,2,0.2,1,0,0,0,0,5,5,2,0,2,12.79,12.79,12.79,1.25,9.78,6.4,NA,0
"76","ANDRE.BURAKOVSKY","2017-05-03","WSH","L",12.15,3,3,2,0.15,0,0,0,0,0,0,2,0,1,0,14.81,14.81,9.88,0.76,5.13,0,NA,0
"77","ANDRE.BURAKOVSKY","2017-05-01","WSH","L",6.56,4,3,0,0.35,1,0,0,0,1,2,0,0,1,0,36.59,27.44,0,3.16,11.53,9.15,NA,1
"78","ANDRE.BURAKOVSKY","2017-04-29","WSH","L",10.87,4,2,1,0.08,0,0,0,0,1,1,1,0,0,0,22.08,11.04,5.52,0.44,3.95,0,NA,1
"79","ANDRE.BURAKOVSKY","2017-04-27","WSH","L",13.44,8,6,1,0.36,1,0,0,0,0,0,1,0,0,0,35.71,26.79,4.46,1.62,6.06,4.46,NA,0
"80","ANDRE.BURAKOVSKY","2017-04-23","WSH","L",12.69,6,4,3,0.26,1,0,0,0,0,4,1,0,1,0,28.37,18.91,14.18,1.23,6.5,4.73,NA,0
"81","ANDRE.BURAKOVSKY","2017-04-19","WSH","L",10.72,1,1,1,0.05,0,0,0,0,0,1,6,0,1,1,5.6,5.6,5.6,0.26,4.58,0,NA,0
"82","ANDRE.BURAKOVSKY","2017-04-17","WSH","L",11.35,2,2,2,0.13,1,0,0,0,0,0,2,0,1,0,10.57,10.57,10.57,0.7,6.63,5.29,NA,0
"83","ANDRE.BURAKOVSKY","2017-04-15","WSH","L",15.48,6,5,5,0.3,1,0,0,0,0,2,1,1,1,0,23.26,19.38,19.38,1.17,6.04,3.88,NA,0
"84","ANDRE.BURAKOVSKY","2017-04-13","WSH","L",11.38,2,1,1,0.24,1,1,1,0,1,3,1,0,1,0,10.54,5.27,5.27,1.26,23.91,5.27,0.5,1
"85","ANDREI.MARKOV","2017-04-22","MTL","D",18.31,2,2,1,0.05,0,0,0,0,0,0,2,0,1,1,6.55,6.55,3.28,0.15,2.25,0,NA,0
"86","ANDREI.MARKOV","2017-04-20","MTL","D",20.99,1,1,0,0.01,0,0,0,0,0,3,0,1,2,1,2.86,2.86,0,0.02,0.65,0,NA,0
"87","ANDREI.MARKOV","2017-04-18","MTL","D",18.96,1,1,1,0.01,0,0,0,0,0,1,2,3,0,2,3.16,3.16,3.16,0.04,1.33,0,NA,0
"88","ANDREI.MARKOV","2017-04-16","MTL","D",18.05,4,2,2,0.19,1,0,0,0,2,0,3,0,0,1,13.3,6.65,6.65,0.63,9.54,3.32,NA,2
"89","ANDREI.MARKOV","2017-04-14","MTL","D",23.35,3,2,1,0.05,0,0,0,0,0,0,4,0,0,1,7.71,5.14,2.57,0.14,2.71,0,NA,0
"90","ANDREI.MARKOV","2017-04-12","MTL","D",14.8,1,0,0,0,0,0,0,0,0,0,2,1,0,2,4.05,0,0,0,NA,0,NA,0
"91","ANDREJ.SEKERA","2017-05-05","EDM","D",1.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,0
"92","ANDREJ.SEKERA","2017-05-03","EDM","D",18.54,4,1,1,0.02,0,0,0,0,0,0,0,1,1,3,12.94,3.24,3.24,0.06,1.71,0,NA,0
"93","ANDREJ.SEKERA","2017-04-30","EDM","D",16.16,2,0,0,0,0,0,0,0,0,3,6,0,0,0,7.43,0,0,0,NA,0,NA,0
"94","ANDREJ.SEKERA","2017-04-28","EDM","D",15.92,3,2,2,0.07,0,0,0,0,0,4,4,0,1,1,11.31,7.54,7.54,0.25,3.29,0,NA,0
"95","ANDREJ.SEKERA","2017-04-26","EDM","D",15.91,2,2,2,0.09,0,0,0,0,0,1,7,0,1,4,7.54,7.54,7.54,0.34,4.55,0,NA,0
"96","ANDREJ.SEKERA","2017-04-22","EDM","D",16.52,2,1,1,0.01,0,0,0,0,0,0,3,0,0,3,7.26,3.63,3.63,0.02,0.65,0,NA,0
"97","ANDREJ.SEKERA","2017-04-20","EDM","D",25.26,3,3,2,0.06,0,0,0,0,0,0,2,0,0,3,7.13,7.13,4.75,0.14,2.02,0,NA,0
"98","ANDREJ.SEKERA","2017-04-18","EDM","D",13.39,2,1,1,0.01,0,0,0,0,0,2,1,2,0,1,8.96,4.48,4.48,0.04,0.83,0,NA,0
"99","ANDREJ.SEKERA","2017-04-16","EDM","D",17.6,2,1,1,0.01,0,0,0,0,0,1,3,1,1,2,6.82,3.41,3.41,0.05,1.38,0,NA,0
"100","ANDREJ.SEKERA","2017-04-14","EDM","D",10.74,1,1,0,0.01,0,0,0,0,0,0,0,3,0,0,5.59,5.59,0,0.05,0.88,0,NA,0
"101","ANDREJ.SEKERA","2017-04-12","EDM","D",12.72,1,1,1,0.03,0,0,0,0,0,1,3,3,0,0,4.72,4.72,4.72,0.12,2.62,0,NA,0
"102","ANDREW.COGLIANO","2017-05-05","ANA","C",17.89,0,0,0,0,0,0,0,0,1,2,2,3,1,0,0,0,0,0,NA,0,NA,1
"103","ANDREW.COGLIANO","2017-05-03","ANA","C",12.4,4,1,1,0.02,0,1,0,0,1,1,0,1,0,0,19.35,4.84,4.84,0.1,2.01,0,1,1
"104","ANDREW.COGLIANO","2017-04-30","ANA","C",13.4,3,1,1,0.04,0,0,0,0,0,2,1,0,0,0,13.43,4.48,4.48,0.2,4.44,0,NA,0
"105","ANDREW.COGLIANO","2017-04-28","ANA","C",10.27,4,3,3,0.19,1,0,0,0,1,2,0,0,0,0,23.37,17.53,17.53,1.11,6.32,5.84,NA,1
"106","ANDREW.COGLIANO","2017-04-26","ANA","C",11.53,7,4,4,0.19,0,0,0,0,0,1,3,0,0,0,36.43,20.82,20.82,0.99,4.73,0,NA,0
"107","ANDREW.COGLIANO","2017-04-19","ANA","C",9.57,4,3,3,0.14,0,0,0,0,0,0,0,0,0,0,25.08,18.81,18.81,0.91,4.83,0,NA,0
"108","ANDREW.COGLIANO","2017-04-17","ANA","C",12.65,1,1,1,0.02,0,1,0,1,0,0,1,0,0,1,4.74,4.74,4.74,0.09,1.86,0,1,-1
"109","ANDREW.COGLIANO","2017-04-15","ANA","C",11.78,4,4,2,0.23,1,1,0,0,0,2,3,0,0,1,20.37,20.37,10.19,1.18,5.79,5.09,1,0
"110","ANDREW.COGLIANO","2017-04-13","ANA","C",11.63,4,2,2,0.05,0,0,0,0,1,2,1,0,0,1,20.64,10.32,10.32,0.27,2.66,0,NA,1
"111","ANDREW.SHAW","2017-04-20","MTL","C",12.68,4,4,4,0.86,3,1,5,1,0,4,8,0,0,1,18.93,18.93,18.93,4.06,21.43,14.2,0.17,-1
"112","ANDREW.SHAW","2017-04-18","MTL","C",10.49,5,5,3,0.29,1,1,2,1,0,1,1,0,0,1,28.6,28.6,17.16,1.63,5.71,5.72,0.33,-1
"113","ANDREW.SHAW","2017-04-16","MTL","C",9.47,2,0,0,0,0,0,1,0,0,1,2,0,0,1,12.67,0,0,0,NA,0,0,0
"114","ANDREW.SHAW","2017-04-14","MTL","C",16.94,6,4,2,0.19,1,2,9,0,0,3,3,0,0,0,21.25,14.17,7.08,0.69,4.86,3.54,0.18,0
"115","ANDREW.SHAW","2017-04-12","MTL","C",14.88,1,1,1,0.03,0,3,3,0,0,3,2,0,0,0,4.03,4.03,4.03,0.14,3.48,0,0.5,0
"116","ANTOINE.VERMETTE","2017-05-05","ANA","C",19.77,2,1,1,0.15,1,18,7,0,0,2,2,1,0,1,6.07,3.03,3.03,0.44,14.51,3.03,0.72,0
"117","ANTOINE.VERMETTE","2017-05-03","ANA","C",9.28,2,1,1,0.02,0,7,3,1,0,0,0,0,0,0,12.93,6.47,6.47,0.12,1.92,0,0.7,-1
"118","ANTOINE.VERMETTE","2017-04-30","ANA","C",9.08,1,1,1,0.25,1,6,8,0,0,0,1,0,0,0,6.61,6.61,6.61,1.63,24.65,6.61,0.43,0
"119","ANTOINE.VERMETTE","2017-04-28","ANA","C",10.14,4,4,3,0.23,1,9,5,0,0,1,1,0,0,0,23.67,23.67,17.75,1.37,5.79,5.92,0.64,0
"120","ANTOINE.VERMETTE","2017-04-26","ANA","C",7.62,1,1,1,0.02,0,7,3,0,0,3,1,1,0,1,7.87,7.87,7.87,0.12,1.56,0,0.7,0
"121","ANTOINE.VERMETTE","2017-04-19","ANA","C",10.05,0,0,0,0,0,7,5,0,0,0,1,0,0,0,0,0,0,0,NA,0,0.58,0
"122","ANTOINE.VERMETTE","2017-04-17","ANA","C",13.09,3,3,2,0.1,0,10,4,0,0,0,1,0,0,0,13.75,13.75,9.17,0.45,3.29,0,0.71,0
"123","ANTOINE.VERMETTE","2017-04-15","ANA","C",9.84,3,1,1,0.03,0,3,6,0,0,2,1,0,0,1,18.29,6.1,6.1,0.2,3.22,0,0.33,0
"124","ANTOINE.VERMETTE","2017-04-13","ANA","C",10.85,3,3,3,0.27,2,13,6,0,1,0,3,1,0,1,16.59,16.59,16.59,1.47,8.89,11.06,0.68,1
"125","ANTON.SLEPYSHEV","2017-05-05","EDM","L",13.5,2,2,0,0.2,1,0,0,0,0,0,1,2,0,1,8.89,8.89,0,0.87,9.8,4.44,NA,0
"126","ANTON.SLEPYSHEV","2017-05-03","EDM","L",11.71,3,3,3,0.2,1,0,0,0,0,3,0,0,0,0,15.37,15.37,15.37,1.02,6.61,5.12,NA,0
"127","ANTON.SLEPYSHEV","2017-04-30","EDM","L",10.81,3,1,1,0.14,1,0,0,0,0,0,1,1,3,0,16.65,5.55,5.55,0.78,14.04,5.55,NA,0
"128","ANTON.SLEPYSHEV","2017-04-28","EDM","L",8.79,2,1,1,0.03,0,0,0,0,0,0,0,0,0,0,13.65,6.83,6.83,0.18,2.59,0,NA,0
"129","ANTON.SLEPYSHEV","2017-04-26","EDM","L",9.51,3,3,2,0.26,2,0,0,2,0,1,4,0,0,0,18.93,18.93,12.62,1.62,8.58,12.62,NA,-2
"130","ANTON.SLEPYSHEV","2017-04-22","EDM","L",8.21,2,1,1,0.17,1,0,0,0,0,2,3,0,0,0,14.62,7.31,7.31,1.26,17.29,7.31,NA,0
"131","ANTON.SLEPYSHEV","2017-04-20","EDM","L",11.08,7,3,2,0.07,0,0,0,0,0,0,1,0,1,0,37.91,16.25,10.83,0.36,2.2,0,NA,0
"132","ANTON.SLEPYSHEV","2017-04-18","EDM","L",11.67,3,1,0,0.05,0,0,0,0,0,1,0,2,0,0,15.42,5.14,0,0.26,4.96,0,NA,0
"133","ANTON.SLEPYSHEV","2017-04-16","EDM","L",12.91,6,3,2,0.18,0,0,0,0,0,1,4,0,1,2,27.89,13.94,9.3,0.82,5.86,0,NA,0
"134","ANTON.SLEPYSHEV","2017-04-14","EDM","L",5.69,1,1,1,0.03,0,0,0,0,0,2,0,0,0,0,10.54,10.54,10.54,0.27,2.59,0,NA,0
"135","ARTEM.ANISIMOV","2017-04-20","CHI","C",13.11,2,2,2,0.72,2,1,4,0,0,0,0,0,0,0,9.15,9.15,9.15,3.31,36.2,9.15,0.2,0
"136","ARTEM.ANISIMOV","2017-04-17","CHI","C",14.95,1,1,0,0.03,0,2,12,0,0,0,0,0,0,2,4.01,4.01,0,0.14,3.43,0,0.14,0
"137","ARTEM.ANISIMOV","2017-04-15","CHI","C",15.11,2,2,2,0.09,0,4,12,0,0,2,2,0,0,1,7.94,7.94,7.94,0.34,4.32,0,0.25,0
"138","ARTEM.ANISIMOV","2017-04-13","CHI","C",16.03,5,4,2,0.78,3,8,5,0,0,2,1,0,0,1,18.71,14.97,7.49,2.92,19.52,11.23,0.62,0
"139","ARTEMI.PANARIN","2017-04-20","CHI","C",19.35,8,5,3,0.17,0,0,0,0,0,0,1,1,1,0,24.81,15.5,9.3,0.53,3.42,0,NA,0
"140","ARTEMI.PANARIN","2017-04-17","CHI","C",18.55,2,2,2,0.05,0,0,0,0,0,0,5,0,0,0,6.47,6.47,6.47,0.15,2.35,0,NA,0
"141","ARTEMI.PANARIN","2017-04-15","CHI","C",15.28,2,2,2,0.04,0,0,0,0,0,0,2,0,3,1,7.85,7.85,7.85,0.17,2.1,0,NA,0
"142","ARTEMI.PANARIN","2017-04-13","CHI","C",16.84,3,2,2,0.06,0,0,0,0,0,3,0,1,1,0,10.69,7.13,7.13,0.23,3.18,0,NA,0
"143","ARTTURI.LEHKONEN","2017-04-22","MTL","L",12.95,5,3,1,0.13,0,0,0,0,0,1,5,0,0,1,23.17,13.9,4.63,0.62,4.44,0,NA,0
"144","ARTTURI.LEHKONEN","2017-04-20","MTL","L",12.57,7,7,5,0.67,2,0,0,0,0,2,3,0,0,1,33.41,33.41,23.87,3.21,9.61,9.55,NA,0
"145","ARTTURI.LEHKONEN","2017-04-18","MTL","L",10.48,3,3,2,0.19,0,0,0,0,0,1,2,0,1,1,17.18,17.18,11.45,1.11,6.48,0,NA,0
"146","ARTTURI.LEHKONEN","2017-04-16","MTL","L",9.99,1,1,1,0.04,0,0,0,1,0,2,3,0,0,1,6.01,6.01,6.01,0.27,4.42,0,NA,-1
"147","ARTTURI.LEHKONEN","2017-04-14","MTL","L",15.79,3,2,2,0.12,1,0,0,0,0,1,4,0,1,0,11.4,7.6,7.6,0.47,6.16,3.8,NA,0
"148","ARTTURI.LEHKONEN","2017-04-12","MTL","L",12.02,3,2,1,0.16,1,0,0,0,0,4,2,2,0,0,14.98,9.98,4.99,0.81,8.14,4.99,NA,0
"149","AUSTIN.WATSON","2017-05-05","NSH","L",10.84,2,1,1,0.15,1,0,0,0,0,7,2,0,0,1,11.07,5.54,5.54,0.84,15.23,5.54,NA,0
"150","AUSTIN.WATSON","2017-05-02","NSH","L",10.2,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,NA,0,NA,0
"151","AUSTIN.WATSON","2017-04-30","NSH","L",10.95,3,3,3,0.1,0,0,0,0,0,6,2,0,0,0,16.44,16.44,16.44,0.52,3.19,0,NA,0
"152","AUSTIN.WATSON","2017-04-28","NSH","L",10.36,1,0,0,0,0,0,0,0,0,6,0,0,0,0,5.79,0,0,0,NA,0,NA,0
"153","AUSTIN.WATSON","2017-04-26","NSH","L",11.95,0,0,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0,NA,0,NA,0
"154","AUSTIN.WATSON","2017-04-20","NSH","L",14.16,4,4,4,0.4,2,0,0,0,0,3,0,0,1,2,16.95,16.95,16.95,1.7,10.01,8.47,NA,0
